产品名称,企业名称,主轴转速,X行程,XYZ定位精度,XYZ重复定位精度,AC定位精度,AC重复定位精度,采集来源,来源链接,采集时间,备注
数控激光打标机,郑州激光科技股份有限公司,18000,600,±0.004,±0.002,±0.012,±0.006,河南省高新技术协会,http://www.henan-tech.org,,
数控铣床,深圳华南机床股份有限公司,9000,1600,±0.011,±0.005,±0.024,±0.010,深圳市机械设备协会,https://www.shenzhenmachine.org,,
数控水刀,杭州水刀科技有限公司,9500,2000,±0.015,±0.008,±0.020,±0.009,浙江省水刀行业协会,http://www.zhejiangwaterjet.org,,
数控冲床,长沙冲压机械有限公司,1200,900,±0.030,±0.015,±0.045,±0.022,湖南省机械工程学会,http://www.hunanmechanical.org,,
数控电火花加工机,沈阳电火花设备有限公司,2500,1100,±0.018,±0.009,±0.027,±0.013,辽宁省机械制造企业协会,http://www.liaoningmachinery.org,,
数控滚齿机,郑州精密设备有限公司,1900,700,±0.022,±0.010,±0.029,±0.014,中原制造业协会,https://www.zymanufacturing.org,,
数控横卧铣床,青岛精铣机械有限公司,8000,1400,±0.013,±0.006,±0.024,±0.011,青岛机器设备协会,http://www.qdmachine.org.cn,,
数控钻床,贵阳钻孔机械有限公司,4000,550,±0.015,±0.007,±0.020,±0.009,贵州机电集团,https://www.guizhoumechatronics.com,,
数控木工车床,厦门木工机械有限公司,5500,1300,±0.019,±0.012,±0.028,±0.013,厦门机械制造商协会,http://www.xiamenmachine.com,,
数控精雕机,江门精测科技有限公司,16000,600,±0.008,±0.004,±0.017,±0.007,广东省科学技术协会,https://www.gdscience.org,,
数控加工中心,南昌先进制造有限公司,11000,1500,±0.010,±0.006,±0.023,±0.012,江西省先进制造技术应用研究中心,http://www.nanchangmachinery.org,,
数控电池生产线,无锡新能源设备有限公司,9000,2000,±0.015,±0.007,±0.029,±0.013,无锡市新能源协会,http://www.wuxienergy.org,,
数控铣床,杭州铣削技术有限公司,12000,1500,±0.012,±0.006,±0.02,±0.01,浙江省机械制造协会,http://www.zjmachine.com,,
数控激光切割机,上海激光设备有限公司,5000,2500,±0.005,±0.002,±0.018,±0.008,中国激光资源网,https://www.chinalaser.org.cn,,
数控车床,西安机电设备股份有限公司,7000,1500,±0.014,±0.007,±0.022,±0.01,陕西省机械工业局,http://www.sxindustry.gov.cn,,
数控火焰切割机,合肥火切科技有限公司,4000,2000,±0.030,±0.015,±0.045,±0.025,安徽省金属加工协会,http://www.ahmetal.org,,
数控折弯机,沈阳成型机械有限公司,3500,1200,±0.020,±0.010,±0.028,±0.012,辽宁省机械制作业协会,http://www.lnma.org.cn,,
数控铣床,南京高新技术机器有限公司,10000,1000,±0.011,±0.005,±0.02,±0.009,江苏省高新技术协会,http://www.jsht.org.cn,,
数控钻床,重庆高精密机床厂,4500,800,±0.016,±0.008,±0.026,±0.015,重庆市工程机械协会,http://www.cqengineering.org,,
数控冲床,无锡优质机床有限公司,600,900,±0.022,±0.011,±0.035,±0.016,无锡市机床制造行业协会,http://www.wuximachines.org,,
数控桥式切割机,天津桥式能源科技有限公司,7500,3000,±0.009,±0.004,±0.017,±0.006,天津市科技局,http://www.tianjin.gov.cn,,
数控木工机械,大连木工机械制造公司,5000,1500,±0.045,±0.023,±0.035,±0.020,全国木材行业协会,http://www.woodindustry.org,,
数控金属切削机,郑州金属加工设备有限公司,8000,1250,±0.015,±0.006,±0.020,±0.012,河南省金属加工协会,http://www.hnmetal.org,,
数控二手机床,徐州旧机床交易市场,5500,1800,±0.018,±0.009,±0.022,±0.013,江苏省二手市场监督管理局,https://www.jssecondhand.org,,
高精度数控机床,南京机械创新有限公司,22000,900,±0.007,±0.003,±0.014,±0.005,中国机械工业联合会,http://www.cmif.org.cn,,
数控车铣复合中心,深圳综合机床制造有限公司,12000,1300,±0.010,±0.005,±0.019,±0.008,深圳市制造业协会,http://www.szmi.org,,
数控水刀,成都水刀技术有限公司,3000,2000,±0.020,±0.010,±0.027,±0.015,四川省科技局,http://www.sc.gov.cn,,
数控电火花加工机,烟台电火花设备厂,4000,1000,±0.012,±0.006,±0.024,±0.011,山东省电火花协会,http://www.shandongspark.org,,
数控高速铣床,广州市高速机床有限公司,18000,750,±0.008,±0.004,±0.015,±0.006,广州市机械制造协会,http://www.gzmachine.org,,
数控铣床,南京机床制造有限公司,4500,1000,±0.012,±0.006,±0.02,±0.01,江苏省机械工业协会,https://www.jsmia.org,,
数控车床,广州数控科技有限公司,9000,1500,±0.008,±0.004,±0.015,±0.008,广东省工业和信息化厅,http://www.gd.gov.cn,,
数控冲床,成都机械设备有限公司,700,1300,±0.030,±0.012,±0.035,±0.015,四川省机械工业协会,http://www.scmi.gov.cn,,
数控激光切割机,天津激光科技,12000,2000,±0.005,±0.002,±0.01,±0.005,国家激光联合会,https://www.laser.org.cn,,
数控水刀,上海水刀设备有限公司,8500,1700,±0.015,±0.008,±0.02,±0.009,上海机械发展研究院,http://www.shmachine.org,,
数控折弯机,福州机床有限公司,2000,900,±0.020,±0.010,±0.027,±0.014,福建省科技厅,http://www.fj.gov.cn,,
数控磨床,西安精密机床厂,4000,800,±0.018,±0.009,±0.022,±0.011,陕西省机电工程协会,http://www.sxjidian.com,,
数控切割机,辽宁数控设备公司,3000,1200,±0.025,±0.015,±0.030,±0.018,辽宁省工程机械协会,http://www.lnengineering.org.cn,,
数控木工机械,济南木工机械有限公司,6000,1400,±0.019,±0.007,±0.021,±0.013,山东省木业协会,http://www.sdwood.org,,
数控铣床,武汉精密制造股份有限公司,7300,1100,±0.011,±0.005,±0.019,±0.013,湖北省机械制造协会,http://www.hbmm.org,,
汽车数控机床,沈阳汽车工业公司,6500,1600,±0.009,±0.003,±0.017,±0.006,沈阳机电工程技术中心,http://www.symech.org,,
数控冲床,佛山众志机械有限公司,800,1000,±0.034,±0.018,±0.038,±0.021,广东省机械行业联合会,http://www.foshanmachinery.com,,
数控刨床,合肥机械设备制造厂,9000,1800,±0.014,±0.007,±0.023,±0.012,安徽省机械制造协会,http://www.ahjx.org.cn,,
数控雕刻机,长沙雕刻机械有限公司,5000,900,±0.022,±0.011,±0.020,±0.014,湖南省雕刻设备协会,http://www.hunan.org,,
数控火焰切割机,郑州切割工业有限公司,4200,1500,±0.035,±0.020,±0.040,±0.025,河南省切割行业协会,https://www.hncutting.org,,
数控车削中心,苏州数控机床公司,7800,1250,±0.010,±0.005,±0.018,±0.009,江苏省机电一体化协会,https://www.jiangsumechanical.com,,
数控切割机,洛阳数控装备公司,5500,1050,±0.016,±0.008,±0.021,±0.011,河南省科技大会,http://www.hntech.gov.cn,,
激光数控机床,廊坊激光科技有限公司,11500,1300,±0.007,±0.003,±0.013,±0.006,河北省激光研究中心,http://www.hebeilaser.org.cn,,
数控铣床,上海数控设备有限公司,12000,1000,±0.008,±0.004,±0.02,±0.01,上海机械制造行业协会,https://www.shmachinery.org,,
数控切割机,杭州精密机械股份有限公司,8000,1500,±0.015,±0.007,±0.025,±0.013,浙江省工业协会,http://www.zjiia.org,,
数控冲床,南京数控机床有限公司,500,1000,±0.02,±0.01,±0.035,±0.018,江苏省先进制造业协会,https://www.jasmanufacturing.org,,
数控带锯床,天津金属加工有限公司,4000,850,±0.02,±0.009,±0.03,±0.015,天津现代制造协会,http://www.tianjinmanufacturing.org,,
数控折弯机,北京金属成型技术有限公司,3000,1200,±0.018,±0.008,±0.022,±0.012,北京精密机械协会,http://www.bjprecision.org,,
数控台钻,武汉高精度机械制造有限公司,2000,600,±0.02,±0.011,±0.028,±0.016,湖北省机械制造协会,http://www.hbma.org.cn,,
数控磨床,重庆精密机械有限公司,7500,700,±0.009,±0.003,±0.015,±0.006,重庆市机械工程学会,https://www.cqmachinery.org,,
激光切割机,广东高科激光科技有限公司,2800,1400,±0.014,±0.006,±0.02,±0.011,广东省激光行业协会,https://www.guangdonglaser.org,,
数控压床,沈阳机械设计研究院,4500,1000,±0.025,±0.014,±0.03,±0.016,辽宁省机械制造协会,http://www.lnma.org,,
数控切削机,西安智能制造有限公司,16000,750,±0.005,±0.002,±0.018,±0.009,陕西省自动化协会,http://www.sxautomation.org,,
数控火焰切割机,青岛火焰科技有限公司,5000,1300,±0.017,±0.008,±0.029,±0.013,山东省机械制造业协会,http://www.sdmma.org,,
五轴联动机床,合肥先进制造有限公司,13000,950,±0.007,±0.004,±0.021,±0.007,安徽省高新技术开发区,http://www.ahhightech.org,,
数控旋压机,广州旋压科技有限公司,3500,800,±0.015,±0.008,±0.03,±0.014,广东省机械工业研究院,http://www.guangdongmachinery.org,,
数控塑料机床,沈阳塑料机械有限公司,5000,1200,±0.020,±0.010,±0.030,±0.012,辽宁省塑料行业协会,http://www.lnplastic.org,,
数控钢铁机床,兰州钢铁有限公司,6000,900,±0.022,±0.011,±0.027,±0.013,甘肃省钢铁协会,http://www.gansuiron.org,,
数控包装机,深圳包装机械有限公司,12000,600,±0.010,±0.005,±0.020,±0.008,深圳市包装工业协会,http://www.szpackaging.org,,
数控超声波清洗机,佛山超声波设备有限公司,4500,700,±0.020,±0.009,±0.025,±0.010,佛山市科技协会,http://www.foshan.gov.cn,,
数控硅切机,南京硅材料有限公司,3000,800,±0.015,±0.008,±0.022,±0.011,江苏省新材料协会,http://www.jssilicon.org,,
数控铣床,东莞市金泰机械有限公司,12000,800,±0.012,±0.005,±0.02,±0.008,广东省先进制造业协会,https://www.gdame.org,,
数控雕刻机,南京数控科技有限公司,24000,600,±0.005,±0.002,±0.015,±0.006,江苏省工程机械协会,https://www.jsec.org.cn,,
数控激光切割机,上海激光电子有限公司,3000,2000,±0.01,±0.003,±0.02,±0.009,上海机械工业信息网,https://www.shiia.org,,
数控冲压机,杭州锻压设备有限公司,400,900,±0.025,±0.012,±0.03,±0.015,浙江省机电工程学会,https://www.zjmeca.org,,
数控机床,武汉云科技有限公司,8000,1000,±0.02,±0.01,±0.035,±0.02,湖北省制造业协会,http://www.hbma.org.cn,,
数控纺织机,四川织造设备有限公司,1000,1500,±0.02,±0.014,±0.03,±0.018,四川省纺织行业协会,http://www.scfzh.org.cn,,
数控电火花机,北京电加工技术有限公司,900,800,±0.015,±0.005,±0.025,±0.012,北京机电设备行业协会,http://www.bjjid.org,,
数控组合机床,天津机械制造公司,15000,900,±0.018,±0.007,±0.02,±0.008,天津市制造业信息网,https://www.tjindustry.org,,
数控成形机,沈阳数控设备工程有限公司,6000,850,±0.022,±0.011,±0.028,±0.013,辽宁省机械制造协会,http://www.lnmachine.com,,
数控钻床,佛山南海机电有限公司,12000,700,±0.012,±0.004,±0.015,±0.008,佛山市制造协会,http://www.foshan.org,,
数控火焰切割机,厦门火焰切割技术有限公司,9000,1800,±0.015,±0.007,±0.022,±0.011,福建省机械行业协会,https://www.fujianmj.org,,
数控薄板加工机,合肥薄板科技有限公司,5000,900,±0.02,±0.009,±0.025,±0.014,安徽省机械总会,http://www.ahmachine.org,,
铝材数控加工机,重庆铝业机械有限公司,18000,1200,±0.018,±0.008,±0.022,±0.012,重庆市工业协会,https://www.cqindustry.org,,
多用途数控机床,新疆精工数控有限公司,7500,1100,±0.015,±0.008,±0.019,±0.01,新疆自治区科技厅,http://www.xjtech.org,,
数控路沿石机,临沂建材机械有限公司,3000,2000,±0.02,±0.014,±0.025,±0.013,山东省机械工程协会,http://www.sdmec.org,,
数控切割机,柳州数控机床有限公司,15000,1300,±0.013,±0.005,±0.02,±0.009,广西机械工业协会,http://www.gxmachine.org,,
数控铝加工中心,青岛海洋数控有限公司,13000,900,±0.02,±0.006,±0.018,±0.012,青岛市机械制造协会,http://www.qdmm.org,,
数控铣床,成都数控设备有限公司,12000,1000,±0.008,±0.004,±0.02,±0.01,四川省机械制造协会,http://www.scmech.org,,
数控激光切割机,南京激光科技有限公司,15000,2000,±0.005,±0.002,±0.015,±0.005,江苏省激光行业协会,https://www.jslaser.org.cn,,
数控折弯机,沈阳重型机床有限公司,3000,1500,±0.03,±0.015,±0.022,±0.012,辽宁省机械行业协会,http://www.lnma.org.cn,,
数控磨床,重庆精密机床股份有限公司,7500,800,±0.012,±0.006,±0.018,±0.009,重庆市机械制造协会,http://www.cqma.org.cn,,
多功能数控机床,武汉数控技术有限公司,5000,1200,±0.02,±0.008,±0.025,±0.012,湖北省工业和信息化厅,http://www.hubei.gov.cn,,
数控车床,合肥机械制造有限公司,6000,1000,±0.013,±0.007,±0.026,±0.014,安徽省机械工程协会,http://www.ahmech.org,,
数控冲床,北京大江机械有限公司,450,800,±0.02,±0.010,±0.03,±0.015,北京市机械行业协会,http://www.bjma.org.cn,,
高精度数控切割机,宁波高科技机械有限公司,13000,1800,±0.007,±0.003,±0.017,±0.008,浙江省科技厅,http://www.zjkj.gov.cn,,
数控车削中心,东莞精密机械有限公司,9000,1000,±0.015,±0.006,±0.01,±0.004,广东省机械工业协会,http://www.gdmi.org.cn,,
数控激光焊接机,西宁激光科技公司,6000,1200,±0.003,±0.001,±0.005,±0.002,青海省激光产业协会,http://www.qhlaser.org,,
数控钢管切割机,长春机械公司,8000,1500,±0.022,±0.011,±0.018,±0.009,吉林省工业协会,http://www.jlia.org.cn,,
数控精密垫圈机,南昌机械电子有限公司,4000,600,±0.022,±0.014,±0.03,±0.012,江西省机械电子协会,http://www.jxme.org.cn,,
数控铣刨机,福州机械设备有限公司,5000,1100,±0.016,±0.008,±0.020,±0.010,全国机械设备制造业协会,http://www.nationmachinery.org.cn,,
数控平面磨床,哈尔滨精密机床有限公司,7000,900,±0.015,±0.008,±0.014,±0.005,黑龙江省工业和信息化厅,http://www.hlj.gov.cn,,
流水线加工中心,济南精拥技术有限公司,8500,1400,±0.012,±0.007,±0.028,±0.014,山东省机械制造业协会,http://www.sdmech.org,,
智能数控系统,唐山智能制造有限公司,9000,1600,±0.009,±0.004,±0.022,±0.010,河北省智能产业协会,http://www.hebeismart.org,,
数控焊接机,金华焊接设备有限公司,4000,700,±0.025,±0.015,±0.030,±0.015,浙江省焊接技术协会,http://www.zjhj.org,,
数控成型机,温州高精度机械有限公司,6200,900,±0.018,±0.008,±0.021,±0.013,温州市机械制造技术协会,http://www.wzmech.org,,
数控雕刻机,成都数控设备厂,7000,800,±0.02,±0.008,±0.03,±0.015,四川省机械产业协会,https://www.scma.org.cn,,
数控铣床,上海精密机床有限公司,12000,1000,±0.01,±0.004,±0.022,±0.009,中国机床工具工业协会,https://www.cmtia.org.cn,,
数控激光切割机,南京激光科技有限公司,10000,1500,±0.015,±0.007,±0.02,±0.01,江苏省激光行业协会,https://www.jslaser.org.cn,,
数控折弯机,北京精工机械制造有限公司,3700,1200,±0.028,±0.013,±0.02,±0.011,北京市机械工程学会,https://www.bjmachinery.org,,
数控水刀,济南水切科技有限公司,8500,2000,±0.016,±0.006,±0.025,±0.012,山东省机械产业协会,https://www.sdmech.org.cn,,
数控车床,大连机床集团,9000,1100,±0.018,±0.009,±0.022,±0.011,中国机床网络,https://www.toolnet.cn,,
数控冲床,哈尔滨冲压设备有限公司,500,1300,±0.022,±0.01,±0.04,±0.02,黑龙江省机械工程学会,https://www.hljmech.org.cn,,
数控平面磨床,宁波磨床制造有限公司,6000,900,±0.012,±0.006,±0.03,±0.014,浙江省机械行业协会,https://www.zjmac.org.cn,,
数控电火花机,无锡电火花机床有限公司,3000,700,±0.02,±0.008,±0.015,±0.007,江苏省电火花加工协会,https://www.jsemachine.com,,
数控磨床,合肥智能装备有限公司,4000,1000,±0.011,±0.005,±0.022,±0.009,安徽省机械产业协会,https://www.ahmechanics.org.cn,,
数控加工中心,武汉佳琪科技有限公司,15000,1300,±0.013,±0.007,±0.019,±0.008,湖北省机械学会,https://www.hubeimech.org.cn,,
