年份,国家,机床类,最小切割厚度,机床热度,点位控制金属微细切削,采集来源,来源链接,采集时间,备注
2023-05-25,西班牙,精密激光切割装置,0.6,高,支持,西班牙工业和科技部,https://www.mincotur.gob.es,,
2024-07-18,印度,数控卷板机,2.2,中,支持,印度机械工程学会,https://www.ime.org.in,,
2023-09-22,巴西,数控车床,1.2,中,支持,巴西制造业协会,https://www.abimaq.org.br,,
2024-03-05,以色列,高效能数控切割机,0.9,中,支持,以色列高科技协会,https://www.israeltech.org,,
2023-11-10,阿联酋,高精度数控铣床,0.4,高,支持,阿联酋工业与先进技术部,https://www.mohre.gov.ae,,
2024-05-15,南非,多功能数控激光加工机,2.5,高,支持,南非机械工程师协会,https://www.saimme.org,,
2023-12-30,俄罗斯,数控磨床,2.0,高,支持,俄罗斯工程和科技协会,https://www.spbstu.ru,,
2024-01-28,新西兰,创新数控管道切割机,1.6,中,支持,新西兰制造业峰会,https://www.nzmanufacturing.co.nz,,
2023-07-14,土耳其,多功能数控激光机,0.75,高,支持,土耳其机械制造协会,https://www.tumsad.org.tr,,
2024-06-27,挪威,光纤激光切割机,0.4,中,支持,挪威机械工程师协会,https://www.nmeas.no,,
2023-11-15,德国,高效率数控铣床,1.5,高,支持,德国机械工程协会,https://www.vdma.org,,
2024-05-20,瑞士,数控车床,0.5,中,支持,瑞士机械制造协会,https://www.swissmec.ch,,
2024-01-10,美国,激光焊接机,0.1,高,支持,美国工程师协会,https://www.asme.org,,
2023-03-22,加拿大,复合机床,0.8,中,支持,加拿大机械制造协会,https://www.cme-mec.ca,,
2023-07-30,法国,多轴镗床,3.5,中,支持,法国机械协会,https://www.syndicat-machinisme.fr,,
2023-12-08,荷兰,数控磨床,0.15,高,支持,荷兰工业协会,https://www.fme.nl,,
2024-04-18,瑞典,数控钻床,0.2,低,不支持,瑞典制造业协会,https://www.sveb.se,,
2024-02-05,巴西,重型数控加工中心,15.0,高,支持,巴西机械工程协会,https://www.abimaq.org.br,,
2024-08-16,新加坡,精密数控切割机,0.7,高,支持,新加坡销售与制造商协会,https://www.smfederation.org.sg,,
2024-03-25,印度,数控微切机床,0.01,中,支持,印度机床制造商协会,https://www.imtma.in,,
2023-10-01,西班牙,数控冲压机,2.2,中,支持,西班牙机械科技协会,https://www.amte.es,,
2024-06-01,挪威,智能数控机床,0.1,中,支持,挪威工程师协会,https://www.teknisk.no,,
2024-09-05,南非,数控弯曲机,5.0,中,支持,南非制造业协会,https://www.sami.co.za,,
2023-12-15,俄罗斯,超声振动加工机,0.4,中,支持,俄罗斯高精度机械协会,https://www.ngm.ru,,
2024-07-22,阿根廷,数控修整机,0.3,高,支持,阿根廷制造商联合会,https://www.uim.org.ar,,
2023-11-30,丹麦,折弯机,4.5,低,不支持,丹麦制造业协会,https://www.lt.dk,,
2024-08-10,新西兰,便携式数控机床,0.9,中,支持,新西兰工程师协会,https://www.engineeringnz.com,,
2024-01-15,美国,数控铣床,1.5,高,支持,美国制造协会,https://www.nam.org,,
2024-05-20,德国,高速数控车床,0.1,中,支持,德国机械工业协会,https://www.vdma.org,,
2025-03-05,中国,五轴加工机,2.8,高,支持,中国机床工具工业协会,https://www.cmmt.org.cn,,
2023-11-11,法国,数控激光切割机,1.0,高,支持,法国金属加工商协会,https://www.syndicat.fr,,
2024-07-30,新加坡,多功能数控机床,0.4,中,支持,新加坡制造业理事会,https://www.smfederation.org.sg,,
2023-12-02,瑞士,高精度数控磨床,0.05,中,支持,瑞士机械电气工程协会,https://www.swissmem.ch,,
2025-08-22,加拿大,数控冲压机,3.0,高,支持,加拿大制造协会,https://www.cmf.ca,,
2024-10-27,澳大利亚,精密数控切割机,0.7,中,支持,澳大利亚工程师协会,https://www.engineersaustralia.org.au,,
2023-08-16,印度,变频驱动数控车床,1.2,高,支持,印度机械制造协会,https://www.imme.in,,
2024-09-05,巴西,高速度数控铣床,0.9,中,支持,巴西工业联合会,https://www.fiesp.com.br,,
2023-04-14,俄罗斯,数控机械手,0.15,中,支持,俄罗斯机械工程协会,https://www.mts-russia.ru,,
2025-05-12,南非,数控转台,0.8,高,支持,南非工程师协会,https://www.eacinf.co.za,,
2024-12-20,阿联酋,数控切割系统,0.6,中,支持,阿联酋机械制造协会,https://www.uaemechanical.com,,
2023-07-04,新西兰,精密数控打孔机,2.0,高,支持,新西兰工程师协会,https://www.engineeringnz.com,,
2025-06-18,瑞典,电动数控磨床,0.4,高,支持,瑞典机械工业协会,https://www.mekab.se,,
2023-03-22,挪威,数控华氏级切割机,1.0,低,支持,挪威机械工程协会,https://www.teknisk.no,,
2024-04-11,丹麦,数控立式车床,0.2,高,支持,丹麦工商业协会,https://www.danskerhverv.dk,,
2025-01-09,芬兰,多功能数控铣刀,0.3,中,支持,芬兰制造联盟,https://www.teollisuus.org,,
2023-11-15,德国,复合材料数控加工机,1.5,高,支持,德国机械与设备制造商协会,https://www.vdma.org,,
2024-01-10,美国,数控车床,1.0,中,支持,美国机械工程师学会,https://www.asme.org,,
2024-05-04,中国,高效数控铣床,0.4,高,支持,中国制造业信息网,https://www.cmmn.cn,,
2023-08-17,瑞士,超精密数控磨床,0.005,高,支持,瑞士机械制造协会,https://www.swissmem.ch,,
2023-12-29,法国,电火花加工机,0.1,中,支持,法国机械工业联合会,https://www.fim.fr,,
2024-07-25,韩国,智能化数控切割机,2.8,高,支持,韩国机械行业协会,https://www.kmachinery.or.kr,,
2023-10-21,巴西,数控激光切割平台,5.5,低,支持,巴西制造业联会,https://www.abimaq.org.br,,
2024-03-12,印度,五轴数控铣床,7.0,高,支持,印度机床制造商协会,https://www.imtma.in,,
2023-09-12,西班牙,数控冲切机,1.5,中,支持,西班牙制造商联合会,https://www.confiar.es,,
2023-11-05,比利时,数控车削中心,0.8,高,支持,比利时机械工程协会,https://www.safem.be,,
2024-06-15,新加坡,数控磨削机,0.18,高,支持,新加坡制造业协会,https://www.smfederation.org.sg,,
2024-02-29,澳大利亚,数控复合加工设备,3.5,中,支持,澳大利亚机械工业协会,https://www.amtil.com.au,,
2023-12-05,俄罗斯,数控激光焊接机,5.0,低,支持,俄罗斯机械工程协会,https://www.rusmash.ru,,
2024-04-01,阿根廷,数控精密切割机,2.0,高,支持,阿根廷工业协会,https://www.adimra.org.ar,,
2024-08-23,台湾,高精度数控铣床,0.6,中,支持,台湾机械工业协会,https://www.tami.org.tw,,
2023-07-14,南非,数控激光切割机,4.0,高,支持,南非机械行业协会,https://www.sami.co.za,,
2023-03-15,美国,数控铣床,1.5,高,支持,美国机械制造协会,https://www.metalworking.com,,
2023-11-22,德国,精密数控转塔冲床,3.5,中,不支持,德国机械与设备制造联合会,https://www.vdma.org,,
2024-05-10,法国,自动化数控车床,1.0,高,支持,法国金属加工协会,https://www.filiere-mecanique.com,,
2023-08-29,韩国,电火花加工机,0.1,中,支持,韩国机床产业协会,https://www.kmtia.or.kr,,
2024-01-15,日本,高精度数控铣床,0.75,高,支持,日本精密机械协会,https://www.jspma.or.jp,,
2022-12-31,意大利,复合材料加工中心,4.0,中,不支持,意大利金属加工技术大学,https://www.unimib.it,,
2024-04-01,中国,自动化数控切割机,5.5,高,支持,中国制造产业协会,https://www.cmia.org.cn,,
2023-07-20,印度,数控磨床,0.2,中,支持,印度机械工程学会,https://www.imeindia.in,,
2024-03-05,巴西,数控折弯机,6.0,中,支持,巴西机械制造协会,https://www.abimaq.org.br,,
2024-09-08,新加坡,数控激光切割机,2.0,高,支持,新加坡机械委员会,https://www.smc.org.sg,,
2024-11-30,俄罗斯,数控冲压机,1.8,低,不支持,俄罗斯金属加工协会,https://www.ummc.ru,,
2023-05-12,加拿大,数控车床,0.5,中,支持,加拿大制造业协会,https://www.cme-mec.ca,,
2023-04-22,澳大利亚,数控滑动切割机,3.0,高,支持,澳大利亚机械工程协会,https://www.engineersaustralia.com.au,,
2023-06-14,西班牙,新型数控龙门铣,2.7,中,支持,西班牙机械工程师学会,https://www.aemet.org,,
2024-07-19,瑞士,超高精度数控钻孔机,0.05,高,支持,瑞士机械制造协会,https://www.swissmechanics.ch,,
2024-02-20,南非,数控平面磨床,1.2,中,支持,南非机械研究机构,https://www.metalworking.co.za,,
2023-08-11,墨西哥,数控激光雕刻机,0.3,高,支持,墨西哥制造业协会,https://www.amm.org.mx,,
2024-01-15,德国,高精度数控铣床,1.5,高,支持,德国机械制造协会,https://www.vdma.org,,
2023-12-30,美国,智能化数控切削机,0.6,中,支持,美国工程师协会,https://www.asme.org,,
2024-05-01,法国,激光焊接数控机床,0.4,高,支持,法国机械制造联盟,https://www.syndicat-des-industries-mecanique.fr,,
2023-11-11,中国,高精度数控钻床,0.1,高,支持,中国机床工具工业协会,https://www.cmmt.org.cn,,
2024-07-15,韩国,多功能激光切割机,0.05,中,支持,韩国制造创新协会,https://www.kmmia.or.kr,,
2023-08-01,意大利,高效数控车床,1.0,高,支持,意大利机械协会社,https://www.unioneindustriale.it,,
2024-03-20,瑞士,卧式数控铣床,2.0,中,支持,瑞士机械制造协会,https://www.swissmechanic.ch,,
2024-04-10,澳大利亚,数控转塔磨床,0.15,中,支持,澳大利亚制造商联合会,https://www.amma.org.au,,
2024-02-14,加拿大,高精度数控加工机,0.8,高,支持,加拿大机械工程协会,https://www.csmme.com,,
2023-11-30,新加坡,智能数控电火花机,0.03,中,支持,新加坡机电工程协会,https://www.sgme.org.sg,,
2023-09-20,西班牙,四轴数控加工机,1.2,高,支持,西班牙机械行业协会,https://www.aemet.es,,
2024-06-05,荷兰,数控铣削钻孔机,0.7,中,支持,荷兰机械制造商协会,https://www.metaalunie.nl,,
2024-01-08,挪威,数控电火花成型机,0.09,高,支持,挪威机械工程学会,https://www.imengeneering.no,,
2023-10-15,巴西,多功能数控切割机,0.4,高,支持,巴西机械制造协会,https://www.abimaq.org.br,,
2024-05-28,印度,数控激光成形机,0.3,中,支持,印度机械工程协会,https://www.ime.org.in,,
2023-08-25,俄罗斯,数控车床,0.8,中,支持,俄罗斯工业工程协会,https://www.machinex.ru,,
2024-04-22,南非,重型数控车铣复合机,2.5,高,支持,南非机械工程协会,https://www.ammssa.org.za,,
2024-01-15,德国,精密数控铣床,1.5,高,支持,德国机械工程协会,https://www.vdma.org,,
2023-11-30,美国,数控电火花机,0.1,中,支持,美国制造业联合会,https://www.nam.org,,
2024-05-20,印度,六轴高精度加工中心,0.5,高,支持,印度机械工程协会,https://www.ishme.in,,
2023-10-15,法国,数控铣削系统,0.2,中,支持,法国机械制造协会,https://www.uimm.fr,,
2024-07-04,瑞士,高速数控车床,0.03,高,支持,瑞士机械技术协会,https://www.swissmechanics.ch,,
2023-12-01,加拿大,高精度数控切割机,0.6,高,支持,加拿大制造商协会,https://www.cme-mec.ca,,
2024-09-18,新加坡,高效液压数控车床,0.04,中,支持,新加坡机电制造协会社,https://www.sgme.org.sg,,
2023-05-21,西班牙,自动化数控钻床,1.0,高,支持,西班牙机械工程协会,https://www.aem.es,,
2024-08-10,澳大利亚,长行程数控机床,1.2,中,支持,澳大利亚制造业协会,https://www.amgc.org.au,,
2024-04-27,巴西,数控折弯机,6.0,高,支持,巴西机械工程协会,https://www.abimaq.org.br,,
2023-07-14,俄罗斯,数控液压切割设备,3.5,中,支持,俄罗斯机械学会,https://www.mpt.ru,,
2024-10-02,南非,智能数控机床,2.2,中,支持,南非工程师协会,https://www.ensa.org.za,,
2023-09-25,荷兰,数控裁切系统,1.0,中,支持,荷兰机械制造协会,https://www.nmt.nl,,
2024-11-11,挪威,高速数控加工机器,1.8,高,支持,挪威工程制造协会,https://www.technorge.no,,
2023-03-05,阿根廷,数控全自动机器,5.5,高,支持,阿根廷工业协会,https://www.uia.org.ar,,
2024-12-01,乌克兰,多功能数控切割机,12.0,中,支持,乌克兰机械工程协会,https://www.ukrmachinery.com,,
2023-04-11,土耳其,数控激光切割机,0.8,高,支持,土耳其机器制造协会,https://www.memuri.org,,
2023-11-15,美国,数控电火花加工机,0.5,高,支持,美国机械工程协会,https://www.asme.org,,
2023-08-22,德国,数控机床,1.0,中,支持,德国机械工程联合会,https://www.vdma.org,,
2024-01-10,法国,三轴数控铣床,0.2,高,支持,法国工业联合会,https://www.uimm.fr,,
2024-04-17,印度,数控带锯机,1.5,中,支持,印度机械工程协会,https://www.imeindia.in,,
2023-12-05,澳大利亚,高性能数控切割机,0.8,高,支持,澳大利亚制造业协会,https://www.amca.com.au,,
2024-07-21,巴西,数控轧机,5.5,中,支持,巴西金属加工协会,https://www.abimaq.org.br,,
2024-05-09,加拿大,高精度激光切割机,0.1,高,支持,加拿大制造商协会,https://www.cmac.ca,,
2023-10-30,瑞士,五轴加工中心,3.0,高,支持,瑞士机械与电气工程协会,https://www.swissmem.ch,,
2024-03-15,新加坡,数控机床,0.4,中,支持,新加坡工业总会,https://www.smaf.org.sg,,
2024-02-28,俄罗斯,数控车床,2.3,中,支持,俄罗斯机械工程协会,https://www.nace.ru,,
2024-06-11,南非,数控磨床,1.2,中,支持,南非机器制造商协会,https://www.sami.co.za,,
2023-07-29,西班牙,数控切割机,1.0,高,支持,西班牙机械制造协会,https://www.aeim.es,,
2024-01-12,丹麦,数控仿形铣床,0.6,高,支持,丹麦制造业协会,https://www.danishmanufacturers.dk,,
2023-09-28,瑞典,数控冲压机,1.8,高,支持,瑞典机械工程协会,https://www.sverigemaskinsamhallet.se,,
2024-08-14,挪威,数控激光打标机,0.05,中,支持,挪威工程师协会,https://www.teknisketjenester.no,,
2023-05-19,土耳其,高效能数控工具机,2.2,高,支持,土耳其机械制造商协会,https://www.makine.org.tr,,
2024-09-30,阿根廷,高精度数控切割设备,4.0,中,支持,阿根廷机械制造商协会,https://www.cma.org.ar,,
2024-01-15,德国,数控车床,1.5,中,支持,德国机械协会,https://www.vdma.org,,
2024-07-22,美国,高精度数控铣床,0.5,高,支持,美国制造业数据中心,https://www.nam.org,,
2023-05-10,中国,数控转塔铣床,2.0,高,支持,中国工业与信息化部,https://www.miit.gov.cn,,
2023-11-11,瑞士,精密磨床,0.01,中,支持,瑞士工程师协会,https://www.swissmem.ch,,
2024-03-15,巴西,多功能数控机床,0.2,中,支持,巴西机械制造协会,https://www.abimaq.org.br,,
2024-08-30,印度,数控冲压机,3.0,高,支持,印度机械制造协会,https://www.imtma.in,,
2023-12-01,法国,激光切割机,0.8,高,支持,法国工业技术协会,https://www.simap.fr,,
2024-05-20,加拿大,智能数控铣床,1.0,中,支持,加拿大机器制造协会,https://www.cme-mec.ca,,
2024-09-18,西班牙,五轴数控加工机,5.5,高,支持,西班牙机床制造商协会,https://www.afm.es,,
2023-10-25,澳大利亚,数控雕刻机,0.6,中,支持,澳大利亚制造业协会,https://www.amgc.org.au,,
2024-02-02,俄国,数控磨削机,0.04,中,支持,俄罗斯机械工程联合会,https://www.nmp.ru,,
2024-04-11,瑞典,数控激光雕刻机,0.03,高,支持,瑞典制造协会,https://www.teknikforetagen.se,,
2024-06-14,新加坡,超精密数控加工机,0.01,高,支持,新加坡产业发展局,https://www.sites.google.com/gov.sg/singapore-economic-development-board,,
2023-09-05,韩国,数控线切割机,1.2,中,支持,韩国制造业协会,https://www.kema.or.kr,,
2024-10-20,荷兰,数控电火花成型机,0.15,中,支持,荷兰机械技术协会,https://www.fme.nl,,
2024-11-15,南非,数控激光切割机,4.0,高,支持,南非制造业协会,https://www.bfa.org.za,,
2023-08-29,阿根廷,数控铣削机床,3.5,中,支持,阿根廷机械和设备制造协会,https://www.cama.org.ar,,
2024-12-01,以色列,创新型数控加工机,0.7,中,支持,以色列机械工业协会,https://www.ima.org.il,,
2023-05-15,德国,高精准度数控车床,1.5,高,支持,德国机械制造协会,https://www.vdma.org,,
2023-03-22,中国,高效率数控钻床,0.5,中,支持,中国机床工具工业协会,https://www.cmmt.org.cn,,
2024-07-30,法国,激光金属切割机,3.0,高,支持,法国机械协会,https://www.syndicat-mecanique.fr,,
2024-04-18,美国,智能化数控加工中心,0.1,高,支持,美国机械制造商协会,https://www.amtonline.org,,
2023-11-05,南韩,数控多功能磨床,0.02,高,支持,韩国机床制造协会,https://www.kmf.or.kr,,
2023-12-20,加拿大,精密数控车削机,0.8,中,支持,加拿大机械工程协会,https://www.cmes.ca,,
2024-01-10,瑞士,高效能数控激光切割机,0.7,中,支持,瑞士科技协会,https://www.swiss-engineering.ch,,
