批准文号/注册证号（字符型）,可见光通信系统名称（字符型）,规格（字符型）,企业名称（字符型）,批准日期（日期型）,上市许可持有人（字符型）,规范企业名称（字符型）,是否通过一致性（字符型）,可见光通信系统类型（字符型）,采集来源,来源链接,采集时间,备注,,,,,,,
2023-009,车载LIFI系统,70Mbps,上海汽车光通信有限公司,2023-06-25,上海市市场监督管理局,上海汽车光通信有限公司,否,车载娱乐系统,汽车商闻,https://www.autochina.com/,2023-10-18,,,,,,,,
2023-010,智能办公LIFI,120Mbps,广州办公科技有限公司,2023-10-10,广州市市场监督管理局,广州办公科技有限公司,是,办公通讯系统,前沿科技网,https://www.futuristictech.com/,2023-10-18,,,,,,,,
2023-011,智慧校园光通信,350Mbps,北京教育信息科技有限公司,2023-08-30,北京市市场监督管理局,北京教育信息科技有限公司,是,教育领域应用,中国教育网,https://www.edu.cn/,2023-10-18,,,,,,,,
2023-012,超高频可见光系统,600Mbps,西安信通科技有限公司,2023-09-05,西安市市场监督管理局,西安信通科技有限公司,否,特种应用系统,科技探索,https://www.tech-explore.com/,2023-10-18,,,,,,,,
2023-013,智能交通光通信,400Mbps,天津智能交通科技有限公司,2023-07-20,天津市市场监督管理局,天津智能交通科技有限公司,是,交通管理系统,交通运输部,http://www.mot.gov.cn/,2023-10-18,,,,,,,,
2023-014,智能城市场景光通信,300Mbps,成都智慧城市科技有限公司,2023-08-15,成都市市场监督管理局,成都智慧城市科技有限公司,是,城市管理系统,城市发展研究院,http://www.researchhall.com/,2023-10-18,,,,,,,,
2023-006,企业LIFI系统,250Mbps,北京企业科技有限公司,2023-10-01,北京市市场监督管理局,北京企业科技有限公司,是,企业级通信系统,IT行业快讯,https://www.itindustrynews.com,2023-10-18,,,,,,,,
2023-007,商用LIFI灯具,400Mbps,成都光联科技有限公司,2023-09-15,成都市市场监督管理局,成都光联科技有限公司,是,商用照明系统,电子科技日报,http://www.edaily.com.cn,2023-10-18,,,,,,,,
2023-008,医院智能LIFI系统,350Mbps,沈阳医疗科技有限公司,2023-08-25,沈阳市市场监督管理局,沈阳医疗科技有限公司,是,医疗通信系统,健康科技网,https://www.healthtechinfo.com,2023-10-18,,,,,,,,
2023-009,移动办公LIFI系统,300Mbps,深圳智联科技有限公司,2023-10-10,深圳市市场监督管理局,深圳智联科技有限公司,是,办公区域通信,科技日报,http://www.sciencetoday.com,2023-10-18,,,,,,,,
2023-010,户外LIFI通信系统,200Mbps,厦门光启科技有限公司,2023-09-05,厦门市市场监督管理局,厦门光启科技有限公司,否,户外通信系统,光通信网,http://www.lightcomnews.com,2023-10-18,,,,,,,,
2023-011,智能交通LIFI系统,120Mbps,武汉现代交通科技有限公司,2023-07-22,武汉市市场监督管理局,武汉现代交通科技有限公司,是,交通管理系统,交通科技网,http://www.transitech.com,2023-10-18,,,,,,,,
2023-012,学生活动LIFI系统,180Mbps,丽水数字教育技术有限公司,2023-06-30,丽水市市场监督管理局,丽水数字教育技术有限公司,是,教育应用系统,现代教育时报,http://www.modernedu.com,2023-10-18,,,,,,,,
2023-013,智能城市LIFI系统,275Mbps,南京城市科技发展有限公司,2023-08-05,南京市市场监督管理局,南京城市科技发展有限公司,是,城市管理系统,城市技术观察,http://www.citytechreview.com,2023-10-18,,,,,,,,
2023-014,LIFI安全监控系统,150Mbps,西安安全技术有限公司,2023-08-15,西安市市场监督管理局,西安安全技术有限公司,是,安防监控系统,安防科技网,http://www.securitytech.com,2023-10-18,,,,,,,,
2023-015,光纤骨干LIFI系统,500Mbps,杭州高科技工程有限公司,2023-07-05,杭州市市场监督管理局,杭州高科技工程有限公司,是,高速传输系统,互联网科技日报,http://www.internettechreport.com,2023-10-18,,,,,,,,
2023-006,城市智能LIFI网络,250Mbps,杭州未来科技有限公司,2023-10-01,杭州市市场监督管理局,杭州未来科技有限公司,是,城市公共通信系统,新华通讯社,https://www.xinhuanet.com/,2023-10-18,,,,,,,,
2023-007,移动办公光通信系统,400Mbps,广州云桥科技有限公司,2023-08-18,广州市市场监督管理局,广州云桥科技有限公司,是,移动办公解决方案,经济参考报,http://www.jjckb.cn/,2023-10-18,,,,,,,,
2023-008,医疗可见光通信网络,350Mbps,北京智慧医疗科技有限公司,2023-09-25,北京市市场监督管理局,北京智慧医疗科技有限公司,是,医疗行业应用,中国医疗器械网,http://www.cmt.com.cn/,2023-10-18,,,,,,,,
2023-009,农业光通信传感器,75Mbps,武汉农业科技有限公司,2023-07-30,武汉市市场监督管理局,武汉农业科技有限公司,是,农业监控与管理,农业日报,http://www.agrinews.cn/,2023-10-18,,,,,,,,
2023-010,教育数字图书馆LIFI,500Mbps,成都教育科技有限公司,2023-05-12,成都市市场监督管理局,成都教育科技有限公司,是,教育资源分配系统,教育部官网,http://www.moe.gov.cn/,2023-10-18,,,,,,,,
2023-011,智能运输光通信系统,120Mbps,天津智慧运输科技有限公司,2023-06-20,天津市市场监督管理局,天津智慧运输科技有限公司,是,交通运输管理,中国交通新闻网,http://www.chinatransport.com/,2023-10-18,,,,,,,,
2023-012,智能照明环境监测系统,80Mbps,沈阳绿色科技有限公司,2023-04-05,沈阳市市场监督管理局,沈阳绿色科技有限公司,是,环境监测系统,环境保护部,http://www.mep.gov.cn/,2023-10-18,,,,,,,,
2023-013,能源管理LIFI系统,600Mbps,长春能源科技有限公司,2023-05-25,长春市市场监督管理局,长春能源科技有限公司,是,能源监控与管理,中国能源网,http://www.chinaenergy.com.cn/,2023-10-18,,,,,,,,
2023-014,智能餐饮LIFI系统,90Mbps,西安智能餐饮科技有限公司,2023-03-15,西安市市场监督管理局,西安智能餐饮科技有限公司,是,餐饮服务管理,餐饮科技网,http://www.cnfoodtech.com/,2023-10-18,,,,,,,,
2023-015,室外LIFI连接系统,300Mbps,厦门海洋通信科技有限公司,2023-06-30,厦门市市场监督管理局,厦门海洋通信科技有限公司,是,户外通信解决方案,海洋信息网,http://www.oceaninfo.cn/,2023-10-18,,,,,,,,
2023-006,光联通X1,120Mbps,武汉光科技有限公司,2023-10-01,武汉市市场监督管理局,武汉光科技有限公司,是,城市公共通信系统,光通信技术研究所,https://www.lightcomtech.org/,2023-10-18,,,,,,,,
2023-007,高速LIFI系统,500Mbps,杭州高科通信有限公司,2023-09-28,杭州市市场监督管理局,杭州高科通信有限公司,是,商用环境系统,光网中心动态,http://www.opticalnetcenter.cn/,2023-10-18,,,,,,,,
2023-008,智能医疗LIFI系统,350Mbps,广州龙腾医疗科技有限公司,2023-08-15,广州市市场监督管理局,广州龙腾医疗科技有限公司,是,医疗领域应用,医学科技前沿,http://www.medtechfrontier.cn/,2023-10-18,,,,,,,,
2023-009,校园LIFI系统,400Mbps,重庆智慧校园科技有限公司,2023-07-30,重庆市市场监督管理局,重庆智慧校园科技有限公司,是,校园通信系统,校园创新网,http://www.campusinnovation.cn/,2023-10-18,,,,,,,,
2023-010,零差错LIFI传输,800Mbps,北京零差科技有限公司,2023-06-10,北京市市场监督管理局,北京零差科技有限公司,是,高精度数据传输系统,网络传输技术论坛,http://www.networktechforum.com/,2023-10-18,,,,,,,,
2023-011,旅游热点LIFI系统,300Mbps,国际光通信有限公司,2023-10-10,特别行政区市场监督管理局,国际光通信有限公司,是,旅游景区通信系统,国际通信杂志,https://www.internationalcommjournal.com/,2023-10-18,,,,,,,,
2023-012,家庭安全LIFI系统,250Mbps,厦门家庭科技有限公司,2023-09-18,厦门市市场监督管理局,厦门家庭科技有限公司,是,家庭安全监测系统,科技互动网,http://www.techinteract.cn/,2023-10-18,,,,,,,,
2023-013,工业4.0 LIFI解决方案,600Mbps,苏州智慧制造股份有限公司,2023-07-22,苏州市市场监督管理局,苏州智慧制造股份有限公司,是,工业应用系统,工业信息化网,http://www.industryinfo.cn/,2023-10-18,,,,,,,,
2023-014,智能交通LIFI系统,900Mbps,北京智慧交通科技有限公司,2023-05-25,北京市交通管理局,北京智慧交通科技有限公司,是,城市交通系统,交通科技论坛,http://www.transporttechforum.com/,2023-10-18,,,,,,,,
2023-015,可持续发展LIFI系统,100Mbps,南京绿色科技有限公司,2023-08-05,南京市市场监督管理局,南京绿色科技有限公司,是,可持续项目应用,环境科技发展报告,http://www.environmenttechdevreport.com/,2023-10-18,,,,,,,,
2023-006,无线LIFI家庭系统,250Mbps,厦门光联科技有限公司,2023-10-02,厦门市市场监督管理局,厦门光联科技有限公司,是,家庭网络系统,光通信网,http://www.lightcom.net,2023-10-18,,,,,,,,
2023-007,企业级LIFI网络,1Gbps,成都智光科技有限公司,2023-09-25,成都市市场监督管理局,成都智光科技有限公司,是,企业通信系统,未来科技报,https://www.techfuture.cn,2023-10-18,,,,,,,,
2023-008,汽车内可见光通信模块,100Mbps,北京未来车联科技有限公司,2023-09-18,北京市市场监督管理局,北京未来车联科技有限公司,是,车载通信系统,汽车电子世界,https://www.autoelecworld.com,2023-10-18,,,,,,,,
2023-009,医疗影像可见光通信系统,400Mbps,武汉生物科技有限公司,2023-07-30,武汉市市场监督管理局,武汉生物科技有限公司,否,医疗系统,生命科学杂志,https://www.lifesciencejournal.com,2023-10-18,,,,,,,,
2023-010,长距离可见光通信系统,500Mbps,西安长天科技有限公司,2023-08-05,西安市市场监督管理局,西安长天科技有限公司,是,长距离通信系统,光通信技术论坛,https://www.lightingtechforum.com,2023-10-18,,,,,,,,
2023-011,智能城市光网络,750Mbps,南京智能光电有限公司,2023-09-12,南京市市场监督管理局,南京智能光电有限公司,是,城市基础设施,城市规划与发展,https://www.urbanplanning.com,2023-10-18,,,,,,,,
2023-012,海洋油田LIFI系统,150Mbps,中国海洋石油技术公司,2023-06-20,国家海洋局,中国海洋石油技术公司,是,油田作业系统,海洋开发新闻,http://www.oceandevelopmentnews.com,2023-10-18,,,,,,,,
2023-013,校园智能LIFI系统,300Mbps,沈阳教育技术有限公司,2023-05-11,沈阳市市场监督管理局,沈阳教育技术有限公司,是,校园网络,教育科技先锋,https://www.educationtechpioneer.com,2023-10-18,,,,,,,,
2023-014,智能安防LIFI系统,200Mbps,杭州智慧安防科技有限公司,2023-10-15,杭州市市场监督管理局,杭州智慧安防科技有限公司,是,安防监控系统,安防技术发展,https://www.securitytechdev.com,2023-10-18,,,,,,,,
2023-006,未来通讯X1,250Mbps,未来网络科技有限公司,2023-10-01,郑州市市场监督管理局,未来网络科技有限公司,是,室内外综合系统,IT时报,https://www.ittimes.com/,2023-10-18,,,,,,,,
2023-007,绿光智慧系统,500Mbps,北京绿色科技股份有限公司,2023-09-10,北京市市场监督管理局,北京绿色科技股份有限公司,是,智能建筑系统,科技日报,http://www.stardaily.com/,2023-10-18,,,,,,,,
2023-008,城市光纤网络,1Gbps,上海辉煌网络科技有限公司,2023-08-25,上海市市场监督管理局,上海辉煌网络科技有限公司,否,城市无线网络,新华网,http://www.xinhuanet.com/,2023-10-18,,,,,,,,
2023-009,智能农业系统,80Mbps,成都农业科技有限公司,2023-07-15,成都市市场监督管理局,成都农业科技有限公司,是,农业技术应用,农民日报,http://www.nmgdaily.com/,2023-10-18,,,,,,,,
2023-010,光电安防系统,300Mbps,恒安科技集团有限公司,2023-10-05,广州市场监督管理局,恒安科技集团有限公司,是,安防监控系统,安防网,http://www.safety365.com/,2023-10-18,,,,,,,,
2023-011,运输监控系统,160Mbps,深圳运输科技有限公司,2023-09-12,深圳市场监督管理局,深圳运输科技有限公司,否,交通运输应用,中国交通报,http://www.ctnews.com.cn/,2023-10-18,,,,,,,,
2023-012,校内光互联系统,350Mbps,杭州卓越科技公司,2023-06-20,杭州市市场监督管理局,杭州卓越科技公司,是,教育应用系统,教育时报,http://www.educationtimes.com/,2023-10-18,,,,,,,,
2023-013,建筑智能光网,400Mbps,南京建筑科技有限公司,2023-08-15,南京市市场监督管理局,南京建筑科技有限公司,是,建筑行业应用,建筑中国网,http://www.buildchina.com/,2023-10-18,,,,,,,,
2023-014,边缘计算光传输系统,600Mbps,武汉边缘科技有限公司,2023-09-30,武汉市市场监督管理局,武汉边缘科技有限公司,是,边缘计算应用,IT之家,https://www.ithome.com/,2023-10-18,,,,,,,,
2023-015,智慧社区系统,120Mbps,桂林智慧科技有限公司,2023-10-10,桂林市市场监督管理局,桂林智慧科技有限公司,是,社区应用系统,社区发展论坛,http://www.communityforum.com/,2023-10-18,,,,,,,,
2023-006,城市建设光通信系统,100Mbps,杭州智能网络科技有限公司,2023-11-01,杭州市市场监督管理局,杭州智能网络科技有限公司,是,城市基础设施,新华网,https://www.xinhuanet.com/,2023-10-18,,,,,,,,
2023-007,智能办公LIFI,250Mbps,江苏光网络科技有限公司,2023-10-22,江苏省市场监督管理局,江苏光网络科技有限公司,是,智能办公系统,南方周末,https://www.infzm.com/,2023-10-18,,,,,,,,
2023-008,绿道可见光通信系统,75Mbps,厦门海韵科技有限公司,2023-09-12,厦门市市场监督管理局,厦门海韵科技有限公司,否,绿色交通系统,未来网,http://www.k618.cn/,2023-10-18,,,,,,,,
2023-009,高效农业信息系统,300Mbps,广州智耕科技道有限公司,2023-08-18,广州市市场监督管理局,广州智耕科技道有限公司,是,农业无线网络,中国农业新闻网,http://www.agrinews.cn/,2023-10-18,,,,,,,,
2023-010,智能医疗光通信系统,400Mbps,北京数字医疗科技有限公司,2023-06-25,北京市市场监督管理局,北京数字医疗科技有限公司,是,医疗行业应用,腾讯科技,https://tech.qq.com/,2023-10-18,,,,,,,,
2023-011,虚拟现实光通信系统,150Mbps,深圳云影科技有限公司,2023-07-30,深圳市市场监督管理局,深圳云影科技有限公司,否,VR/AR应用,今日头条,https://www.toutiao.com/,2023-10-18,,,,,,,,
2023-012,智能仓储光通信系统,1000Mbps,西安物流科技有限公司,2023-05-10,西安市市场监督管理局,西安物流科技有限公司,是,高效仓储管理,中国电子商务研究中心,http://www.100ec.cn/,2023-10-18,,,,,,,,
2023-013,交互式学习光通信系统,200Mbps,成都教育科技公司,2023-04-21,成都市市场监督管理局,成都教育科技公司,是,教育行业应用,教育部官网,http://www.moe.gov.cn/,2023-10-18,,,,,,,,
2023-014,智能零售光通信系统,600Mbps,北京现代商业有限公司,2023-03-15,北京市市场监督管理局,北京现代商业有限公司,是,零售服务系统,腾讯财经,https://finance.qq.com/,2023-10-18,,,,,,,,
2023-006,市政光网系统,250Mbps,成都光网科技有限公司,2023-10-01,成都市市场监督管理局,成都光网科技有限公司,是,市政应用系统,成都日报,https://www.chengduribao.com/,2023-10-18,,,,,,,,
2023-007,高层建筑LIFI系统,180Mbps,广州高科通讯有限公司,2023-09-20,广州市市场监督管理局,广州高科通讯有限公司,是,高层建筑通信系统,广州日报,http://www.gzdaily.com/,2023-10-18,,,,,,,,
2023-008,农业可见光通信系统,70Mbps,南京农业光智公司,2023-07-30,南京市市场监督管理局,南京农业光智公司,是,农业监控系统,现代农业网,http://www.xdnyw.com/,2023-10-18,,,,,,,,
2023-009,海洋研究LIFI系统,90Mbps,青岛海洋科技有限公司,2023-08-15,青岛市市场监督管理局,青岛海洋科技有限公司,否,海洋研究系统,中国海洋网,http://www.cnhaiyang.com/,2023-10-18,,,,,,,,
2023-010,智能办公可见光系统,220Mbps,武汉智联科技有限公司,2023-06-25,武汉市市场监督管理局,武汉智联科技有限公司,是,智能办公系统,武汉科技网,http://www.whtech.com/,2023-10-18,,,,,,,,
2023-011,交通信号LIFI系统,110Mbps,郑州交通科技有限公司,2023-08-10,郑州市市场监督管理局,郑州交通科技有限公司,是,交通管理系统,郑州日报,http://www.zzdaily.com/,2023-10-18,,,,,,,,
2023-012,智能零售LIFI系统,160Mbps,西安智能科技股份有限公司,2023-09-30,西安市市场监督管理局,西安智能科技股份有限公司,是,零售应用系统,西安晚报,http://www.xawb.com/,2023-10-18,,,,,,,,
2023-013,集成电路LIFI系统,300Mbps,深圳集成电路有限公司,2023-09-05,深圳市市场监督管理局,深圳集成电路有限公司,是,半导体行业,电子时报,http://www.elecmagazine.com/,2023-10-18,,,,,,,,
2023-014,医疗设施可见光系统,85Mbps,上海医疗科技有限公司,2023-07-08,上海市市场监督管理局,上海医疗科技有限公司,是,医疗应用,上海健康网,http://www.shhealth.com/,2023-10-18,,,,,,,,
2023-015,智能监控LIFI系统,125Mbps,杭州安防科技有限公司,2023-08-25,杭州市市场监督管理局,杭州安防科技有限公司,否,安防监控系统,浙江日报,http://www.zjrb.com/,2023-10-18,,,,,,,,
2023-006,校园光通信系统,250Mbps,北京校园科技有限公司,2023-10-01,北京市市场监督管理局,北京校园科技有限公司,是,教育领域应用,教育科技新闻,https://www.edutechnews.com,2023-10-18,,,,,,,,
2023-007,企业智能照明系统,180Mbps,杭州光通科技有限公司,2023-09-28,杭州市市场监督管理局,杭州光通科技有限公司,是,商业照明系统,杭州市工商报道,https://www.hangzhoubusiness.com,2023-10-18,,,,,,,,
2023-008,智能制造LIFI系统,400Mbps,深圳高新技术有限公司,2023-08-15,深圳市市场监督管理局,深圳高新技术有限公司,是,工业应用系统,制造业观察,https://www.mfgobservatory.com,2023-10-18,,,,,,,,
2023-009,城市公共交通光通信系统,120Mbps,南京公共交通科技有限公司,2023-07-12,南京市市场监督管理局,南京公共交通科技有限公司,否,城市交通系统,城市交通论坛,https://www.urbantransportforum.com,2023-10-18,,,,,,,,
2023-010,背景音乐LIFI系统,90Mbps,广州唱响科技有限公司,2023-06-30,广州市市场监督管理局,广州唱响科技有限公司,是,音频娱乐系统,音响设备新闻,https://www.audiosystemnews.com,2023-10-18,,,,,,,,
2023-011,高层建筑LIFI系统,320Mbps,上海城市科技股份有限公司,2023-10-05,上海市市场监督管理局,上海城市科技股份有限公司,是,建筑通信系统,城市建筑时报,https://www.urbanarchitecture.com,2023-10-18,,,,,,,,
2023-012,户外灯光LIFI系统,110Mbps,武汉光影科技有限公司,2023-07-22,武汉市市场监督管理局,武汉光影科技有限公司,是,户外照明系统,灯光科技新闻,https://www.lightingtechnologynews.com,2023-10-18,,,,,,,,
2023-013,农业智能监控光通信系统,200Mbps,成都农业科技股份有限公司,2023-09-18,成都市市场监督管理局,成都农业科技股份有限公司,是,农业应用系统,农业科技新闻,https://www.agriculturetechnologynews.com,2023-10-18,,,,,,,,
2023-014,医疗机构可见光通信系统,280Mbps,重庆医疗科技有限公司,2023-08-10,重庆市市场监督管理局,重庆医疗科技有限公司,否,医疗应用系统,医疗科技日报,https://www.medicaltechnologynetwork.com,2023-10-18,,,,,,,,
2023-015,智慧社区LIFI系统,160Mbps,郑州智慧城市科技有限公司,2023-06-25,郑州市市场监督管理局,郑州智慧城市科技有限公司,是,社区通信系统,智慧城市新闻门户,https://www.smartcityportal.com,2023-10-18,,,,,,,,
2023-006,云端光通信系统,250Mbps,北京天星科技有限公司,2023-10-01,北京市市场监督管理局,北京天星科技有限公司,是,云计算通信系统,数字电信前沿,https://www.digitaltelecomfrontier.com,2023-10-18,,,,,,,,
2023-007,智能交通LIFI系统,400Mbps,南京光信科技有限公司,2023-09-10,南京市市场监督管理局,南京光信科技有限公司,是,交通信号灯通信系统,智能交通网,http://www.smarttraffic.net,2023-10-18,,,,,,,,
2023-008,医疗监控可见光系统,100Mbps,深圳医疗科技有限公司,2023-08-25,深圳市市场监督管理局,深圳医疗科技有限公司,是,医院通信系统,医学与技术,https://www.medtech.com,2023-10-18,,,,,,,,
2023-009,户外环境监测系统,60Mbps,杭州环境监测科技有限公司,2023-07-18,杭州市市场监督管理局,杭州环境监测科技有限公司,否,环境监控通信系统,中国环境网,http://www.chinaenvironment.net,2023-10-18,,,,,,,,
2023-010,虚拟现实LIFI系统,500Mbps,上海互动科技有限公司,2023-06-30,上海市市场监督管理局,上海互动科技有限公司,是,虚拟现实应用,科技前瞻,https://www.techforecast.com,2023-10-18,,,,,,,,
2023-011,高层建筑LIFI系统,300Mbps,广州高筑科技有限公司,2023-05-02,广州市市场监督管理局,广州高筑科技有限公司,是,建筑物内部通信系统,建筑科技网,http://www.buildtech.net,2023-10-18,,,,,,,,
2023-012,农业监测LIFI系统,80Mbps,成都农科科技有限公司,2023-09-05,成都市市场监督管理局,成都农科科技有限公司,是,农业应用通信系统,农业与科技,http://www.agricultureandtech.com,2023-10-18,,,,,,,,
2023-013,智能照明博物馆系统,120Mbps,武汉光影科技有限公司,2023-08-15,武汉市市场监督管理局,武汉光影科技有限公司,是,博物馆通信系统,文化科技传播,https://www.culturetechmedia.com,2023-10-18,,,,,,,,
2023-014,无线流媒体LIFI系统,150Mbps,陕西广视科技有限公司,2023-09-18,陕西省市场监督管理局,陕西广视科技有限公司,否,流媒体播放系统,电子视听新闻,http://www.electronicsnews.com,2023-10-18,,,,,,,,
2023-015,智能家庭安全LIFI系统,200Mbps,宁波家安科技有限公司,2023-10-10,宁波市市场监督管理局,宁波家安科技有限公司,是,家庭安全系统,家庭科技策划,https://www.hometechplanning.com,2023-10-18,,,,,,,,
2023-006,新一代城市LIFI,400Mbps,西安未来科技有限公司,2023-10-01,西安市市场监督管理局,西安未来科技有限公司,是,城市通信系统,科技日报,http://www.stdaily.com/,2023-10-18,,,,,,,,
2023-007,智能办公LIFI方案,250Mbps,成都云想科技有限公司,2023-09-15,成都市市场监督管理局,成都云想科技有限公司,是,办公通信系统,前瞻产业研究院,https://www.wwqz.com/,2023-10-18,,,,,,,,
2023-008,医疗设施LIFI网络,350Mbps,杭州医光科技有限公司,2023-08-25,杭州市市场监督管理局,杭州医光科技有限公司,是,医疗通信系统,卫生科技网,http://www.healthtechnews.com/,2023-10-18,,,,,,,,
2023-009,高密度工业LIFI,500Mbps,武汉光链科技有限公司,2023-07-30,武汉市市场监督管理局,武汉光链科技有限公司,是,工业通信系统,中国科技网,http://www.cnt.com/,2023-10-18,,,,,,,,
2023-010,高校校园LIFI,300Mbps,天津智慧大学科技有限公司,2023-06-15,天津市市场监督管理局,天津智慧大学科技有限公司,是,高校通信系统,校园科技论坛,http://www.campusforum.org/,2023-10-18,,,,,,,,
2023-011,智能零售LIFI网络,450Mbps,广州零售科技有限公司,2023-05-30,广州市市场监督管理局,广州零售科技有限公司,是,零售通信系统,现代零售报告,http://www.retailnews.com/,2023-10-18,,,,,,,,
2023-012,高速交通LIFI系统,600Mbps,郑州交通科技有限公司,2023-10-20,郑州市市场监督管理局,郑州交通科技有限公司,是,交通通信系统,中国交通新闻网,http://www.cnnl.com/,2023-10-18,,,,,,,,
2023-013,能效监测LIFI,350Mbps,南京城市管理科技有限公司,2023-11-05,南京市市场监督管理局,南京城市管理科技有限公司,是,监测通信系统,城市管理研究室,http://www.urbanmanagement.cn/,2023-10-18,,,,,,,,
2023-014,无线广告LIFI平台,250Mbps,杭州广告科技有限公司,2023-09-05,杭州市市场监督管理局,杭州广告科技有限公司,是,广告传播系统,广告科技网,http://www.adtechnews.com/,2023-10-18,,,,,,,,
2023-015,智能仓储LIFI系统,300Mbps,青岛智能物流有限公司,2023-08-12,青岛市市场监督管理局,青岛智能物流有限公司,是,仓储通信系统,物流科技前沿,http://www.logistictechfront.com/,2023-10-18,,,,,,,,
2023-006,蓝海 LIFI 系统,400Mbps,天津蓝海通信科技有限公司,2023-10-01,天津市市场监督管理局,天津蓝海通信科技有限公司,是,工业通信系统,通信产业新闻,https://www.cww.net.cn,2023-10-18,,,,,,,,
2023-007,光链通 V2,250Mbps,北京光链网络科技有限公司,2023-09-25,北京市市场监督管理局,北京光链网络科技有限公司,是,校园通信系统,中国光通讯技术网,http://www.clctn.com.cn,2023-10-18,,,,,,,,
2023-008,家庭智能网络系统,180Mbps,杭州智家科技有限公司,2023-08-30,杭州市市场监督管理局,杭州智家科技有限公司,是,家庭通信系统,科技创新时代,https://www.innovationtech.com,2023-10-18,,,,,,,,
2023-009,医疗LIFI系统,350Mbps,成都医疗科技有限公司,2023-07-15,成都市市场监督管理局,成都医疗科技有限公司,是,医疗领域应用,健康科技前沿,https://www.healthtechfrontier.com,2023-10-18,,,,,,,,
2023-010,蓝光网关系统,600Mbps,武汉蓝光通信有限公司,2023-06-22,武汉市市场监督管理局,武汉蓝光通信有限公司,是,城市公共Wi-Fi系统,数字中国网,http://www.digitalchina.com,2023-10-18,,,,,,,,
2023-011,车载LIFI系统,300Mbps,南京智能出行科技有限公司,2023-09-05,南京市市场监督管理局,南京智能出行科技有限公司,是,交通领域应用,汽车科技新闻,https://www.autotechnews.com,2023-10-18,,,,,,,,
2023-012,农业LIFI传输系统,70Mbps,郑州农科科技有限公司,2023-10-10,郑州市市场监督管理局,郑州农科科技有限公司,是,农业领域应用,农业技术发展论坛,http://www.agritechforum.com,2023-10-18,,,,,,,,
2023-013,工业4.0光通信系统,500Mbps,苏州创新集成科技有限公司,2023-07-30,苏州市市场监督管理局,苏州创新集成科技有限公司,是,工业通信系统,中国制造网,https://www.chinamade.com,2023-10-18,,,,,,,,
2023-014,商用LIFI解决方案,350Mbps,西安商用科技有限公司,2023-09-18,西安市市场监督管理局,西安商用科技有限公司,是,商用通信系统,商业聚焦,http://www.businessfocus.com,2023-10-18,,,,,,,,
2023-006,高效LIFI办公系统,400Mbps,北京未来通信科技有限公司,2023-10-05,北京市市场监督管理局,北京未来通信科技有限公司,是,办公通信系统,中国光通信网,http://www.chinalightcommunication.com,2023-10-18,,,,,,,,
2023-007,智能零售LIFI系统,250Mbps,上海新零售科技有限公司,2023-09-18,上海市市场监督管理局,上海新零售科技有限公司,是,零售行业应用,前瞻产业研究院,https://www.qianzhan.com,2023-10-18,,,,,,,,
2023-008,农业监测LIFI系统,120Mbps,成都农业科技有限公司,2023-08-25,成都市市场监督管理局,成都农业科技有限公司,否,农业应用系统,中国农业新闻网,http://www.newscn.com/agri,2023-10-18,,,,,,,,
2023-009,公共交通LIFI系统,180Mbps,广州轨道交通科技有限公司,2023-06-30,广州市市场监督管理局,广州轨道交通科技有限公司,是,公共交通系统,交通运输部,http://www.mot.gov.cn,2023-10-18,,,,,,,,
2023-010,医疗设施LIFI系统,350Mbps,深圳医疗通讯技术有限公司,2023-07-22,深圳市市场监督管理局,深圳医疗通讯技术有限公司,是,医疗应用系统,医疗科技网,http://www.medtech.cn,2023-10-18,,,,,,,,
2023-011,环境监测LIFI系统,60Mbps,南京环境科技有限公司,2023-10-01,南京市市场监督管理局,南京环境科技有限公司,否,环境监控系统,中国环境保护网,http://www.cecn.gov.cn,2023-10-18,,,,,,,,
2023-012,智能交通LIFI系统,220Mbps,青岛智能交通科技有限公司,2023-08-12,青岛市市场监督管理局,青岛智能交通科技有限公司,是,交通管理系统,青岛交通网,http://www.qdjt.gov.cn,2023-10-18,,,,,,,,
2023-013,可持续城市LIFI系统,300Mbps,西安城市科技有限公司,2023-09-11,西安市市场监督管理局,西安城市科技有限公司,是,城市基础设施,城市发展研究中心,http://www.cdrp.org.cn,2023-10-18,,,,,,,,
2023-014,智慧城市LIFI系统,500Mbps,哈尔滨智慧科技有限公司,2023-10-20,哈尔滨市市场监督管理局,哈尔滨智慧科技有限公司,是,城市管理系统,城市论坛,http://www.cityforum.cn,2023-10-18,,,,,,,,
2023-015,海洋研究LIFI系统,90Mbps,福建海洋科技股份有限公司,2023-07-02,福建省市场监督管理局,福建海洋科技股份有限公司,是,科研领域应用,海洋研究网,http://www.oceanresearch.gov.cn,2023-10-18,,,,,,,,
2023-006,LIFI医疗监测系统,120Mbps,天津医疗科技有限公司,2023-10-05,天津市市场监督管理局,天津医疗科技有限公司,是,医疗应用系统,医药经济报,http://www.yiyaojingji.com/,2023-10-18,,,,,,,,
2023-007,工业自动化LIFI系统,250Mbps,江苏省自动化技术有限公司,2023-09-12,江苏省市场监督管理局,江苏省自动化技术有限公司,是,工业通信系统,中国工业报,http://www.cnii.com/,2023-10-18,,,,,,,,
2023-008,城市环境监测LIFI系统,175Mbps,四川城市管理科技有限公司,2023-06-15,四川省市场监督管理局,四川城市管理科技有限公司,是,环境监测系统,生态环境部,http://www.mee.gov.cn/,2023-10-18,,,,,,,,
