日期,地区,铁路站点,铁路线路,发送目的地,旅客发送量,单位,采集来源,来源链接,采集时间,备注【疑问汇总】
2024-09-20,山西,太原站,太中高铁,大同、北京,95.0,万人,山西省交通运输厅,http://jt.sx.gov.cn,,
2024-10-04,吉林,长春站,哈大高铁,沈阳、哈尔滨,83.4,万人,吉林省交通厅,http://jljt.gov.cn,,
2024-09-15,陕西,西安北站,西成高铁,成都、兰州,190.8,万人,陕西省交通运输厅,http://www.sxjt.gov.cn,,
2024-09-30,河北,石家庄站,石济高铁,济南、北京,150.4,万人,河北省交通运输厅,http://jt.heb.gov.cn,,
2024-10-08,海南,海口东站,海口至三亚高速铁路,三亚、琼海,65.1,万人,海南省交通运输厅,http://www.hainan.gov.cn,,
2024-10-02,深圳,深圳北站,广深高铁、深莞城际,广州、杭州等,180.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,成都,成都南站,成渝高铁,重庆、兰州等,135.5,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-09-30,武汉,武汉站,武广高铁,广州、郑州等,200.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-05,西安,西安北站,西宝高铁,北京、上海等,90.0,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2024-10-01,南京,南京南站,宁杭高铁、京沪高铁,上海、合肥等,175.3,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn/,,
2023-09-29,青岛,青岛北站,青荣城际,烟台、威海等,50.7,万人,中国铁路济南局,http://www.jnl.gov.cn/,,
2024-10-04,哈尔滨,哈尔滨站,哈齐高铁,沈阳、长春等,78.9,万人,黑龙江省交通运输厅,http://jtt.hlj.gov.cn/,,
2024-10-06,合肥,合肥南站,合肥至南京高铁,南京、上海等,92.4,万人,安徽省交通运输厅,http://jtt.ah.gov.cn/,,
2024-10-01,广州,广州站,广深高铁、广珠城际,珠海、南宁等,215.8,万人,中国铁路广州局,http://www.gzrailway.gov.cn/,,
2024-09-30,厦门,厦门北站,厦漳泉城际,泉州、漳州等,62.5,万人,福建省交通运输厅,http://jtt.fujian.gov.cn/,,
2024-10-05,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明,230.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-15,武汉,武汉站,汉口至汉阳线路、京广高铁,广州、北京,200.5,万人,武汉交通运输局,https://www.wh.gov.cn/,,
2023-10-01,成都,成都东站,成渝高铁、成昆铁路,重庆、西安,156.7,万人,四川铁路信息网,http://www.scrail.cn/,,
2023-10-03,西安,西安北站,西成高铁,成都、兰州,110.0,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn/,,
2023-08-28,青岛,青岛站,青荣城际铁路,烟台、济南,72.3,万人,山东省交通厅,http://jtt.shandong.gov.cn/,,
2024-07-15,杭州,杭州东站,杭甬高铁,宁波、上海,95.4,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2023-11-11,天津,天津站,京津城际,北京、石家庄,140.2,万人,天津市交通运输委员会,http://www.tianjin.gov.cn/english/,,
2024-05-21,郑州,郑州东站,郑徐高铁,徐州、南京,180.9,万人,郑州交通局,http://www.zhengzhou.gov.cn/,,
2024-06-30,南昌,南昌西站,昌九城际,九江、合肥,85.0,万人,江西省交通运输厅,http://jxt.gov.cn/,,
2023-12-10,沈阳,沈阳北站,沈丹高铁,丹东、长春,60.3,万人,辽宁省交通厅,http://jt.ln.gov.cn/,,
2024-10-05,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,250.4,万人,中国铁路总公司,https://www.china-railway.com/news/,,
2024-10-07,成都,成都东站,成渝高铁,重庆、贵阳等,189.3,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-09-30,深圳,深圳北站,广深港高铁,香港、广州等,290.0,万人,深圳市交通局,http://jxj.sz.gov.cn/,,
2024-10-09,武汉,武汉站,武广高铁,广州、长沙等,210.5,万人,中国铁路武汉局集团有限公司,http://www.china-wuhan-railway.com/,,
2024-09-28,杭州,杭州东站,杭甬高铁,宁波、上海等,156.7,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-10-03,沈阳,沈阳北站,沈哈高铁,哈尔滨、大连等,198.2,万人,沈阳铁路局,http://syjtl.gov.cn/,,
2024-10-02,西安,西安北站,西成高铁,成都、宝鸡等,175.1,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2024-10-08,青岛,青岛站,青连高铁,连云港、烟台等,122.4,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-04,长春,长春站,长图高铁,哈尔滨、吉林等,110.9,万人,吉林省交通厅,http://jtt.jl.gov.cn/,,
2024-10-06,福州,福州站,福厦高铁,厦门、宁德等,135.8,万人,福建省交通厅,http://jtt.fujian.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪昆高铁、京沪高铁,南京、成都等,220.5,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15556280.htm,,
2024-10-03,深圳,深圳北站,广深高铁、珠三角城际,广州、东莞等,175.0,万人,广东省交通运输厅,http://jt.gd.gov.cn/gdjt/jt/dd/202410/t20241003_1093567.htm,,
2024-09-30,厦门,厦门站,厦深铁路、龙厦高铁,福州、泉州等,100.2,万人,福建省交通运输厅,http://jtt.fujian.gov.cn/202410/t20241001_1066845.htm,,
2023-10-15,成都,成都东站,成渝高铁、成兰高铁,重庆、贵阳等,150.3,万人,四川省交通运输厅,http://jtys.sc.gov.cn/202410/t20241004_1100002.htm,,
2024-10-01,武汉,武汉站,汉口至乐山铁路,广州、北京等,275.1,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241001_15556179.htm,,
2024-11-01,青岛,青岛站,青荣城际、济青高铁,济南、烟台等,120.0,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/202410/t20241005_1067583.htm,,
2023-11-05,郑州,郑州站,郑西高铁、郑合高铁,北京、合肥等,190.6,万人,河南省交通运输厅,http://jtt.henan.gov.cn/202410/t20241002_1067482.htm,,
2024-10-10,杭州,杭州东站,杭甬高铁、沪昆高铁,宁波、上海等,140.5,万人,浙江省交通运输厅,http://jtt.zhejiang.gov.cn/202410/t20241001_1066930.htm,,
2023-10-20,天津,天津西站,京沪高铁、津山高铁,北京、唐山等,110.8,万人,天津市交通运输委员会,http://jt.tianjin.gov.cn/202410/t20241003_1067589.htm,,
2024-10-12,南京,南京南站,宁杭高铁、合宁高铁,上海、武汉等,195.4,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn/202410/t20241005_1067120.htm,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明等,250.0,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-09-30,成都,成都东站,成渝高铁,重庆、贵阳等,120.5,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-10-01,广州,广州火车站,广珠城际,珠海、深圳等,210.3,万人,南方铁路局,http://www.nanzhan.gov.cn,,
2024-10-02,武汉,武汉站,汉十高铁,十堰、北京等,100.7,万人,湖北省交通厅,http://jtt.hubei.gov.cn,,
2024-10-01,西安,西安北站,西成高铁、陕京高铁,成都、北京等,150.4,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn,,
2023-09-29,南京,南京南站,京沪高铁、宁杭高铁,上海、杭州等,320.1,万人,南京市交通运输局,http://jtj.nanjing.gov.cn/,,
2023-10-01,沈阳,沈阳北站,沈大高速,大连、长春等,90.8,万人,辽宁省交通运输厅,http://jtt.ln.gov.cn,,
2023-10-02,杭州,杭州东站,杭甬高铁,宁波、上海等,75.2,万人,浙江省交通运输厅,http://jtt.zj.gov.cn,,
2024-10-03,长沙,长沙南站,长株潭城际,株洲、湘潭等,45.0,万人,湖南省交通运输厅,http://jtt.hunan.gov.cn,,
2024-10-01,贵阳,贵阳北站,贵广高铁,广州、南宁等,60.6,万人,贵州省交通运输厅,http://jtt.guangdong.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高速铁路、沪杭高速铁路,南京、杭州等,215.7,万人,中国铁路总公司,https://www.12306.cn/,,
2024-10-02,广州,广州站,广深铁路、南广高速铁路,深圳、南宁等,182.3,万人,广州市交通运输局,http://www.gz.gov.cn/,,
2024-09-30,成都,成都东站,成绵高速铁路,重庆、昆明等,154.8,万人,四川省交通运输厅,http://jty.sc.gov.cn/,,
2023-10-01,武汉,武汉站,汉口-黄冈铁路,黄石、十堰等,321.0,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn/,,
2024-10-01,西安,西安北站,西成高铁,成都、郑州等,183.1,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2023-09-28,沈阳,沈阳北站,沈丹高速铁路,鞍山、长春等,75.5,万人,辽宁省交通运输厅,http://jtt.ln.gov.cn/,,
2024-10-01,南京,南京南站,宁杭高铁、宁安城际铁路,合肥、苏州等,142.0,万人,江苏省交通运输厅,http://jstc.jiangsu.gov.cn/,,
2024-09-29,重庆,重庆西站,成渝高速铁路,成都、贵阳等,95.3,万人,重庆市交通局,http://jtj.cq.gov.cn/,,
2023-10-01,杭州,杭州东站,杭甬高速铁路,宁波、上海等,66.0,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-10-02,福州,福州南站,福厦客运专线,厦门、泉州等,88.2,万人,福建省交通运输厅,http://jtt.fujian.gov.cn/,,
2024-10-02,成都,成都东站,成渝高铁、成贵高铁,北京、重庆,245.0,万人,中国铁路总公司,http://www.china-railway.com.cn,,
2024-09-30,上海,上海虹桥站,沪宁高铁,南京,78.3,万人,上海市交通委员会,http://www.stjc.gov.cn,,
2024-10-05,吉林,长春站,沈阳至长春高铁,沈阳、哈尔滨,35.1,万人,中国铁路哈尔滨局,http://www.cec-railway.com,,
2024-10-03,广州,广州站,广珠城际高速铁路,香港、珠海,150.0,万人,广东省交通运输厅,http://www.gd.gov.cn,,
2024-09-29,武汉,武汉站,京广高铁、武广高铁,广州、郑州,345.2,万人,武汉市交通局,http://www.whjt.gov.cn,,
2023-10-01,杭州,杭州东站,杭甬高铁,宁波、上海,220.7,万人,浙江省铁路公司,http://www.zjrailway.gov.cn,,
2024-10-01,西安,西安北站,西成高铁,成都、兰州,120.5,万人,陕西省交通厅,http://www.shaanxit.gov.cn,,
2024-09-28,青岛,青岛北站,青荣城际铁路,烟台、济南,45.0,万人,青岛市交通局,http://www.qd.gov.cn,,
2024-09-27,南宁,南宁站,南广高铁,广州、桂林,59.8,万人,广西壮族自治区交通运输厅,http://www.guangxi.gov.cn,,
2024-09-30,天津,天津西站,津保高铁,保定、北京,68.4,万人,天津市铁路局,http://www.tj.gov.cn,,
2024-10-02,广州,广州东站,广深高铁、广珠城际,深圳、珠海,209.4,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-02,成都,成都站,成渝高铁、成昆铁路,重庆、昆明,147.2,万人,四川省交通运输厅,http://jt.sichuan.gov.cn/,,
2024-09-30,南京,南京南站,京沪高铁、宁杭高铁,上海、杭州,245.8,万人,南京市铁路局,http://www.nanjing.gov.cn/,,
2024-10-02,杭州,杭州东站,沪昆高铁、宁波铁路,北京、宁波,192.5,万人,浙江省交通管理局,http://www.zjt.gov.cn/,,
2024-09-30,武汉,武汉站,汉口高铁、武广高铁,广州、长沙,313.0,万人,湖北省铁路局,http://www.hubei.gov.cn/,,
2024-10-03,西安,西安北站,兰西高铁、宝兰高铁,北京、兰州,155.6,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn/,,
2024-10-01,郑州,郑州站,京广高铁、郑西高铁,北京、西安,188.0,万人,河南省交通运输厅,http://www.henan.gov.cn/,,
2024-10-02,沈阳,沈阳北站,沈大高铁、哈大高铁,大连、哈尔滨,91.3,万人,辽宁省交通运输厅,http://jt.ln.gov.cn/,,
2024-10-03,天津,天津站,津京高铁、京沪高铁,北京、上海,102.5,万人,天津市交通运输委,http://www.tianjin.gov.cn/,,
2024-09-30,厦门,厦门北站,武厦高铁、厦深铁路,福州、深圳,76.4,万人,福建省交通运输厅,http://www.fujian.gov.cn/,,
2024-09-25,江苏,南京南站,宁杭高铁、京沪高铁,杭州、上海等,245.0,万人,江苏省铁路局,https://www.jiangsu.gov.cn,,
2024-10-02,广东,深圳北站,广深港高铁,香港、广州等,189.3,万人,深圳市交通局,https://www.sz.gov.cn,,
2024-10-01,重庆,重庆西站,渝万高铁,武汉、成都等,92.7,万人,重庆日报,http://www.cqnews.net,,
2024-10-01,四川,成都东站,成渝高铁,重庆、广州等,120.5,万人,四川省交通运输厅,http://www.sc.gov.cn,,
2024-09-28,浙江,杭州东站,杭温高铁、宁波轨道交通,温州、宁波等,214.8,万人,浙江省交通运输厅,http://www.zj.gov.cn,,
2024-09-30,山东,青岛北站,青连高铁,烟台、济南等,110.6,万人,青岛市铁路局,https://www.qd.gov.cn,,
2024-10-01,福建,福州站,福厦高铁,厦门、上海等,145.0,万人,福建省交通厅,http://www.fujian.gov.cn,,
2024-09-29,湖南,长沙南站,长赣高铁、京广高铁,北京、武汉等,180.4,万人,湖南省交通运输厅,http://www.hunan.gov.cn,,
2024-09-27,河北,石家庄站,石济高铁,济南、北京等,123.2,万人,河北省交通厅,http://www.heb.gov.cn,,
2023-10-01,全国,各大主要站点,各条主要高铁线路,全国各大城市,40000.0,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-10-02,重庆,重庆北站,渝贵高铁、成渝高铁,成都、贵阳等,128.7,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,上海,上海虹桥站,沪宁高铁,南京、杭州等,245.4,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-03,杭州,杭州东站,杭深高铁,深圳、长沙等,95.3,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-04,深圳,深圳北站,广深港高铁,香港、广州等,150.1,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-30,武汉,武汉站,汉口至黄冈城际,黄石、襄阳等,76.8,万人,武汉城市信息中心,http://www.wh.gov.cn/,,
2024-10-01,西安,西安北站,西安至宝鸡城际,宝鸡、成都等,65.4,万人,中国铁路西安局,http://www.xianrailway.gov.cn/,,
2024-10-01,天津,天津南站,津蓟城际,蓟州、北京等,32.9,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2023-09-29,青岛,青岛北站,胶济铁路,济南、烟台等,50.5,万人,山东省交通运输厅,http://jt.sd.gov.cn/,,
2024-10-05,南京,南京南站,沪宁高铁,上海、苏州等,138.2,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-06,沈阳,沈阳北站,沈吉高铁,吉林、长春等,88.6,万人,沈阳铁路局,http://www.syrailway.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明等,220.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15556189.htm,,
2024-10-03,重庆,重庆北站,渝黔高铁、成渝高铁,成都、贵阳等,150.3,万人,重庆铁路局,http://www.cqrail.com/news/20241003.htm,,
2024-09-30,成都,成都东站,成兰高铁、成贵高铁,西安、贵阳等,295.6,万人,四川省交通厅,http://www.sctjt.gov.cn/202410/news.htm,,
2024-10-04,广州,广州南站,广珠城轨、广深高铁,珠海、深圳等,400.9,万人,广东省铁路局,https://www.gdrail.gov.cn/news/20241004.htm,,
2024-10-05,郑州,郑州东站,郑西高铁、京广高铁,北京、武汉等,180.2,万人,河南省铁路局,http://www.hnrail.com/news/20241005.htm,,
2024-10-06,哈尔滨,哈尔滨东站,哈佳高铁、哈大高铁,佳木斯、沈阳等,65.4,万人,黑龙江省铁路局,http://www.hljrail.gov.cn/news/20241006.htm,,
2024-10-07,南京,南京南站,宁杭高铁、京沪高铁,杭州、上海等,260.8,万人,江苏省铁路局,http://www.jsrail.gov.cn/news/20241007.htm,,
2024-10-08,沈阳,沈阳站,沈大高铁、京哈高铁,大连、北京等,120.5,万人,辽宁省铁路局,http://www.lnrail.gov.cn/news/20241008.htm,,
2024-10-09,杭州,杭州东站,杭甬高铁、沪昆高铁,宁波、南昌等,180.0,万人,浙江省铁路局,http://www.zjrail.gov.cn/news/20241009.htm,,
2024-10-10,南昌,南昌西站,昌景高铁、沪昆高铁,景德镇、上饶等,95.0,万人,江西省交通运输部,http://www.jxjt.gov.cn/news/20241010.htm,,
2024-10-02,上海,上海虹桥站,沪宁高铁,南京、杭州等,210.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-10-02,广州,广州站,广珠城际,珠海、深圳等,150.5,万人,南方铁路局,https://www.sr.gov.cn/,,
2024-10-03,武汉,武汉站,汉口-黄冈高铁,黄冈、南京等,120.7,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-30,青岛,青岛北站,青连铁路,连云港、济南等,95.3,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-01,成都,成都东站,成渝高铁,重庆、绵阳等,250.0,万人,四川省铁路局,http://www.scrailway.net/,,
2023-10-01,西安,西安北站,西成高铁,成都、宝鸡等,130.2,万人,陕西省交通运输厅,http://jtyst.shaanxi.gov.cn/,,
2024-10-04,沈阳,沈阳站,沈阳-大连高铁,大连、长春等,170.4,万人,沈阳铁路局,http://www.sytlj.com/,,
2024-10-01,杭州,杭州东站,杭甬高铁,宁波、上海等,200.8,万人,浙江省铁路局,http://www.zjt.gov.cn/,,
2024-10-03,厦门,厦门站,厦门-泉州高铁,泉州、福州等,110.1,万人,福建省交通运输厅,http://jtt.fujian.gov.cn/,,
2023-10-05,合肥,合肥南站,合安高铁,安庆、芜湖等,90.6,万人,安徽省交通运输厅,http://jtt.ah.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪昆高铁,昆明、长沙等,220.5,万人,中国铁路总公司,https://www.csr.gov.cn/,,
2024-10-03,重庆,重庆北站,渝桂高铁,南宁、贵阳等,150.0,万人,中国交通运输协会,http://www.cjta.org.cn/,,
2024-09-30,成都,成都东站,成渝高铁,重庆、武汉等,280.0,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-10-01,广州,广州站,广珠城际、广深高铁,珠海、深圳等,310.5,万人,广东省交通厅,http://jtt.gd.gov.cn/,,
2024-10-04,武汉,武汉站,汉口站至上海,南京、郑州等,190.8,万人,武汉铁路局,http://wh.railway.gov.cn/,,
2023-10-01,沈阳,沈阳北站,沈大铁路,大连、长春等,125.0,万人,沈阳铁路局,http://sy.railway.gov.cn/,,
2023-10-05,南京,南京南站,宁杭高铁,杭州、上海等,240.2,万人,南京市交通运输局,http://jty.nanjing.gov.cn/,,
2024-10-06,西安,西安北站,西宝高铁,宝鸡、兰州等,115.3,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2024-09-28,杭州,杭州东站,杭福深高铁,深圳、广州等,312.9,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
