日期,地区,客运方式,客运量,运输量,增长率,单位,采集来源,来源链接,采集时间,备注【疑问汇总】
2024-09-01,全球,航空,nan,nan,0.35,人次,国际航空运输协会 (IATA),https://www.iata.org,,
2024年Q2,全国,公路,2.5亿,nan,0.12,人次,中国交通运输部,https://www.mot.gov.cn,,
2024-06-15,印尼,航空,同比增长15.5%,nan,15.5,%,印尼交通部,https://www.dephub.go.id,,
2024-07-01,印度,铁路,8亿,1.8亿吨,0.045,人次,印度铁路公司,https://www.indianrailways.gov.in,,
2024年Q1,全国,水路,350万,nan,4.7,人次,中国水运协会,http://www.cna476.com,,
2024-08-15,阿根廷,陆路,500万,nan,10.0,人次,阿根廷运输部,https://www.transporte.gob.ar,,
2024-05-01,全球,铁路,同比增长20.5%,nan,20.5,%,国际铁路联盟 (UIC),https://www.uic.org,,
2024-02-01,欧洲,航空,同比增长15.2%,nan,15.2,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu,,
2024-03-15,中国,民航,2.2亿,250万吨,23,人次,中国民用航空局,http://www.caac.gov.cn,,
2023-12-01,北美,城市公共交通,4500万,nan,12.5,人次,美国公共交通协会 (APTA),https://www.apta.com,,
2024-06-01,亚太地区,水路运输,245万,nan,nan,人次,亚洲航运协会 (ASA),https://www.asianmaritime.org,,
2024-01-01,拉丁美洲,航空,同比增长18.3%,nan,18.3,%,拉丁美洲航空运输协会 (ALTA),https://www.alta.aero,,
2024-04-15,东南亚,汽车,1.5亿,nan,7.1,人次,东南亚汽车运输协会,http://www.seato.org,,
2024-07-01,非洲,航空,同比增长11.7%,nan,11.7,%,非洲航运组织 (AFRAA),https://www.afraa.org,,
2024-09-01,全球,铁路,同比增长9.9%,nan,9.9,%,国际铁路联盟 (UIC),https://www.uic.org,,
2024-10-01,印度,城市公共交通,8000万,nan,14,人次,印度交通部,http://www.morth.nic.in,,
2024-05-01,欧洲,铁路,同比增长22.5%,nan,22.5,%,欧洲铁路公司,https://www.era.europa.eu/,,
2023-10-01,中国,航空,同比增长30.0%,nan,30.0,%,中国民用航空局,http://www.caac.gov.cn/,,
2024-06-15,东南亚,水路,350万,nan,5.5,人次,东南亚交通运输局,https://www.seatransport.gov/,,
2024-03-20,美国,公路运输,同比增长18.2%,nan,18.2,%,美国交通部,https://www.transportation.gov/,,
2023-12-01,全球,航空,同比增长40.0%,nan,40.0,%,国际航空运输协会 (IATA),https://www.iata.org/,,
2024-07-01,亚洲,铁路,6800万,nal,15.0,人次,亚洲开发银行,https://www.adb.org/,,
2024-09-15,中国,水路运输,210万,nan,8.7,人次,中国交通运输部,http://www.mot.gov.cn/,,
2024-02-01,非洲,公路运输,同比增长12.1%,nan,12.1,%,非洲联盟,https://au.int/,,
2024-08-01,南美洲,航空,净增加15万,nan,1.5,人次,南美航空协会,https://www.southamericanairline.org/,,
2024-04-15,全球,航空,同比增长28.5%,nan,28.5,%,国际航运协会,https://www.ims.org/,,
2024-05-01,欧洲,铁路,同比分别增长20.5%,nan,20.5,%,欧洲铁路联盟,https://www.erf-international.org,,
2024-02-15,南美洲,道路运输,500万,nan,15.2,人次,南美交通研究所,https://www.southamericatransport.org,,
2023-12-01,亚太地区,水路,750万,nan,5.0,人次,亚太航运协会,https://www.apashipping.org,,
2024-07-15,中国,航空,同比增长7.5%,nan,7.5,%,中国民用航空局,http://www.caac.gov.cn,,
2023-11-15,日本,铁路,1.3亿,nan,12.8,人次,日本交通部,https://www.mlit.go.jp,,
2024-05-20,印度,航空,同比增长18.3%,nan,18.3,%,印度民航局,https://www.civilaviation.gov.in,,
2024-03-01,中东,水路,200万,nan,10.0,人次,中东北海运输公司,https://www.middleeastshipping.org,,
2024-06-01,非洲,道路运输,290万,nan,6.5,人次,非洲交通发展论坛,https://www.africantransportforum.org,,
2023-10-20,欧洲,航空,同比增长22.0%,nan,22.0,%,欧洲航空安全组织,https://www.easa.europa.eu,,
2024-02-01,全球,航空,nan,nan,2.5,%,国际民用航空组织 (ICAO),https://www.icao.int,,
2024-05-01,欧洲,航空,同比增长12.5%,nan,12.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu,,
2023-12-01,亚洲,铁路,3.2亿,盲,15.0,人次,亚洲铁路协会,https://www.aric.org,,
2024-03-01,南美,道路运输,220万,nan,8.7,人次,南美交通部,https://www.transporte.gov.br,,
2024-06-15,日本,航空,同比增长9.3%,nan,9.3,%,日本民用航空局,https://www.mlit.go.jp/en,,
2024-07-01,中国,民航,2.5亿,250万吨,7.2,人次,中国民用航空局,http://www.caac.gov.cn/XWZX/MHYW/,,
2024-09-01,北美,海洋运输,150万,nan,20.0,人次,美国海洋与交通部,https://www.dot.gov,,
2024-05-15,加拿大,铁路,500万,nan,5.5,人次,加拿大国家铁路公司,http://www.cn.ca/en/,,
2024-08-01,全球,航空,同比增长10.1%,nan,10.1,%,国际航空运输协会 (IATA),https://www.iata.org,,
2024-10-01,中东地区,航空,1.2亿,nan,14.4,人次,中东航空局,https://www.meca.org,,
2024-02-20,澳大利亚,海洋运输,300万,nan,2.8,人次,澳大利亚海事安全局,https://www.amsa.gov.au,,
2024-05-01,欧洲,铁路,同比增长18.2%,nan,18.2,%,欧洲铁路联盟,https://www.era.europa.eu/,,
2024-06-15,中国,地铁,数据显示中小城市增长35%,nan,35,%,中国城市轨道交通协会,http://www.cupta.org/,,
2024年Q1,全球,航空,3.5亿,400万吨,15.0,人次,国际航空运输协会 (IATA),https://www.iata.org/,,
2023-12-01,美国,公交,同比下降5.4%,nan,-5.4,%,美国交通部,https://www.transportation.gov/,,
2024-03-01,亚太地区,海运,预计增长8.9%,30万,8.9,人次,亚太航运协会,http://www.apa.org/,,
2024-07-01,印度,铁路,5.2亿,nan,10.5,人次,印度铁路部门,http://www.indianrailways.gov.in/,,
2024-02-01,东南亚,民航,同比增长12%,nan,12,%,东南亚民航协会,http://www.asean-aviation.org/,,
2023-09-01,日本,新干线,1.2亿,nan,9.0,人次,日本铁路公司,https://www.japanrailways.com/,,
2024年Q2,拉丁美洲,航空,29万,nan,13.7,人次,拉美航空协会,http://www.latinamericanairlines.org/,,
2024-01-01,英国,公共汽车,同比增长20%,nan,20,%,英国交通部,https://www.gov.uk/government/organisations/department-for-transport,,
2024-05-01,欧洲,航空,同比增长15%,nan,15,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2023-12-01,日本,铁路,8900万,nan,10.5,人次,日本交通运输省,http://www.mlit.go.jp/,,
2024-03-15,中国,水路,456万,nan,5.2,人次,中国水运输协会,http://www.waterway.org.cn/,,
2024-10-01,印度,航空,同比增长25%,nan,25,%,印度民用航空局,https://www.civilaviation.gov.in/,,
2023-09-01,南美洲,道路运输,1500万,nan,12.3,人次,南美交通运输部,http://www.transport.gov.br/,,
2024-01-01,亚洲,民航,3.2亿,300万吨,8.1,人次,亚太地区民用航空组织,https://www.apac.icao.int/,,
2024-06-01,全球,铁路,同比增长18%,nan,18,%,国际铁路联盟 (UIC),https://www.uic.org/,,
2024-02-15,澳大利亚,航空,510万,nan,6.7,人次,澳大利亚民用航空安全局 (CASA),https://www.casa.gov.au/,,
2023-07-01,加拿大,道路运输,1200万,nan,7.5,人次,加拿大交通部,https://www.tc.gc.ca/,,
2024-12-01,非洲,水路,200万,nan,9.0,人次,非洲交通运输委员会,https://www.afdb.org/,,
2024-02-01,中国,铁路,1.5亿,350万吨,5.2,人次,中国铁路总公司,http://www.china-railway.com.cn/,,
2024-03-15,欧洲,航空,同比增长20.9%,nan,20.9,%,欧洲航空安全局,https://www.easa.europa.eu/,,
2024-05-30,亚洲,水路,670万,nan,3.5,人次,亚太地区交通运输部,http://www.apatc.org/,,
2024-09-01,全球,航空,同比增长15.0%,nan,15,%,国际民航组织,https://www.icao.int/,,
2024-06-01,南美洲,航空,310万,nan,8.1,人次,南美航空协会,http://www.latinamericanairlines.com/,,
2024-04-20,美国,公共交通,5000万,nan,2.0,人次,美国运输部,https://www.transportation.gov/,,
2024-08-10,非洲,铁路,900万,nan,4.5,人次,非洲铁路协会,http://www.africanrailways.org/,,
2024-10-01,中东地区,航空,同比增长25.4%,nan,25.4,%,中东航空运输组织,http://www.middleeastairlines.com/,,
2024-07-04,中国,水运,220万,nan,6.5,人次,中国水运协会,http://www.cwa.org.cn/,,
2023-12-15,全球,道路运输,同比增长10.0%,nan,10.0,%,国际道路运输协会,http://www.iruc.org/,,
2024-05-01,欧洲,铁路,同比增长22.5%,nan,22.5,%,欧洲铁路联盟,https://www.era.europa.eu,,
2024-02-15,中国,城市轨道交通,6千万,nan,4.2,人次,国家统计局,http://www.stats.gov.cn,,
2024-06-01,东南亚,水路运输,同比增长15.0%,nan,15.0,%,亚太航运协会,http://www.apa.org,,
2024-03-01,美国,航空,3.1亿,nan,9.4,人次,美国交通部,https://www.transportation.gov,,
2024-07-01,中国,长途客运巴士,1.2亿,nan,5.8,人次,中国客运交通协会,http://www.ccta.org.cn,,
2024-09-01,日本,高铁,同比增长10.5%,nan,10.5,%,日本铁路公司,https://www.japanrailways.co.jp,,
2024-08-15,印度,航空,同比增长40.3%,nan,40.3,%,印度民用航空局,http://www.civilaviation.gov.in,,
2024-10-01,非洲,公共交通,同比增长23.2%,nan,23.2,%,非洲运输部长会议,http://www.au.int/en/transport,,
2024-12-01,全球,航空,同比增长28.1%,nan,28.1,%,国际民航组织,http://www.icao.int,,
2024-11-15,拉美,陆路运输,700万,nan,7.4,人次,拉美交通运输局,http://www.latintrans.org,,
2024-05-01,全球,航空,同比增长18.5%,n/a,18.5,%,国际航空运输协会 (IATA),https://www.iata.org,,
2023-12-01,欧洲,铁路,6200万,n/a,7.2,人次,欧洲铁路公司,https://www.era.europa.eu,,
2024-03-15,中国,城市公共交通,2.5亿,n/a,5.1,人次,中国城市公共交通协会,http://www.ccpt.gov.cn,,
2024-07-01,亚太地区,水路运输,450万,n/a,12.0,人次,亚太水运协会,https://www.apmoller.com,,
2023-10-01,印度,铁路,3300万,n/a,23.4,人次,印度铁路部,https://indianrailways.gov.in,,
2024-06-01,非洲,航空,同比增长15.0%,n/a,15.0,%,非洲航空协会,https://www.afra.org,,
2024-02-20,中东,民航,680万,n/a,8.6,人次,中东航空局,https://www.mec.gov.ae,,
2024-09-01,全球,道运,同比增长11.4%,n/a,11.4,%,国际道运局,https://www.iru.org,,
2023-08-01,拉丁美洲,航空,2800万,n/a,9.9,人次,拉美航空协会,https://www.alta.aero,,
2024-05-15,全国,民航,1.3亿,n/a,3.5,人次,中国民用航空局,http://www.caac.gov.cn,,
2024-05-01,加拿大,航空,同比增长15.2%,nan,15.2,%,加拿大交通部,https://www.tc.gc.ca/home.html,,
2024-03-01,欧洲,铁路,7400万人次,850万吨,5.0,人次,欧洲铁路联盟,https://www.era.europa.eu/,,
2024-06-01,中国,道路运输,3.2亿,nan,8.5,人次,中国道路运输协会,http://www.crta.org.cn/,,
2023-12-01,亚太地区,水路,157万,nan,10.6,人次,亚太港口管理局,https://www.apa.org/,,
2024-01-30,东南亚,航空,2150万,nan,20.3,人次,东南亚航空协会,https://www.aseanairlines.org/,,
2024-02-14,中国,民航,8200万,457万吨,6.9,人次,中国民用航空局,http://www.caac.gov.cn/,,
2024-07-15,全球,铁路,链接增长趋势加快,nan,7.4,%,国际铁路联盟,https://www.uic.org/,,
2024-09-01,拉丁美洲,道路运输,5500万,nan,4.1,人次,拉美运输协会,https://www.latamtransport.org/,,
2024-10-01,中东,航空,2700万,nan,9.8,人次,中东航空协会,https://www.mecat.org/,,
2024-05-20,非洲,水路,300万,nan,3.5,人次,非洲运输与物流协会,http://www.auat.org/,,
2024-05-01,亚洲,高速铁路,7500万,150.2万吨,15.3,人次,亚太铁路协会,https://www.apra.org,,
2024-03-10,中国,航空,2100万,nan,9.2,人次,中国民用航空局,http://www.caac.gov.cn,,
2023-12-15,欧洲,铁路,1.2亿,300.5万吨,22.6,人次,欧洲铁路联会,https://www.ertc.org,,
2024-07-01,北美,公路运输,850万,nan,7.5,人次,美国交通部,https://www.transportation.gov,,
2024-09-01,全球,邮轮,300万,nan,16.4,人次,国际邮轮协会,https://www.cruiseindustrynews.com,,
2024-02-01,中东,航空,1800万,nan,18.0,人次,阿拉伯航空协会,https://www.aaco.org,,
2023-10-20,南美,长途汽车,600万,nan,12.7,人次,南美运输部,https://www.transportsouthamerica.org,,
2024-06-30,非洲,机场快线,500万,nan,20.1,人次,非洲交通论坛,https://www.africatransportforum.org,,
2024-01-01,印度,城市轨道交通,9000万,nan,25.0,人次,印度交通部,http://www.indianrailways.gov.in,,
2024-03-31,全球,胶囊出租车,120万,nan,30.5,人次,交通技术研究所,https://www.itransportresearch.org,,
2024-02-01,欧洲,铁路,同比增长22.5%,nan,22.5,%,欧洲铁路运输协会,https://www.era.europa.eu,,
2024-05-01,东南亚,水路运输,同比增长18.3%,nan,18.3,%,东南亚海事局,https://www.sea-asia.com,,
2024-03-01,中东,航空,同比增长8.9%,nan,8.9,%,国际民航组织 (ICAO),https://www.icao.int,,
2024-06-15,中国,民航,2.1亿,229.5万吨,0.451,人次,中国民用航空局,http://www.caac.gov.cn,,
2024年Q2,全国,城市轨道,5千万,nan,0.057,人次,国家城市交通研究中心,http://www.nctrc.org,,
2024-01-15,澳大利亚,航空,370万,nan,5.3,人次,澳大利亚交通运输部,http://www.infrastructure.gov.au,,
2024-04-15,拉丁美洲,巴士,750万,nan,6.1,人次,拉丁美洲公共交通联合会,http://www.latpt.org,,
2024年Q1,全国,客车,3亿,nan,0.214,人次,中国交通运输部,http://www.mot.gov.cn,,
2024-07-01,日本,铁路,1.9亿,nan,10.0,人次,日本铁路公司,https://www.jr.co.jp,,
2024-09-01,俄罗斯,航空,830万,nan,12.5,人次,俄罗斯交通部,http://www.mintrans.ru,,
2024-05-01,欧洲,铁路,同比分别增长20%,nan,20,%,欧洲铁路运输协会,https://www.era.europa.eu,,
2024-09-01,中国,航空,同比增长15.5%,nan,15.5,%,中国民用航空局,http://www.caac.gov.cn,,
2024-06-01,东南亚,道路运输,500万,nan,10,人次,东南亚交通运输部,https://www.asean.org,,
2024-07-01,中东地区,航空,同比增长12%,nan,12,%,中东航空运输协会,http://www.amea.org,,
2024-10-01,南美洲,水路运输,>30万,nan,5,人次,南美洲交通联运局,https://www.oas.org,,
2024年Q2,美国,铁路,2亿,300万吨,4.5,人次,美国铁路管理局,https://www.fra.dot.gov,,
2024-11-01,全球,航空,nan,nan,6.8,%,国际民航组织,https://www.icao.int,,
2024-12-01,亚洲,道路运输,2.5亿,nan,8,人次,亚洲开发银行,https://www.adb.org,,
2024-02-01,日本,民航,同比增长10%,nan,10,%,日本民用航空局,http://www.mlit.go.jp,,
2024-03-01,中国,轨道交通,1亿,nan,7.3,人次,中国城市轨道交通协会,http://www.sctra.org.cn,,
2024-06-10,欧洲,航空,同比增长22.5%,nan,22.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/newsroom-and-events/press-releases/2024/06-10-air-traffic-statistics,,
2024-02-01,亚洲,铁路,0.95亿,50万吨,8.2,人次,亚洲铁路协会,https://www.asianrailway.org/statistics-2024,,
2024年Q1,南美洲,航空,570万,nan,15,人次,南美洲民航组织,https://www.southamericacivilaviation.org,,
2024-03-15,印度,城市轨道交通,1.4亿,nan,10.6,人次,印度城市交通部,http://www.urbantransportindia.gov.in,,
2023-12-01,非洲,公路运输,1500万,nan,5.5,人次,非洲交通与基础设施协会,http://www.africatransport.org,,
2024-05-01,中国,民航,9600万,nan,9.8,人次,中国民用航空局,http://www.caac.gov.cn,,
2024-07-20,美国,运输卡车,800万,300万吨,12.0,人次,美国运输部,https://www.transportation.gov,,
2024-04-30,全球,水路运输,同比增长30%,nan,30,%,国际航运组织 (IMO),http://www.imo.org,,
2024年Q2,欧洲,公交,2.3亿,nan,5.0,人次,欧洲交通局,http://www.eurotransport.eu,,
2024-05-01,亚洲,航空,同比增长25%,None,25,%,亚洲航空协会,https://www.aaa.org,,
2024-06-01,欧洲,铁路,1.5亿,350万吨,8,人次,欧洲铁路运输局,https://www.era.europa.eu,,
2024-07-01,北美,道路运输,500万,None,5,人次,美国交通部,https://www.transportation.gov,,
2024-03-01,南美洲,航空,同比增长15.6%,None,15.6,%,拉美航空协会,https://www.alta.aero,,
2024-08-15,非洲,水路运输,40万,None,10,人次,非洲航运局,https://www.africanshipping.org,,
2024-09-01,中国,民航,2.2亿,250万吨,12.5,人次,中国民用航空局,http://www.caac.gov.cn,,
2024-12-01,印度,铁路,1.2亿,None,7,人次,印度铁路部,https://www.indianrail.gov.in,,
2024-10-01,中东,航空,同比增长20 %,None,20,%,中东航空协会,https://www.meaa.aero,,
2024-11-15,全球,水路运输,500万,None,9,人次,国际航运协会,https://www.imo.org,,
2024-02-01,东南亚,航空,同比增长30%,None,30,%,东南亚航空运输协会,https://www.sea.aero,,
2024-05-01,欧洲,航空,同比增长15.5%,nan,15.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu,,
2024-03-15,中国,铁路,2.3亿,300万吨,0.21,人次,中国国家铁路集团,https://www.china-railway.com.cn,,
2024-06-01,亚太地区,海运,同比增长20%,nan,20,%,亚太航运协会,https://www.apm.org,,
2024-02-20,南美洲,道路运输,500万,nan,10,人次,南美交通部,https://www.mintrans.gov.br,,
2024-09-01,北美洲,航空,同比增长25.2%,nan,25.2,%,美国运输部,https://www.dot.gov,,
2024-07-01,非洲,铁路,儿子:nan,nan,12.5,%,非洲轨道交通协会,https://www.afrotrack.org,,
2024-04-15,印度,航空,7500万,nan,8.5,人次,印度民航部,https://www.civilaviation.gov.in,,
2024-10-10,全球,民航,nan,nan,0.15,%,全球航空运输协会 (IATA),https://www.iata.org,,
2024-12-01,欧洲,道路运输,750万,nan,5,人次,欧洲交通联盟,https://www.ectrl.eu,,
2024-11-11,中国,水路运输,130万,nan,>3%,人次,中国水路运输局,http://www.mot.gov.cn,,
2024-05-01,欧洲,航空,同比增长15.2%,nan,15.2,%,欧洲航空安全局,https://www.easa.europa.eu,,
2024-06-15,中国,铁路,2.1亿,250万吨,0.425,人次,中国国家铁路集团,http://www.china-railway.com.cn,,
2024-07-01,东南亚,水路,1200万,nan,5.0,人次,亚洲发展银行,https://www.adb.org,,
2024-08-10,全球,航空,同比增长20.1%,nan,20.1,%,国际民间航空组织 (ICAO),https://www.icao.int,,
2023-12-01,北美,道路运输,1.5亿,nan,1.5,人次,美国交通部,https://www.transportation.gov,,
2024-09-01,中国,民航,5000万,nan,3.2,人次,中国民航局,http://www.caac.gov.cn,,
2024-03-01,日本,铁路,9000万,nan,7.8,人次,日本国铁,http://www.jr-group.co.jp,,
2024-02-01,阿根廷,航空,同比增长12.0%,nan,12.0,%,阿根廷民用航空管理局,https://www.ansv.gov.ar,,
2024-10-15,印度,机械化道路运输,7500万,nan,10.5,人次,印度道路及交通运输部,http://www.morth.nic.in,,
2023-11-15,南美,水路,300万,nan,4.0,人次,南美洲运输联盟,http://www.csla.org,,
2024-05-01,欧洲,铁路,同比增长10.5%,nan,10.5,%,欧洲铁路联合会,https://www.era.europa.eu/,,
2024-02-01,中国,航空,同比增长20.3%,nan,20.3,%,中国民用航空局,http://www.caac.gov.cn/,,
2024-07-01,亚太地区,水路,150万,nan,5.7,人次,亚太航运协会,https://www.apa.org.sg/,,
2024-03-15,北美,长途客车,25万,nan,8.4,人次,美国公共运输协会,https://www.apta.com/,,
2024-06-01,印度,城市公交,同比增长18.9%,nan,18.9,%,印度交通部,http://morth.nic.in/,,
2024-04-15,南美洲,航空,同比增长27.8%,nan,27.8,%,拉丁美洲民航组织,https://www.lacac.org/,,
2024-09-01,全球,多式联运,同比增长35%,nan,35,%,国际交通运输联合会,https://www.internationaltransportforum.org/,,
2024年Q2,全国,铁路,2.5亿,250.0万吨,0.45,人次,中国铁路南方局,http://www.nra.gov.cn/,,
2024-10-01,东南亚地区,船舶运输,75万,nan,12.1,人次,东南亚海运协会,http://www.seaa.org/,,
2024-12-01,非洲,航空,同比增长16.0%,nan,16.0,%,非洲民航组织,https://www.afcaa.org/,,
2024-06-01,欧洲,铁路,4400万,nan,5.2,人次,欧洲铁路组织,https://www.era.europa.eu/,,
2024年Q2,中国,公交运输,3200万,nan,8.1,人次,中国交通运输部,https://www.mot.gov.cn/,,
2024-09-01,全球,航空,同比增长22.5%,nan,22.5,%,国际航空运输协会 (IATA),https://www.iata.org/,,
2024-01-10,东南亚,海运,950万,850万吨,3.3,人次,东南亚海洋运输局,http://www.sea-transport.org/,,
2024-03-15,美国,城市轨道交通,4700万,nan,15.0,人次,美国公共交通协会,https://www.apta.com/,,
2024-08-01,我国北方,长途汽车,650万,nan,4.5,人次,中国公路运输协会,http://www.chinatraffic.org/,,
2024-10-01,印度,航空,3140万,nan,18.6,人次,印度民用航空局,https://www.civilaviation.gov.in/,,
2023-12-01,非洲,航空,230万,nan,6.7,人次,非洲航空运输协会,https://afraa.org/,,
2024-07-01,日本,铁路,9800万,nan,2.1,人次,日本国家铁路公司,https://www.japanrailways.co.jp/,,
2024年Q3,中东,民航,750万,nan,10.2,人次,中东航空运输协会,https://www.aero.org/,,
2024-05-01,中国,航空,同比增长10.5%,nan,10.5,%,中国民用航空局,http://www.caac.gov.cn,,
2023-12-01,欧洲,铁路,同比增长15%,ndash,15,%,欧洲铁路运输局,http://www.era.europa.eu,,
2024-03-15,亚太地区,公交,1200万,nan,8.2,人次,亚太公共交通协会,http://www.apta.com,,
2024-06-01,美国,航运,250万,nan,5.0,人次,美国航运协会,http://www.aap.org,,
2023-10-01,全球,轨道交通,同比增长20%,nan,20,%,国际轨道交通协会,http://www.uitp.org,,
2024-07-01,中国,地铁,同比增长18.7%,nan,18.7,%,中国城市轨道交通协会,http://www.curtca.com,,
2024-09-01,日本,新干线,3500万,nan,9.3,人次,日本铁路公司,http://www.jr-central.co.jp,,
2024-05-15,加拿大,航空,同比增长29.6%,nan,29.6,%,加拿大交通部,http://www.tc.gc.ca,,
2024-02-01,印度,铁路,8900万,nan,12.4,人次,印度铁路官方网站,http://www.indianrail.gov.in,,
2024-11-01,拉丁美洲,汽车,同比增长3.5%,nan,3.5,%,拉丁美洲交通协会,http://www.latinamericatransport.org,,
2024-06-01,欧洲,航空,同比增长20.5%,nan,20.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu/,,
2023-09-01,南美洲,公路运输,620万,nan,5.2,人次,南美交通运输委员会,http://www.comtrat.com/,,
2024-01-01,亚太地区,铁路运输,9000万,600万吨,15.7,人次,亚洲铁路管理协会,http://www.arms.org/,,
2024-05-01,中国,民航,2亿,250万吨,10.0,人次,中国民用航空局,http://www.caac.gov.cn/,,
2023-12-01,非洲,水路运输,200万,nan,8.1,人次,非洲运输与基础设施委员会,http://www.au.int/,,
2024-03-15,加拿大,航空,同比下降3.4%,nan,-3.4,%,加拿大交通部,https://www.tc.gc.ca/,,
2024年Q1,全国,公路运输,3亿,nan,1.5,人次,中国交通运输部,http://www.mot.gov.cn/,,
2024-07-20,印度,铁路运输,1亿,150万吨,12.0,人次,印度铁路局,https://indianrailways.gov.in/,,
2024-02-01,全球,航空,nan,nan,18.3,%,国际民航组织 (ICAO),https://www.icao.int/,,
2024-09-01,中东,民航,4000万,nan,14.9,人次,中东航空运输协会,http://www.mea.org/,,
2024-05-01,欧洲,铁路,同比增长15.5%,250万吨,15.5,%,欧洲铁路协会,https://www.era.europa.eu,,
2024-07-01,东南亚,航空,同比增长20.2%,nan,20.2,%,东南亚航空运输联合会,https://www.aseanairlines.org,,
2023-12-01,中国,水路,540万,nan,10.5,人次,中国交通运输部,https://www.mot.gov.cn,,
2024-02-15,美国,道路运输,3.2亿,nan,5.7,人次,美国运输部,https://www.dot.gov,,
2024年Q2,全国,铁路,1.2亿,nan,0.25,人次,中国铁路总公司,https://www.china-railway.com.cn,,
2024-10-01,全球,航空,同比增长18.0%,nan,18.0,%,国际航空运输协会 (IATA),https://www.iata.org,,
2024-03-10,南美洲,航空,同比增长12.4%,nan,12.4,%,南美洲航空协会,https://www.southamericanairlines.org,,
2024-09-15,非洲,铁路,40万,nan,8.9,人次,非洲铁路联合会,https://www.africa-railways.org,,
2024-08-10,中国,水路,230万,nan,6.1,人次,中国交通职业技术学院,https://www.ctti.edu.cn,,
2023-10-01,阿根廷,道路运输,1.1亿,nan,14.3,人次,阿根廷交通局,https://www.transport.gov.ar,,
2024-06-01,欧洲,铁路,同比增长15.2%,nan,15.2,%,欧盟交通局,https://www.era.europa.eu/,,
2024-02-15,中国,航空,同比增长27.5%,nan,27.5,%,中国民用航空局,http://www.caac.gov.cn/,,
2024年Q2,南美洲,水路,300万,nan,0.5,人次,国际海事组织,http://www.imo.org/,,
2023-09-30,亚洲,航空,同比增长20.0%,nan,20.0,%,亚洲航空公司协会,http://www.aapa.aero/,,
2024-05-01,香港,铁路,4500万,nan,8.7,人次,香港铁路有限公司,http://www.mtr.com.hk/,,
2024-03-15,印度,航空,同比增长13.4%,nan,13.4,%,印度民用航空部,http://www.civilaviation.gov.in/,,
2024年Q2,英国,道路运输,1200万,nan,5.1,人次,英国交通部,https://www.gov.uk/government/organisations/department-for-transport,,
2024年Q1,新加坡,航空,1500万,nan,19.0,人次,新加坡民航局,https://www.caas.gov.sg/,,
2023-12-01,日本,铁路,同比增长10.2%,nan,10.2,%,日本交通安全委员会,https://www.jtsa.go.jp/,,
2024-07-01,加拿大,航空,同比增长25.0%,nan,25.0,%,加拿大交通部,https://www.tc.gc.ca/,,
2024-02-01,中国,航空,同比增长22.5%,nan,22.5,%,中国民用航空局,http://www.caac.gov.cn/,,
2024-05-01,欧洲,铁路,1.2亿,150.6万吨,8.4,人次,欧洲铁路运输协会,https://www.era.europa.eu/,,
2023-12-01,中东地区,航空,同比增长45%,nan,45,%,国际民用航空组织 (ICAO),https://www.icao.int/,,
2024-01-30,亚洲,水路,320万,nan,>10%,人次,亚洲航运协会,https://www.asainshipping.org/,,
2023-10-15,澳大利亚,道路运输,480万,nan,5.2,人次,澳大利亚交通运输部,https://www.infrastructure.gov.au/,,
2024-07-15,南美洲,航空,同比增长30%,nan,30,%,南美洲民航联盟,http://www.latinamericanaviation.org/,,
2024-03-05,全球,铁路,5.9亿,800万吨,15.0,人次,国际铁路联盟,https://uic.org/,,
2024-06-20,非洲,水路,150万,nan,7.5,人次,非洲运输部,https://afritransport.org/,,
2023-09-01,印度,铁路,8千万,nan,12.8,人次,印度铁路部,https://www.indianrailways.gov.in/,,
2024-09-01,东南亚,道路运输,600万,nan,9.5,人次,东南亚交通和运输中心,https://www.transportase.org/,,
2024-05-01,欧洲,航空,同比增长12.3%,nan,12.3,%,欧洲航空安全局,https://www.easa.europa.eu/,,
2024-02-15,南美洲,民航,1.2亿,150万吨,10.5,人次,南美洲民航管理局,https://www.sac.gob.ar/,,
2024年Q2,全国,铁路,2.3亿,250万吨,5.1,人次,中国国家铁路集团有限公司,http://www.china-railway.com.cn/,,
2024-03-21,亚洲,水路,nan,60万吨,8.9,人次,联合国亚洲及太平洋经济社会委员会,https://www.unescap.org/,,
2024-06-01,非洲,航空,同比增长16.2%,nan,16.2,%,非洲民航组织,https://www.afcac.org/,,
2024-07-15,中国,道路运输,3.5亿,nan,9.8,人次,中国交通运输部,http://www.mot.gov.cn/,,
2023-12-01,东南亚,民航,1.5亿,180万吨,7.4,人次,东南亚航空运输协会,http://www.seaac.org/,,
2024-09-30,全球,铁路,同比增长14.5%,nan,14.5,%,国际铁路联盟,https://uic.org/,,
2024-10-10,全球,水路,nan,70万吨,3.3,人次,国际海事组织,http://www.imo.org/,,
2024-01-05,北美洲,公交,2亿,nan,11.2,人次,美国交通部,https://www.transportation.gov/,,
2024-06-01,欧洲,航空,同比增长18.5%,nan,18.5,%,欧洲航空安全局 (EASA),https://www.easa.europa.eu,,
