产品名称（字符型）,产品类型（字符型）,产品规格（字符型）,员工数量（数值型）,单位,评估标准名称（字符型）,评估标准类型（字符型）,实施日期（日期型）,责任单位（字符型）,采集来源,来源链接,采集时间,备注,,,,,,,,
空天安全监控系统,监控设备,监控范围：5km,110,人,安全性评估标准,安全标准,2023-12-20,安全技术公司,城市安全局,https://www.citysafety.gov,2024-10-08,,,,,,,,,
空天网络安全系统,安全设备,防护等级：A级,140,人,网络安全评估标准,安全标准,2024-01-15,网络安全技术公司,信息安全管理局,https://www.csa.gov.cn,2024-10-08,,,,,,,,,
空天航天器监控系统,航天器设备,监控区域：低轨道,85,人,航天器性能评估标准,技术标准,2024-03-17,航天监测公司,中国航天科技集团,http://www.cast.cn,2024-10-08,,,,,,,,,
空天数据融合系统,数据处理系统,融合能力：多源数据,95,人,数据融合效率评估标准,性能标准,2023-10-25,数据融合公司,中国科学院,https://www.cas.cn,2024-10-08,,,,,,,,,
空天图像处理系统,处理软件,处理速度：10GB/s,70,人,图像处理性能标准,性能标准,2024-02-20,图像科技公司,图像处理协会,http://www.imageprocessing.org.cn,2024-10-08,,,,,,,,,
空天通信卫星系统,卫星设备,信号覆盖：全球,220,人,卫星通信标准,通信标准,2024-05-01,航天通信公司,国际卫星通信协会,http://www.isc.org.cn,2024-10-08,,,,,,,,,
空天环境监测系统,环境监测设备,监测区域：城市及周边,115,人,环境监测评估标准,环境标准,2024-07-10,环境技术公司,环境保护部,http://www.mee.gov.cn,2024-10-08,,,,,,,,,
空天环境监测系统,监测设备,检测范围：广域监测,145,人,环境评估标准,质量标准,2023-07-10,环境科技研究所,国家生态环境部,https://www.mee.gov.cn,2024-10-08,,,,,,,,,
空天数据融合系统,数据处理软件,融合速度：500GB/hour,70,人,融合效率评估标准,性能标准,2024-03-12,数据融合科技公司,国际数据科学协会,https://www.datasociety.org,2024-10-08,,,,,,,,,
空天卫星监控系统,卫星设备,卫星种类：低轨卫星,250,人,监控性能评估标准,技术标准,2023-11-01,国家卫星监测中心,国家航天管理局,https://www.cnsa.gov.cn,2024-10-08,,,,,,,,,
空天无人机监测系统,无人机设备,飞行时间：10小时,90,人,无人机性能标准,飞行标准,2023-06-20,无人机技术公司,中国民航局,https://www.caac.gov.cn,2024-10-08,,,,,,,,,
空天气象预报系统,气象设备,预报精度：90%,110,人,气象预报性能标准,测量标准,2024-01-05,气象科技公司,国家气象局,http://www.cma.gov.cn,2024-10-08,,,,,,,,,
空天通信安全系统,安全设备,加密强度：256位,160,人,通信安全评估标准,安全标准,2023-10-15,网络安全技术研究院,国家网信办,https://www.cac.gov.cn,2024-10-08,,,,,,,,,
空天区域监测系统,监测设备,区域划分：500km内,135,人,区域监测评估标准,环境标准,2023-08-28,区域科技公司,地方科技局,https://www.most.gov.cn,2024-10-08,,,,,,,,,
空天搜救系统,救援设备,响应时间：30分钟,220,人,搜救反应标准,应急标准,2024-02-19,应急管理部,国家应急发布平台,https://www.mem.gov.cn,2024-10-08,,,,,,,,,
空天资源管理平台,管理软件,数据管理：大数据处理,185,人,资源管理标准,管理标准,2023-12-01,资源科技公司,国家资源部,http://www.mnr.gov.cn,2024-10-08,,,,,,,,,
空天应急响应系统,应急设备,反应机制：自动化,95,人,应急响应评估标准,应急标准,2024-04-01,应急响应技术公司,公安部,http://www.mps.gov.cn,2024-10-08,,,,,,,,,
空天防御系统,防御设备,响应时间：2秒,250,人,防御性能评估标准,安全标准,2024-03-15,国防科技局,军工企业发布,https://www.mod.gov.cn/,2024-10-08,,,,,,,,,
空天环境监测系统,监测设备,监测范围：500km,130,人,环境监测评估标准,环境标准,2023-11-01,环境保护部,官方数据发布,http://www.mee.gov.cn/,2024-10-08,,,,,,,,,
空天无线电通信系统,通信设备,频率：1GHz,180,人,通信质量评估标准,技术标准,2024-04-20,无线电管理局,科技创新报告,https://www.crc.gov.cn/,2024-10-08,,,,,,,,,
空天图像分析软件,数据处理软件,分析速度：每秒处理100张,70,人,图像处理评估标准,性能标准,2024-06-10,图像科学研究院,行业会议,http://www.image-science.org/,2024-10-08,,,,,,,,,
空天协同作战平台,作战系统,操作界面：直观友好,300,人,作战效率评估标准,军事标准,2024-07-15,空军科技研究院,军方报告,https://www.airforce.mil.cn/,2024-10-08,,,,,,,,,
空天数据存储系统,数据存储设备,存储容量：10PB,60,人,存储安全评估标准,数据标准,2024-05-22,云计算公司,技术报告,https://www.cloudtech.com/,2024-10-08,,,,,,,,,
空天精确打击系统,打击设备,精度：±1米,450,人,精度评估标准,攻击标准,2023-12-10,武器系统公司,国防科技网,https://www.defensetech.com/,2024-10-08,,,,,,,,,
空天智能预测系统,预测软件,预测准确率：90%,110,人,智能评估标准,AI标准,2024-08-30,人工智能研究中心,科技创新论坛,http://www.aiforum.com/,2024-10-08,,,,,,,,,
空天多频导航系统,导航设备,频率范围：1-10GHz,95,人,导航精度评估标准,测量标准,2024-02-28,导航技术研究院,行业观察,http://www.navigationtech.com/,2024-10-08,,,,,,,,,
空天环境监测设备,环境监测设备,监测范围：0-1000km,130,人,环境影响评估标准,环境标准,2023-11-15,环境监测科技公司,生态环境部,https://www.mee.gov.cn/,2024-10-08,,,,,,,,,
空天气象数据系统,气象数据系统,数据更新频率：每小时,75,人,气象数据准确性标准,气象标准,2023-10-10,气象科学研究院,中国气象局,http://www.cma.gov.cn/,2024-10-08,,,,,,,,,
空天广域通信系统,通信网络设备,覆盖范围：3000km,250,人,网络稳定性评估标准,通信标准,2024-03-01,广域通信技术公司,通信管理局,https://www.miit.gov.cn/,2024-10-08,,,,,,,,,
空天地面系统集成平台,系统集成平台,集成能力：支持500个终端,90,人,系统集成标准,技术标准,2024-05-20,系统集成科技有限公司,中国科技互联网协会,https://www.csti.gov.cn/,2024-10-08,,,,,,,,,
空天无人机监测系统,无人机监测设备,飞行时间：最长8小时,60,人,无人机监测评估标准,操作标准,2024-04-15,无人机技术公司,民用无人机协会,https://www.cuaa.org.cn/,2024-10-08,,,,,,,,,
空天智能碰撞避免系统,智能系统,响应时间：小于10ms,220,人,安全性评估标准,安全标准,2024-02-20,智能交通技术公司,国家交通部,http://www.mot.gov.cn/,2024-10-08,,,,,,,,,
空天符号识别系统,图像处理软件,识别准确率：98%,70,人,图像处理效率标准,性能标准,2023-12-05,图像处理科技公司,中国图像处理学会,http://www.cip.org.cn/,2024-10-08,,,,,,,,,
空天多用途传感器,传感器设备,传感器数量：5个,140,人,传感器性能评估标准,技术标准,2023-08-25,传感技术研究院,中国传感器协会,http://www.csa.org.cn/,2024-10-08,,,,,,,,,
空天安全监控系统,安全监控设备,监控范围：200km,100,人,安全监控评估标准,安全标准,2024-01-30,安全监控科技公司,国家安全局,https://www.nsa.gov.cn/,2024-10-08,,,,,,,,,
空天任务规划与管理平台,管理软件,任务处理能力：10个/天,85,人,任务管理效率标准,管理标准,2023-10-30,任务规划技术公司,国家科技咨询委员会,http://www.nstc.gov.cn/,2024-10-08,,,,,,,,,
空天监控无人机,无人机,航程：200km,75,人,飞行稳定性评估标准,技术标准,2023-11-22,智能飞行技术公司,全国无人机协会,https://www.uav.org.cn/,2024-10-08,,,,,,,,,
空天摄影系统,摄影设备,镜头：24mm - 200mm,60,人,图像稳定性评估标准,性能标准,2024-03-15,高空摄影科技公司,中国摄影家协会,https://www.cpa.org.cn/,2024-10-08,,,,,,,,,
空天气象监测系统,气象设备,测量范围：-50°C至50°C,110,人,数据准确性评估标准,研究标准,2023-12-01,气象科学研究院,中国气象局,https://www.cma.gov.cn/,2024-10-08,,,,,,,,,
空天智能分析平台,数据分析软件,分析速度：1000GB/hour,130,人,处理效率评估标准,商业标准,2024-01-18,云数据科技公司,数据分析协会,https://www.dataconsulting.cn/,2024-10-08,,,,,,,,,
空天监控链路系统,通信设备,延迟：<50ms,180,人,通信质量评估标准,技术标准,2024-02-10,未来通信科技公司,国家信号管理局,https://www.nsmm.gov.cn/,2024-10-08,,,,,,,,,
空天导航卫星,卫星,轨道高度：30000km,250,人,导航精度评估标准,科技标准,2024-04-05,中国卫星技术公司,国家航天局,https://www.cnsa.gov.cn/,2024-10-08,,,,,,,,,
空天实时数据传输系统,数据传输系统,传输速率：10Gbps,195,人,数据传输速率评估标准,技术标准,2024-03-25,航天信息科技公司,国家电子信息产业部,https://www.miit.gov.cn/,2024-10-08,,,,,,,,,
空天大数据分析系统,分析软件,处理能力：10TB/day,140,人,效率评估标准,性能标准,2024-01-30,大数据科技公司,大数据产业联盟,https://www.bda.org.cn/,2024-10-08,,,,,,,,,
空天多源传感系统,传感器,覆盖范围：100km²,85,人,灵敏度评估标准,功能标准,2024-02-20,传感技术公司,国家传感技术研究中心,https://www.sensor.gov.cn/,2024-10-08,,,,,,,,,
空天集成监控平台,监控软件,用户并发：5000,230,人,系统负载评估标准,性能标准,2024-05-01,集成科技公司,互联网监控协会,https://www.imca.org.cn/,2024-10-08,,,,,,,,,
空天气象监测系统,监测设备,测量范围：-50℃至+50℃,300,人,气象数据评估标准,气象标准,2023-08-10,气象科技公司,中国气象局,https://www.cma.gov.cn/weather,2024-10-08,,,,,,,,,
空天地面站系统,地面设备,频率：L波段,120,人,稳定性评估标准,工程标准,2023-11-15,通讯设备公司,科技日报,https://www.stdaily.com/,2024-10-08,,,,,,,,,
空天智能分析平台,数据分析软件,分析能力：10TB/day,75,人,智能化评估标准,软件标准,2024-01-20,智能科技有限公司,中国软件协会,https://www.csia.org.cn/,2024-10-08,,,,,,,,,
空天影像处理系统,影像处理软件,分辨率：高达0.2米,100,人,影像质量评估标准,标准化标准,2023-12-05,影像科技研究院,中国科学院,https://www.cas.cn/,2024-10-08,,,,,,,,,
空天数据存储系统,数据存储设备,存储容量：100PB,80,人,存储效率评估标准,效率标准,2024-03-30,数据存储公司,数据存储协会,https://www.dsa.org/,2024-10-08,,,,,,,,,
空天导航与控制系统,导航系统,定位精度：±1米,220,人,导航精准度评估标准,测量标准,2023-10-15,导航技术研究所,国家航天局,https://www.cnsa.gov.cn/,2024-10-08,,,,,,,,,
空天探测模块,探测器,探测深度：5000米,65,人,探测能力评估标准,探测标准,2024-02-25,地质探测公司,国家地质局,http://www.ngsb.gov.cn/,2024-10-08,,,,,,,,,
空天无线传输系统,通信设备,传输速率：1Gbps,150,人,无线传输效率评估标准,通信标准,2024-04-01,无线技术公司,中国通信协会,https://www.cac.gov.cn/,2024-10-08,,,,,,,,,
空天反恐侦查系统,侦查设备,监控范围：1000km²,190,人,侦查有效性评估标准,安全标准,2023-10-30,安全科技公司,国家安全部,https://www.mps.gov.cn/,2024-10-08,,,,,,,,,
空天生态监测系统,生态监测设备,监测频率：每小时一次,40,人,生态影响评估标准,环境标准,2024-05-15,生态环境公司,生态环境部,https://www.mee.gov.cn/,2024-10-08,,,,,,,,,
空天监控系统,监控设备,型号：KJ-600,180,人,安全性能评估标准,技术标准,2023-08-10,空天监控科技公司,空天运营中心,https://www.kongtian.com/security,2024-10-08,,,,,,,,,
空天智能通信系统,智能通信设备,频段：450MHz,220,人,通信稳定性评估标准,性能标准,2024-03-15,智慧通信公司,中国首都通信局,https://www.beijing.gov.cn/communication,2024-10-08,,,,,,,,,
空天数据分析平台,分析软件,分析速度：2TB/day,100,人,效率和准确性评估标准,性能标准,2023-11-01,数据创新科技公司,数据分析协会,https://www.datainnovation.org.cn,2024-10-08,,,,,,,,,
空天定位卫星系统,卫星导航设备,精度：±3米,140,人,定位精度评估标准,测量标准,2024-01-20,卫星导航技术公司,国家空间局,https://www.space.gov.cn/navigation,2024-10-08,,,,,,,,,
空天环境监测器,监测设备,监测范围：10公里,75,人,环境质量评估标准,环境标准,2023-09-30,环境监测科技公司,环境保护局,https://www.epa.gov.cn/environmental-monitoring,2024-10-08,,,,,,,,,
空天数据采集装置,采集设备,数据采集频率：5Hz,60,人,数据完整性评估标准,数据标准,2024-02-28,数据采集科技公司,科技部信息中心,https://www.mst.gov.cn/data-collection,2024-10-08,,,,,,,,,
空天遥感影像系统,遥感影像设备,分辨率：0.3米,120,人,影像质量评估标准,图像标准,2024-04-01,遥感影像科技公司,国际遥感组织,https://www.rs.org.cn/remotesensing,2024-10-08,,,,,,,,,
空天探测仪,探测设备,探测范围：200公里,70,人,功能有效性评估标准,功能标准,2023-12-15,探测器研发公司,国家科学与技术委员会,https://www.sct.gov.cn/detection,2024-10-08,,,,,,,,,
空天系统集成平台,集成设备,兼容多种系统,300,人,系统集成效率评估标准,集成标准,2024-05-10,系统集成科技公司,国家技术标准院,https://www.ntsi.gov.cn/integration,2024-10-08,,,,,,,,,
空天监测传感器,监测设备,型号：KJ-600,160,人,环境适应性评估标准,适应性标准,2023-08-15,空天应用科技公司,国家气象局,https://www.cma.gov.cn/sensor,2024-10-08,,,,,,,,,
空天智能通信系统,通信设备,带宽：200MHz,220,人,通信延时评估标准,延时标准,2023-10-05,前沿通信研究中心,中国信息通信研究院,https://www.iii.org.cn/communication,2024-10-08,,,,,,,,,
空天数据分析系统,数据分析软件,分析能力：2TB/day,95,人,分析效率标准,效率标准,2024-03-22,数据智联公司,国家数据局,https://www.ndb.gov.cn/analytics,2024-10-08,,,,,,,,,
空天导航辅助系统,导航设备,精度：±3米,130,人,导航精度评估标准,技术标准,2023-11-12,导航与位置科技公司,国家数字测绘局,https://www.ngdi.gov.cn/navigation,2024-10-08,,,,,,,,,
空天遥感成像系统,遥感设备,分辨率：0.25米,85,人,图像清晰度评估标准,图像标准,2024-04-10,遥感与影像科技公司,中国遥感网,https://www.cresda.gov.cn/imagery,2024-10-08,,,,,,,,,
空天探测器系统,探测器,尺寸：2.2m x 1.2m x 0.6m,65,人,稳定性评估标准,功能标准,2024-01-18,探测与科技创新公司,中国空间技术研究院,https://www.cast.cn/detector,2024-10-08,,,,,,,,,
空天综合监测系统,综合监测设备,类型：多传感器融合,175,人,系统集成评估标准,集成标准,2023-12-01,新一代监测科技公司,中国科技日报,https://www.stdaily.com/monitoring,2024-10-08,,,,,,,,,
空天智能导航仪,导航设备,精度：±2米,110,人,导航效率评估标准,效率标准,2024-05-25,智能导航科技公司,中国航天科工集团,https://www.csic.gov.cn/navigation,2024-10-08,,,,,,,,,
空天数据传输解决方案,数据传输设备,传输速度：1Gbps,140,人,传输稳定性评估标准,稳定性标准,2024-02-28,数据连接科技公司,国际电信联盟,https://www.itu.int/data,2024-10-08,,,,,,,,,
空天环境监测平台,监测平台,型号：KJ-800,125,人,环境影响评估标准,环境标准,2023-11-30,环境监测科技公司,生态环境部,https://www.meeb.gov.cn/environment,2024-10-08,,,,,,,,,
空天气象监测设备,气象设备,监测范围：1000km,175,人,气象数据准确性标准,气象标准,2023-10-05,气象技术研究所,国家气象局,https://www.cma.gov.cn/weather-monitor,2024-10-08,,,,,,,,,
空天生态监测系统,生态监测设备,监测精度：±2米,140,人,生态质量评估标准,环境标准,2023-11-12,生态保护公司,生态环境部,https://www.mee.gov.cn/eco-monitor,2024-10-08,,,,,,,,,
空天数据隐私保护系统,信息安全软件,加密级别：AES-256,60,人,隐私保护评估标准,安全标准,2024-03-01,网络安全技术公司,信息产业部,https://www.miit.gov.cn/cyber-security,2024-10-08,,,,,,,,,
空天遥感影像分析平台,软件平台,处理速度：500幅/小时,95,人,影像分析标准,处理标准,2024-04-10,遥感分析科技公司,中国遥感网,https://www.cresda.cn/image-analysis,2024-10-08,,,,,,,,,
空天防灾系统,预警系统,覆盖范围：500km,130,人,灾害预测标准,安全标准,2023-12-01,防灾科技公司,应急管理部,https://www.mem.gov.cn/disaster-prevention,2024-10-08,,,,,,,,,
空天平台数据共享系统,数据共享软件,共享频率：实时,110,人,数据共享标准,通信标准,2024-02-20,数据共享科技公司,中国信息产业部,https://www.miit.gov.cn/data-sharing,2024-10-08,,,,,,,,,
空天城市规划辅助系统,规划软件,规划分析时间：30分钟,70,人,城市规划标准,规划标准,2023-08-17,城市规划科技公司,国家城市规划局,https://www.naup.gov.cn/city-planning,2024-10-08,,,,,,,,,
空天多源数据整合系统,数据整合软件,整合能力：10TB,85,人,数据整合标准,处理标准,2024-05-15,数据整合科技公司,中国数据整合网络,https://www.dataintegration.cn,2024-10-08,,,,,,,,,
空天无人机智能控制系统,无人机控制软件,控制范围：1500米,160,人,控制精度评估标准,技术标准,2023-09-25,无人机科技公司,航空航天协会,https://www.aerospaceassoc.cn/drone-control,2024-10-08,,,,,,,,,
空天环境监测网络,监测网络,节点数量：50个,220,人,环境监测标准,环境标准,2023-03-18,环境监测公司,生态环境部,https://www.mee.gov.cn/environment-monitor,2024-10-08,,,,,,,,,
空天环境监测系统,监测设备,型号：ENVI-200,160,人,环境影响评估标准,环境标准,2023-11-15,环境技术公司,环境保护局,https://www.epa.gov.cn/envi,2024-10-08,,,,,,,,,
空天自主飞行系统,飞行器,飞行时速：350km/h,250,人,飞行性能评估标准,性能标准,2024-03-22,智能飞行科技有限公司,航空航天科技部,https://www.aerospacetech.gov,2024-10-08,,,,,,,,,
空天实时数据传输系统,数据传输设备,传输速率：1Gbps,140,人,数据传输评估标准,技术标准,2023-12-10,数据通信科技有限公司,中国信息通讯研究院,https://www.cai.gov.cn,2024-10-08,,,,,,,,,
空天卫星成像系统,图像采集设备,分辨率：0.3米,110,人,成像质量评估标准,图像标准,2024-04-17,遥感图像科技公司,中国卫星信息中心,https://www.csrs.org.cn,2024-10-08,,,,,,,,,
空天钻探探测系统,探测器,深度：500米,70,人,探测能力评估标准,功能标准,2024-01-25,深空探测科技公司,国际探测局,https://www.idf.gov,2024-10-08,,,,,,,,,
空天天气监控系统,气象监测设备,监测范围：150公里,130,人,气象监测标准,气象标准,2023-08-05,气象科技公司,中国气象局,https://www.cma.gov.cn,2024-10-08,,,,,,,,,
空天智能决策支持系统,决策软件,功能模块：5个,100,人,决策效率评估标准,管理标准,2024-05-30,智能决策公司,人工智能研究中心,https://www.ai-research.org.cn,2024-10-08,,,,,,,,,
空天风险评估系统,评估软件,评估模型：3种,90,人,风险管理评估标准,管理标准,2024-02-20,风险科技公司,国家安全委员会,https://www.nsc.gov.cn,2024-10-08,,,,,,,,,
空天数据仓库系统,数据存储设备,存储容量：50TB,60,人,存储效率评估标准,性能标准,2024-03-10,数据存储公司,数据管理协会,https://www.datamanagement.org.cn,2024-10-08,,,,,,,,,
空天影像分析平台,分析软件,处理能力：5TB/day,75,人,影像处理标准,技术标准,2024-06-05,影像技术公司,影像科学协会,https://www.imageanalysis.org,2024-10-08,,,,,,,,,
空天智能传感系统,传感设备,精度：±3米,130,人,传感器性能评估标准,性能标准,2023-08-12,智能科技有限公司,科技日报,https://www.stdaily.com,2024-10-08,,,,,,,,,
空天气象监测系统,气象设备,测量范围：-50°C至+50°C,75,人,气象监测标准,环境标准,2024-03-15,气象科技创新中心,国家气象局,http://www.cma.gov.cn,2024-10-08,,,,,,,,,
空天交通监控系统,监控设备,实时流量监测：1000架/小时,60,人,交通安全评估标准,安全标准,2024-04-22,交通科学研究院,交通运输部,http://www.mt.gov.cn,2024-10-08,,,,,,,,,
空天卫星通信系统,卫星设备,频率范围：1GHz-40GHz,140,人,通信稳定性标准,技术标准,2023-11-01,太空通信有限公司,卫星发射中心,https://www.spaceflightnews.com,2024-10-08,,,,,,,,,
空天无人机监视系统,无人机,飞行时间：12小时,85,人,无人机性能评估标准,技术标准,2024-05-10,无人机技术公司,中国无人机网,http://www.china-uav.com,2024-10-08,,,,,,,,,
空天地面支持系统,地面设备,支持容量：500个任务,100,人,地面操作效率标准,操作标准,2023-12-01,地面支持科技有限公司,航天科技报,http://www.space-news.cn,2024-10-08,,,,,,,,,
空天三维地图生成系统,地图软件,生成速率：实时更新,95,人,地图精度标准,测量标准,2024-01-20,三维科技公司,地理信息协会,https://www.geoinfo.org.cn,2024-10-08,,,,,,,,,
空天应急响应系统,应急设备,反应时间：30分钟内,125,人,应急效率标准,反应标准,2024-02-29,应急管理科技公司,应急管理部,http://www.mem.gov.cn,2024-10-08,,,,,,,,,
空天深空通信系统,深空设备,传输距离：> 100万公里,65,人,深空通信质量标准,技术标准,2023-10-18,深空探测研究所,中国航天报,http://www.spacechina.com,2024-10-08,,,,,,,,,
空天实时监控系统,监控软件,响应时间：< 1秒,110,人,监控效率评估标准,技术标准,2023-09-15,监控科技有限公司,信息安全部,http://www.mps.gov.cn,2024-10-08,,,,,,,,,
空天环境监测系统,环境监测设备,型号：EM-200,120,人,环境影响评估标准,环境标准,2023-11-15,环境科技公司,中国环境保护部,https://www.mee.gov.cn/environment,2024-10-08,,,,,,,,,
空天物联网平台,物联网设备,连接数：5000个设备,180,人,连接性评估标准,技术标准,2024-01-12,物联网技术研究中心,中国信息产业部,https://www.mii.gov.cn/iot,2024-10-08,,,,,,,,,
空天卫星数据分析工具,分析软件,处理能力：2TB/day,70,人,数据分析效率标准,性能标准,2023-10-21,数据分析技术公司,国家卫星气象中心,https://www.nmsc.gov.cn,2024-10-08,,,,,,,,,
空天决策支持系统,决策系统,决策速度：实时,95,人,决策准确性评估标准,决策标准,2024-03-30,决策科技研究院,国家发改委,https://www.ndrc.gov.cn,2024-10-08,,,,,,,,,
空天遥感影像管理软件,影像管理软件,存储容量：500TB,60,人,影像存储安全标准,安全标准,2023-08-05,遥感数据处理中心,中国遥感网,https://www.cresda.cn,2024-10-08,,,,,,,,,
空天无人机监控系统,无人机设备,飞行时间：8小时,110,人,飞行稳定性评估标准,性能标准,2023-12-01,无人机技术公司,国家无人机管理局,https://www.uav.gov.cn,2024-10-08,,,,,,,,,
空天气象数据集成系统,数据集成软件,集成能力：实时传输,130,人,气象数据集成标准,技术标准,2024-04-18,气象技术研究所,国家气象局,https://www.cma.gov.cn,2024-10-08,,,,,,,,,
空天安全监控系统,监控设备,监控范围：300km²,100,人,安全监控标准,安全标准,2023-09-15,安全技术公司,国家安全局,https://www.nsa.gov.cn,2024-10-08,,,,,,,,,
空天地理信息系统,信息系统,更新频率：每日,90,人,信息更新准确度标准,信息标准,2024-05-05,地理信息技术公司,国家地理信息局,https://www.ngcc.cn,2024-10-08,,,,,,,,,
空天监视系统,监测设备,型号：KJ-600,180,人,功能性评估标准,功能标准,2023-08-15,监测科技发展公司,科技日报,https://www.stdaily.com/,2024-10-08,,,,,,,,,
空天数据传输系统,通信设备,传输速率：1Gbps,250,人,网络性能评估标准,性能标准,2023-10-05,中国电子科技有限公司,国家发展和改革委员会,https://www.ndrc.gov.cn/,2024-10-08,,,,,,,,,
空天探测卫星,卫星设备,重量：330kg,300,人,发射成功率评估标准,技术标准,2024-03-22,航天科学技术研究院,航天科技集团,https://www.casc.cn/,2024-10-08,,,,,,,,,
空天安全防护系统,安全设备,防护级别：IV级,75,人,安全性评估标准,安全标准,2023-12-01,安全技术公司,信息产业部,https://www.miit.gov.cn/,2024-10-08,,,,,,,,,
空天调度系统,调度软件,用户容量：500人,110,人,运营效率评估标准,效率标准,2024-04-18,调度科技有限公司,中国信息通信研究院,https://www.caict.ac.cn/,2024-10-08,,,,,,,,,
空天通信终端,通信设备,兼容性：多平台,60,人,设备性能评估标准,性能标准,2023-11-30,现代通信科技有限公司,电子技术应用,http://www.elecfans.com/,2024-10-08,,,,,,,,,
空天智能导航平台,导航软件,算法版本：v2.3,130,人,导航精度评估标准,测量标准,2024-01-15,智能导航技术公司,国家测绘局,https://www.ngcc.cn/navigation,2024-10-08,,,,,,,,,
空天虚拟仿真系统,仿真软件,并发用户：大于1000,85,人,性能稳定性标准,性能标准,2024-02-10,虚拟现实技术公司,计算机科学协会,https://www.ccf.org.cn/,2024-10-08,,,,,,,,,
空天图像处理平台,数据处理软件,处理速度：5TB/day,95,人,图像处理效率标准,效率标准,2024-05-05,图像处理技术公司,行业数据分析中心,https://www.idac.org.cn/,2024-10-08,,,,,,,,,
空天能源管理系统,管理软件,能耗优化：>=20%,140,人,能源效率评估标准,环境标准,2023-04-25,环保科技公司,可再生能源协会,https://www.renewable.org.cn/,2024-10-08,,,,,,,,,
空天集成平台,综合系统,系统架构：分布式,250,人,整体性能评估标准,综合标准,2023-11-12,空天科技集团,行业研究协会,https://www.spaceindustry.org,2024-10-08,,,,,,,,,
空天气象监测仪,气象设备,灵敏度：1°C,70,人,气象数据评估标准,环境标准,2024-03-14,天文气象研究中心,中国气象局,https://www.cma.gov.cn,2024-10-08,,,,,,,,,
空天应急响应系统,应急设备,响应时间：≤30s,100,人,应急响应评估标准,反应标准,2024-05-07,应急管理部,国家安全网,https://www.safety.gov.cn,2024-10-08,,,,,,,,,
空天无人机监控系统,无人机系统,飞行高度：3000米,45,人,无人机性能评估标准,飞行标准,2023-12-01,无人机科技公司,无人机行业协会,https://www.droneassociation.cn,2024-10-08,,,,,,,,,
空天激光雷达系统,测量设备,测量精度：±3cm,90,人,激光雷达评估标准,测量标准,2024-01-20,地理信息科技公司,国际测量协会,https://www.igs.org,2024-10-08,,,,,,,,,
空天卫星信号增强器,信号增强设备,增益：20dB,120,人,信号质量评估标准,信号标准,2023-10-11,卫星通信科技公司,中国卫星网,https://www.chinasatellite.cn,2024-10-08,,,,,,,,,
空天通信安全系统,安全设备,加密等级：AES-256,130,人,安全性评估标准,安全标准,2024-02-28,信息安全学院,信息产业部,https://www.miit.gov.cn,2024-10-08,,,,,,,,,
空天航天器监控系统,监控设备,实时监控：每秒一次,60,人,航天器监控评估标准,监控标准,2024-04-16,航天监控技术公司,航天研究院,https://www.aerospace.edu.cn,2024-10-08,,,,,,,,,
空天智能分析平台,分析软件,分析速度：实时处理,40,人,数据分析评估标准,性能标准,2023-08-25,智联科技公司,科技日报,https://www.stdaily.com,2024-10-08,,,,,,,,,
空天地面站设备,地面设备,接收频率：2.4GHz,80,人,接收性能评估标准,接收标准,2024-03-30,地面通信科技公司,国家通信管理局,https://www.caict.ac.cn,2024-10-08,,,,,,,,,
空天宇航系统,航空航天设备,载重：500kg,300,人,载荷评估标准,性能标准,2024-03-15,宇航科技公司,航天科研院,https://www.spaceacademy.org.cn,2024-10-08,,,,,,,,,
空天成像传感器,成像设备,图像分辨率：1米,110,人,成像质量评估标准,图像标准,2023-11-22,成像技术公司,国际成像委员会,https://www.imagingcouncil.org,2024-10-08,,,,,,,,,
空天气象监测系统,监测设备,气象数据获取间隔：5分钟,70,人,气象数据评估标准,技术标准,2023-12-01,气象局,国家气象网,https://www.cma.gov.cn,2024-10-08,,,,,,,,,
空天火箭推进系统,推进设备,推力：200kN,180,人,推力评估标准,安全标准,2024-02-20,航天推进公司,航天科技论坛,https://www.spaceforum.cn,2024-10-08,,,,,,,,,
空天计算平台,云计算平台,计算能力：5000万次/秒,250,人,计算性能评估标准,性能标准,2024-04-18,云计算科技公司,科技发展新机遇,https://www.innovationtech.org,2024-10-08,,,,,,,,,
空天轨道仿真系统,仿真设备,仿真时间：实时,65,人,仿真效果评估标准,测试标准,2024-01-05,仿真科技公司,航天仿真协会,https://www.simulation.org.cn,2024-10-08,,,,,,,,,
空天资源管理系统,管理软件,用户数量：1000+,40,人,管理效率评估标准,管理标准,2024-03-24,资源管理技术公司,资源开发局,https://www.resourceagency.gov.cn,2024-10-08,,,,,,,,,
空天防御系统,防御设备,反应时间：0.2秒,220,人,反应能力评估标准,防御标准,2023-10-30,国防科技公司,国防部,https://www.mod.gov.cn,2024-10-08,,,,,,,,,
空天月球探测器,探测器,探测范围：月球表面,55,人,探测能力评估标准,功能标准,2024-05-10,月球探索科技公司,月球研究中心,https://www.lunarresearch.org,2024-10-08,,,,,,,,,
空天智能监控系统,监控设备,监控范围：100km^2,130,人,监控可靠性评估标准,监控标准,2024-06-01,智能监控公司,科技前沿出版社,https://www.techfrontierpress.com,2024-10-08,,,,,,,,,
空天环境监测系统,监测设备,型号：KJ-600,175,人,环境影响评估标准,环境标准,2023-04-15,环境保护科技公司,环境部,https://www.meep.gov.cn/envmon,2024-10-08,,,,,,,,,
