年月,企业,直营收入占比,单位,经销收入占比,单位.1,电商收入占比,单位.2,前五大客户占比,单位.3,最大客户占比,单位.4,采集来源,来源链接,采集时间,备注
2022,COS,40.0,%,40.0,%,20.0,%,50.0,%,12.0,%,H&M集团官网,https://hmgroup.com,,
2023,路易威登,50.0,%,30.0,%,20.0,%,25.0,%,10.0,%,LVMH年报,https://www.lvmh.com,,
2022,古驰,40.0,%,45.0,%,15.0,%,60.0,%,12.0,%,古驰官方网站,https://www.gucci.com,,
2021,斯凯奇,37.0,%,40.0,%,23.0,%,50.0,%,12.0,%,斯凯奇财务报告,https://www.skechers.com,,
2023,Ochirly,25.0,%,50.0,%,25.0,%,55.0,%,10.0,%,服装企业协会,https://www.clothingassociation.com,,
2022,七匹狼,30.0,%,55.0,%,15.0,%,30.0,%,5.0,%,七匹狼官网,https://www.7wolves.com.cn,,
2023,Zara,30.0,%,40.0,%,30.0,%,70.0,%,15.0,%,Zara官方网站,https://www.zara.com,,
2022,Forest,28.5,%,47.0,%,24.5,%,40.0,%,10.0,%,中国服装协会,https://www.chinaapparel.org,,
2023,利郎,20.0,%,60.0,%,20.0,%,55.0,%,12.0,%,Fashion Business,https://www.fashionbusiness.com,,
2023,BOSE,15.0,%,65.0,%,20.0,%,50.0,%,18.5,%,BOSE官方网站,https://www.bose.com,,
2022,Gymshark,40.0,%,35.0,%,25.0,%,35.0,%,10.5,%,Gymshark财务报告,https://www.gymshark.com,,
2023,Nike,45.0,%,30.0,%,25.0,%,80.0,%,20.0,%,Nike财报,https://www.nike.com,,
2021,Forever 21,25.5,%,50.0,%,24.5,%,22.0,%,5.0,%,Forever 21官网,https://www.forever21.com,,
2023,H&M,20.0,%,60.0,%,20.0,%,75.0,%,22.0,%,H&M年度报告,https://hmgroup.com,,
2022,Lululemon,35.0,%,25.0,%,40.0,%,30.0,%,12.0,%,Lululemon官网,https://www.lululemon.com,,
2023,Adidas,32.5,%,35.0,%,32.5,%,85.0,%,25.0,%,Adidas年度数据,https://www.adidas.com,,
2022,Puma,33.0,%,40.0,%,27.0,%,65.0,%,19.0,%,Puma官网,https://www.puma.com,,
2023,Lands' End,25.0,%,50.0,%,25.0,%,50.0,%,12.0,%,Lands' End官网,https://www.landsend.com,,
2022,OVS,36.5,%,44.5,%,19.0,%,45.0,%,5.0,%,OVS官网,https://www.ovs.it,,
2023,Bestseller,20.0,%,55.0,%,25.0,%,35.0,%,14.0,%,Bestseller官网,https://www.bestseller.com,,
2022,Kappa,28.0,%,50.0,%,22.0,%,60.0,%,20.0,%,Kappa官方平台,https://www.kappa.com,,
2021,Marc O'Polo,30.0,%,50.0,%,20.0,%,30.0,%,9.0,%,Marc O'Polo官网,https://www.marc-o-polo.com,,
2023,Mango,35.0,%,40.0,%,25.0,%,75.0,%,20.0,%,Mango官网,https://shop.mango.com,,
2023,Zara,33.0,%,45.0,%,22.0,%,50.0,%,8.0,%,Zara年度报告,https://www.zara.com,,
2022,Nike,40.0,%,30.0,%,30.0,%,75.0,%,15.0,%,Nike官方网站,https://www.nike.com,,
2023,Adidas,35.0,%,40.0,%,25.0,%,65.0,%,10.0,%,Adidas财务报告,https://www.adidas.com,,
2022,Forever 21,20.0,%,50.0,%,30.0,%,25.0,%,5.0,%,Forever 21官方新闻,https://www.forever21.com,,
2023,Puma,28.0,%,50.0,%,22.0,%,55.0,%,12.0,%,体育产业经济网,https://www.sportsbusiness.com,,
2022,H&M,30.0,%,50.0,%,20.0,%,40.0,%,9.0,%,H&M社交媒体,https://www.hm.com,,
2024,Lululemon,45.0,%,35.0,%,20.0,%,30.0,%,6.0,%,Lululemon官方公告,https://www.lululemon.com,,
2023,快时尚,38.0,%,32.0,%,30.0,%,70.0,%,9.0,%,市场调研报告,https://www.marketresearch.com,,
2022,Lands' End,20.0,%,50.0,%,30.0,%,25.0,%,3.0,%,Lands' End财务数据,https://www.landsend.com,,
2022,AMH,36.0,%,44.0,%,20.0,%,52.0,%,11.0,%,服装趋势分析网,https://www.fashiontrend.com,,
2024,Burberry,50.0,%,30.0,%,20.0,%,40.0,%,5.0,%,Burberry官方网站,https://www.burberry.com,,
2023,Lululemon,48.0,%,32.0,%,20.0,%,60.0,%,10.0,%,健身服饰协会,https://www.fitnessapparel.org,,
2023,Studio,26.0,%,54.0,%,20.0,%,53.0,%,14.0,%,时尚杂志,https://www.fashionmagazine.com,,
2022,Kappa,29.0,%,36.0,%,35.0,%,45.0,%,8.0,%,Kappa审计报告,https://www.kappa.com,,
2024,New Balance,37.0,%,40.0,%,23.0,%,20.0,%,7.0,%,New Balance年度报告,https://www.newbalance.com,,
2023,Mango,25.0,%,55.0,%,20.0,%,42.0,%,9.0,%,Mango官方网络,https://shop.mango.com,,
2022,Chanel,45.0,%,25.0,%,30.0,%,50.0,%,4.0,%,Chanel官方财报,https://www.chanel.com,,
2023,Zara,30.0,%,50.0,%,20.0,%,55.0,%,15.0,%,Inditex年度报告,https://www.inditex.com,,
2023,Lee,22.0,%,40.0,%,38.0,%,45.0,%,10.0,%,VF Corporation财务报告,https://www.vfc.com,,
2024,Nike,40.0,%,30.0,%,30.0,%,70.0,%,25.0,%,Nike Investor Relations,https://investors.nike.com,,
2023,Puma,28.0,%,50.0,%,22.0,%,52.0,%,18.0,%,Puma财务分析,https://about.puma.com,,
2022,H&M,45.0,%,30.0,%,25.0,%,60.0,%,20.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2023,Adidas,35.0,%,45.0,%,20.0,%,65.0,%,24.0,%,Adidas官方网站,https://www.adidas.cn,,
2024,Lululemon,50.0,%,25.0,%,25.0,%,55.0,%,15.0,%,Lululemon Investor Relations,https://shop.lululemon.com,,
2023,Bershka,27.0,%,30.0,%,43.0,%,40.0,%,12.0,%,Inditex即时报告,https://www.inditex.com,,
2022,C&A,30.0,%,50.0,%,20.0,%,35.0,%,10.0,%,C&A官网报告,https://www.c-and-a.com,,
2023,Forever 21,20.0,%,60.0,%,20.0,%,50.0,%,13.0,%,Fashion Retail News,https://www.fashionretailnews.com,,
2022,Stradivarius,33.0,%,37.0,%,30.0,%,45.0,%,17.0,%,Inditex年度评估,https://www.inditex.com,,
2024,Boohoo,24.0,%,36.0,%,40.0,%,60.0,%,20.0,%,Boohoo年度财报,https://www.boohoo.com,,
2023,ASOS,20.0,%,25.0,%,55.0,%,50.0,%,10.0,%,ASOS财务报告,https://www.asos.com,,
2024,New Look,29.0,%,38.0,%,33.0,%,55.0,%,12.0,%,New Look年度报告,https://www.newlook.com,,
2023,Reiss,32.0,%,45.0,%,23.0,%,48.0,%,14.0,%,Reiss官方网站,https://www.reiss.com,,
2024,American Eagle,35.0,%,30.0,%,35.0,%,60.0,%,15.0,%,American Eagle年度报告,https://www.ae.com,,
2022,Cotton On,27.0,%,28.0,%,45.0,%,50.0,%,20.0,%,Cotton On官方网站,https://cottonon.com,,
2023,Nike,40.0,%,30.0,%,30.0,%,50.0,%,18.0,%,Nike年度报告,https://www.nike.com,,
2023,Zara,35.0,%,25.0,%,40.0,%,55.0,%,14.5,%,Inditex财报,https://www.inditex.com,,
2022,Adidas,28.0,%,42.0,%,30.0,%,70.0,%,25.0,%,Adidas官网,https://www.adidas.com,,
2023,Puma,32.0,%,50.0,%,18.0,%,60.0,%,22.0,%,Puma年度报告,https://about.puma.com,,
2022,Forever 21,20.0,%,45.0,%,35.0,%,40.0,%,15.0,%,Forever 21投资者关系,https://www.forever21.com/us/shop/investorrelations,,
2023,H&M,25.0,%,60.0,%,15.0,%,50.0,%,10.0,%,H&M官方网站,https://hm.com,,
2022,Lululemon,50.0,%,30.0,%,20.0,%,35.0,%,20.0,%,Lululemon官方财报,https://shop.lululemon.com,,
2023,Mango,30.0,%,40.0,%,30.0,%,65.0,%,15.0,%,Mango年度报告,https://shop.mango.com,,
2022,GAP,26.0,%,54.0,%,20.0,%,48.0,%,16.0,%,GAP投资者信息,https://www.gapinc.com,,
2023,潮流前线,45.0,%,35.0,%,20.0,%,20.0,%,5.0,%,公司公告,https://www.trendyline.com,,
2023,美特斯邦威,30.0,%,50.0,%,20.0,%,10.0,%,2.0,%,服装企业联合会,https://www.apparelassociation.com,,
2022,安踏,55.0,%,30.0,%,15.0,%,80.0,%,28.0,%,FashionBusiness,https://www.fashionbusiness.com/,,
2023,UNIQLO,30.0,%,40.0,%,30.0,%,25.0,%,10.0,%,UNIQLO官网,https://www.uniqlo.com,,
2022,Reserved,20.0,%,60.0,%,20.0,%,15.0,%,5.0,%,Reserved官网,https://www.reserved.com,,
2023,Ochirly,21.0,%,50.0,%,29.0,%,60.0,%,12.0,%,服装企业联合会,https://www.apparelassociation.com,,
2022,红豆,35.0,%,45.0,%,20.0,%,30.0,%,8.0,%,红豆科技,https://www.hongdou.com,,
2023,Gucci,45.0,%,25.0,%,30.0,%,62.0,%,21.0,%,Gucci年度报告,https://www.gucci.com,,
2023,Zara,29.0,%,55.0,%,16.0,%,62.0,%,9.0,%,Inditex报告,https://www.inditex.com,,
2022,苏宁易购,35.0,%,40.0,%,25.0,%,72.0,%,15.0,%,行业报告,https://www.suning.com,,
2023,Lululemon,40.0,%,30.0,%,30.0,%,50.0,%,10.5,%,Lululemon官网,https://shop.lululemon.com,,
2022,PUMA,20.0,%,50.0,%,30.0,%,65.0,%,12.0,%,PUMA财报,https://about.puma.com,,
2023,优衣库,27.0,%,45.0,%,28.0,%,55.0,%,13.0,%,优衣库官网,https://www.uniqlo.com,,
2022,FILA,50.0,%,30.0,%,20.0,%,40.0,%,11.0,%,FILA年度报告,https://www.fila.com,,
2023,Nike,38.0,%,42.0,%,20.0,%,75.0,%,14.0,%,Nike官网,https://www.nike.com,,
2021,H&M,30.0,%,40.0,%,30.0,%,58.0,%,8.0,%,H&M年度报告,https://hmgroup.com,,
2022,贸大服饰,55.0,%,25.0,%,20.0,%,68.0,%,16.0,%,FashionNetwork,https://www.fashionnetwork.com,,
2021,李宁,75.0,%,15.0,%,10.0,%,80.0,%,18.0,%,李宁官方网站,https://www.lining.com,,
2023,优衣库（UNIQLO）,40.0,%,30.0,%,30.0,%,65.0,%,12.0,%,FashionRetail,https://www.fashionretail.com,,
2022,小米服饰,32.0,%,48.0,%,20.0,%,60.0,%,8.0,%,小米官网,https://www.mi.com,,
2023,Adidas,30.0,%,50.0,%,20.0,%,62.0,%,9.0,%,Adidas官网,https://www.adidas.com,,
2022,木鸟服饰,20.0,%,60.0,%,20.0,%,54.0,%,11.0,%,潮流先锋,https://www.trendy.com,,
2023,绫致时装,45.0,%,30.0,%,25.0,%,55.0,%,13.0,%,绫致时装年度报告,https://www.bestseller.com,,
2021,童趣品牌,33.0,%,47.0,%,20.0,%,70.0,%,14.0,%,童趣市场分析,http://www.childrensbrand.com,,
2023,耐克,50.0,%,30.0,%,20.0,%,55.0,%,15.0,%,Nike官方网站,https://www.nike.com,,
2023,ZARA,38.0,%,45.0,%,17.0,%,48.0,%,14.0,%,ZARA年度报告,https://www.zara.com,,
2022,H&M,28.0,%,50.0,%,22.0,%,65.0,%,10.0,%,H&M财务分析,https://hmgroup.com/investors/,,
2023,Adidas,30.5,%,43.5,%,26.0,%,70.0,%,8.0,%,Adidas官方报告,https://www.adidas.com,,
2021,PUMA,32.0,%,50.0,%,18.0,%,60.0,%,9.0,%,PUMA官方网站,https://www.puma.com,,
2022,拉夏贝尔,40.0,%,35.0,%,25.0,%,30.0,%,12.0,%,拉夏贝尔年度报告,https://www.lapalette.com,,
2023,契尔,20.0,%,50.0,%,30.0,%,40.0,%,10.0,%,契尔官方网站,https://www.chic.com,,
2022,斯凯奇,34.0,%,40.0,%,26.0,%,50.0,%,11.0,%,斯凯奇财务信息,https://www.skechers.com,,
2023,Forever 21,28.0,%,45.0,%,27.0,%,32.0,%,5.0,%,Forever 21官方网站,https://www.forever21.com,,
2022,奥康,29.5,%,46.0,%,24.5,%,41.0,%,8.5,%,中国鞋业协会,http://www.chinashoe.org,,
2022,李宁,52.0,%,28.0,%,20.0,%,56.0,%,12.0,%,李宁集团官网,http://www.lining.com,,
2023,UR,19.0,%,50.0,%,31.0,%,22.0,%,11.0,%,UR官方公告,https://www.ur.com,,
2023,贝蒂牛,37.0,%,41.0,%,22.0,%,38.0,%,6.0,%,贝蒂牛官方网站,https://www.betinow.com,,
2021,八十年代,20.0,%,60.0,%,20.0,%,15.0,%,3.0,%,八十年代官网,http://www.80s.com,,
2022,Amante,25.0,%,50.0,%,25.0,%,30.0,%,5.0,%,Amante官方网站,https://www.amante.com,,
2023,Calvin Klein,40.0,%,35.0,%,25.0,%,60.0,%,9.0,%,Calvin Klein官网,https://www.calvinklein.com,,
2021,GAP Kids,30.0,%,50.0,%,20.0,%,12.0,%,4.0,%,GAP Kids官网,https://www.gapkids.com,,
2023,ZARA,28.0,%,50.0,%,22.0,%,45.0,%,9.5,%,ZARA年度报告,https://www.zara.com,,
2023,Nike,31.0,%,45.0,%,24.0,%,70.0,%,11.0,%,Nike Investor Relations,https://investors.nike.com,,
2023,Anta,65.0,%,20.0,%,15.0,%,85.0,%,20.0,%,Anta年度财报,https://www.anta.com,,
2022,H&M,26.0,%,54.0,%,20.0,%,65.0,%,10.0,%,H&M年度报告,https://hmgroup.com,,
2023,Forever 21,20.0,%,60.0,%,20.0,%,55.0,%,15.0,%,Forever 21财报,https://www.forever21.com,,
2022,Adidas,28.0,%,50.0,%,22.0,%,60.0,%,12.0,%,Adidas官网,https://www.adidas.com,,
2022,Lululemon,35.0,%,30.0,%,35.0,%,40.0,%,5.0,%,Lululemon年度报告,https://shop.lululemon.com,,
2022,ASOS,22.0,%,50.0,%,28.0,%,58.0,%,10.0,%,ASOS官方财报,https://www.asos.com,,
2022,FILA,40.0,%,45.0,%,15.0,%,80.0,%,10.0,%,FILA中国官网,https://www.fila.com.cn,,
2023,Puma,26.5,%,49.5,%,24.0,%,68.0,%,14.0,%,Puma年度报告,https://about.puma.com,,
2023,Vans,25.0,%,35.0,%,40.0,%,60.0,%,8.0,%,Vans官方网站,https://www.vans.com,,
2022,SIMPLE,30.0,%,40.0,%,30.0,%,55.0,%,7.0,%,SIMPLE财务报告,https://www.simple.com.cn,,
2023,Xiaomi,50.0,%,30.0,%,20.0,%,40.0,%,5.0,%,Xiaomi官方网站,https://www.mi.com,,
2022,Decathlon,35.0,%,50.0,%,15.0,%,60.0,%,10.0,%,Decathlon年度报告,https://www.decathlon.com,,
2023,Aerie,29.0,%,55.0,%,16.0,%,52.0,%,7.0,%,Aerie官网,https://www.aerie.com,,
2022,Mango,20.0,%,70.0,%,10.0,%,30.0,%,6.0,%,Mango财务报告,https://shop.mango.com,,
2023,Lands' End,30.0,%,50.0,%,20.0,%,45.0,%,9.0,%,Lands' End官网,https://www.landsend.com,,
2023,Bershka,24.0,%,57.0,%,19.0,%,53.0,%,8.0,%,Bershka官网,https://www.bershka.com,,
2023,Zara,35.0,%,40.0,%,25.0,%,50.0,%,8.0,%,Inditex年度报告,https://www.inditex.com,,
2023,H&M,28.0,%,45.0,%,27.0,%,57.0,%,9.0,%,H&M公司官网,https://www.hm.com,,
2022,Nike,50.0,%,30.0,%,20.0,%,55.0,%,10.0,%,Nike财报,https://investors.nike.com,,
2022,Lululemon,40.0,%,35.0,%,25.0,%,42.0,%,11.0,%,Lululemon投资者关系,https://www.lululemon.com,,
2023,Adidas,45.0,%,35.0,%,20.0,%,64.0,%,13.0,%,Adidas官方网站,https://www.adidas-group.com,,
2022,Puma,30.0,%,50.0,%,20.0,%,39.0,%,12.0,%,Puma年度投资者报告,https://about.puma.com,,
2023,Chanel,60.0,%,20.0,%,20.0,%,70.0,%,14.0,%,Chanel财务报告,https://www.chanel.com,,
2023,Balenciaga,55.0,%,25.0,%,20.0,%,65.0,%,16.0,%,Kering集团年度报告,https://www.kering.com,,
2022,Uniqlo Japan,50.0,%,30.0,%,20.0,%,58.0,%,9.0,%,Fast Retailing官网,https://www.fastretailing.com,,
2023,The North Face,35.0,%,40.0,%,25.0,%,50.0,%,11.0,%,VF Corporation投资者关系,https://www.vfc.com,,
2023,Cotton On,40.0,%,30.0,%,30.0,%,40.0,%,9.5,%,Cotton On官方资料,https://cottonon.com,,
2023,Hollister,32.0,%,38.0,%,30.0,%,45.0,%,10.5,%,Abercrombie & Fitch季度报告,https://www.abercrombie.com,,
2022,Ralph Lauren,48.0,%,32.0,%,20.0,%,60.0,%,10.0,%,Ralph Lauren官网,https://www.ralphlauren.com,,
2023,GAP China,28.0,%,52.0,%,20.0,%,55.0,%,7.5,%,GAP官网,https://www.gap.com,,
2023,Boohoo,20.0,%,40.0,%,40.0,%,30.0,%,5.0,%,Boohoo年度报告,https://www.boohoo.com,,
2023,ASOS,25.0,%,50.0,%,25.0,%,35.0,%,9.0,%,ASOS投资者关系,https://www.asos.com,,
2023,ZARA,32.0,%,50.0,%,18.0,%,45.0,%,10.0,%,ZARA年度报告,https://www.zara.com,,
2022,LC Waikiki,21.0,%,64.0,%,15.0,%,75.0,%,20.0,%,LC Waikiki官方网站,https://www.lcwaikiki.com,,
2023,H&M,30.0,%,50.0,%,20.0,%,55.0,%,8.0,%,H&M官网,https://www.hm.com,,
2021,Nike,40.0,%,45.0,%,15.0,%,50.0,%,12.0,%,Nike财报,https://www.nike.com,,
2022,Puma,28.0,%,52.0,%,20.0,%,60.0,%,15.0,%,Puma官方网站,https://www.puma.com,,
2023,Adidas,35.0,%,40.0,%,25.0,%,65.0,%,17.0,%,Adidas财务报告,https://www.adidas.com,,
2022,Forever 21,15.0,%,40.0,%,45.0,%,30.0,%,5.0,%,Forever 21官网,https://www.forever21.com,,
2023,Lululemon,50.0,%,30.0,%,20.0,%,40.0,%,8.0,%,Lululemon档案,https://www.lululemon.com,,
2022,Champion,30.0,%,40.0,%,30.0,%,55.0,%,10.0,%,Champion官网,https://www.champion.com,,
2023,Mango,28.0,%,62.0,%,10.0,%,50.0,%,2.0,%,Mango财务报告,https://shop.mango.com,,
2022,Stradivarius,20.0,%,70.0,%,10.0,%,40.0,%,6.0,%,Stradivarius官方网站,https://www.stradivarius.com,,
2023,Bershka,33.0,%,50.0,%,17.0,%,55.0,%,9.0,%,Bershka官网,https://www.bershka.com,,
2023,COS,41.0,%,39.0,%,20.0,%,25.0,%,8.0,%,COS官网,https://www.cosstores.com,,
2022,Theory,45.0,%,35.0,%,20.0,%,30.0,%,7.0,%,Theory官网,https://www.theory.com,,
2023,Aritzia,38.0,%,32.0,%,30.0,%,50.0,%,5.0,%,Aritzia官网,https://www.aritzia.com,,
2023,Everlane,50.0,%,30.0,%,20.0,%,45.0,%,9.0,%,Everlane官网,https://www.everlane.com,,
2023,Banana Republic,27.0,%,53.0,%,20.0,%,40.0,%,10.0,%,Banana Republic官网,https://www.bananarepublic.com,,
2023,Zara,35.0,%,45.0,%,20.0,%,55.0,%,8.0,%,ZARA企业报告,https://www.inditex.com/,,
2022,优衣库,40.0,%,30.0,%,30.0,%,70.0,%,15.0,%,优衣库财务数据,https://www.fastretailing.com/,,
2023,百丽,28.0,%,50.0,%,22.0,%,60.0,%,9.0,%,百丽国际,https://www.belleinternational.com/,,
2023,Lululemon,42.0,%,38.0,%,20.0,%,50.0,%,12.0,%,Lululemon年度财报,https://www.lululemon.com/,,
2022,H&M,33.0,%,47.0,%,20.0,%,65.0,%,10.0,%,H&M官方网站,https://hm.com,,
2023,方程式,18.0,%,60.0,%,22.0,%,40.0,%,14.0,%,时尚商业,https://www.fashionbusiness.com/,,
2023,Nike,37.0,%,41.0,%,22.0,%,80.0,%,20.0,%,Nike年度财报,https://www.nike.com/,,
2022,Adidas,30.0,%,50.0,%,20.0,%,75.0,%,18.0,%,Adidas官方网站,https://www.adidas.com/,,
2022,Mango,30.0,%,40.0,%,30.0,%,55.0,%,7.0,%,Mango财务报告,https://shop.mango.com/,,
2023,Forest,20.0,%,50.0,%,30.0,%,65.0,%,5.0,%,Forest集团,https://www.forestgroup.com/,,
2022,Asics,32.0,%,39.0,%,29.0,%,72.0,%,10.0,%,Asics官方网站,https://www.asics.com/,,
2023,Puma,34.0,%,46.0,%,20.0,%,68.0,%,12.0,%,Puma年度报告,https://www.puma.com/,,
2022,Lacoste,22.0,%,60.0,%,18.0,%,50.0,%,11.0,%,Lacoste财务数据,https://www.lacoste.com/,,
2022,Kate Spade,25.0,%,55.0,%,20.0,%,65.0,%,14.0,%,Kate Spade财务报告,https://www.katespade.com/,,
2023,Forever 21,21.0,%,59.0,%,20.0,%,62.0,%,15.0,%,Forever 21年度分析,https://www.forever21.com/,,
2023,Ecco,29.0,%,55.0,%,16.0,%,48.0,%,13.0,%,Ecco集团官方网站,https://www.ecco.com/,,
2023,Zara,28.0,%,50.0,%,22.0,%,45.0,%,11.0,%,Inditex集团财务报告,https://www.inditex.com,,
2022,H&M,35.0,%,40.0,%,25.0,%,52.0,%,10.0,%,H&M年度报告,https://hmgroup.com/investors/,,
2023,Nike,45.5,%,30.0,%,24.5,%,66.0,%,14.0,%,Nike投资者关系,https://investors.nike.com,,
2021,Adidas,40.0,%,35.0,%,25.0,%,50.0,%,15.0,%,AdidasGroup官方数据,https://www.adidas-group.com,,
2023,Lululemon,52.0,%,33.0,%,15.0,%,68.0,%,9.0,%,Lululemon投资者关系,https://investors.lululemon.com,,
2022,Puma,37.0,%,48.0,%,15.0,%,49.0,%,8.0,%,Puma年度报告,https://about.puma.com,,
2023,Forever 21,18.0,%,50.0,%,32.0,%,40.0,%,10.5,%,Forever 21财务报告,https://www.forever21.com/us/shop/investorrelations,,
2023,Lands' End,40.0,%,35.0,%,25.0,%,65.0,%,12.0,%,Lands' End官方网站,https://www.landsend.com,,
2022,Aerie,30.0,%,40.0,%,30.0,%,55.0,%,7.0,%,American Eagle Outfitters财报,https://www.aeo-inc.com,,
2023,Boohoo,15.0,%,75.0,%,10.0,%,50.0,%,12.0,%,Boohoo财务报告,https://www.boohoo.com,,
2021,Cos,32.0,%,38.0,%,30.0,%,55.0,%,9.0,%,H&M财报,https://hmgroup.com/investors/,,
2023,Massimo Dutti,40.0,%,45.0,%,15.0,%,70.0,%,8.0,%,Inditex集团财务报告,https://www.inditex.com,,
2022,Superdry,24.0,%,52.0,%,24.0,%,35.0,%,6.0,%,Superdry财务报告,https://www.superdry.com,,
2023,Everlane,33.0,%,44.0,%,23.0,%,48.0,%,11.0,%,Everlane财务报告,https://www.everlane.com,,
2022,Unreality,26.0,%,47.0,%,27.0,%,62.0,%,5.0,%,Unreality官网,https://www.unreality.com,,
2023,Rag & Bone,29.0,%,50.0,%,21.0,%,55.0,%,12.0,%,Rag & Bone财务报告,https://www.rag-bone.com,,
2022,Banana Republic,34.0,%,39.0,%,27.0,%,64.0,%,10.0,%,GAP集团财务报告,https://www.gapinc.com,,
2024,Zara,28.0,%,50.0,%,22.0,%,52.0,%,9.0,%,全球品牌管理报告,https://www.globalbrands.com,,
2023,H&M,24.5,%,55.5,%,20.0,%,61.0,%,11.0,%,H&M官网,https://www.hm.com,,
2022,Adidas,35.0,%,30.0,%,35.0,%,67.0,%,15.0,%,Adidas年度报告,https://www.adidas.com/investors/,,
2023,Forever 21,15.0,%,45.0,%,40.0,%,35.0,%,10.0,%,Fashion Retail News,https://www.fashionretailnews.com,,
2023,Pull&Bear,30.0,%,20.0,%,50.0,%,40.0,%,5.0,%,Pull&Bear财务分析,https://www.pullandbear.com,,
2024,Lululemon,70.0,%,15.0,%,15.0,%,80.0,%,25.0,%,Lululemon投资者关系,https://www.lululemon.com/investors,,
2024,Nike,40.0,%,30.0,%,30.0,%,72.0,%,18.0,%,Nike官网,https://www.nike.com,,
2023,Abercrombie & Fitch,38.0,%,27.0,%,35.0,%,50.0,%,14.0,%,Abercrombie全年报告,https://www.abercrombie.com,,
2024,FCUK,29.0,%,49.0,%,22.0,%,46.0,%,8.0,%,FCUK企业新闻,https://www.fcuk.com,,
2023,Madewell,32.0,%,30.0,%,38.0,%,45.0,%,10.0,%,Madewell官网,https://www.madewell.com,,
2022,Next,36.0,%,40.0,%,24.0,%,65.0,%,12.0,%,Next官方网站,https://www.next.co.uk,,
2023,Mango,20.0,%,50.0,%,30.0,%,55.0,%,9.0,%,Mango企业报告,https://shop.mango.com,,
2024,Reiss,40.0,%,30.0,%,30.0,%,70.0,%,20.0,%,Reiss官网,https://www.reiss.com,,
2023,Boohoo,45.0,%,25.0,%,30.0,%,50.0,%,8.0,%,Boohoo财务报告,https://www.boohoo.com,,
2022,Matalan,33.0,%,37.0,%,30.0,%,55.0,%,11.0,%,Matalan官网,https://www.matalan.co.uk,,
2024,Unbound,50.0,%,30.0,%,20.0,%,62.0,%,14.0,%,Unbound公司信息,https://www.unbound.com,,
2024,C&A,30.0,%,50.0,%,20.0,%,60.0,%,10.0,%,C&A企业报告,https://www.c-and-a.com,,
2023,Adidas,35.0,%,50.0,%,15.0,%,70.0,%,20.0,%,Adidas官方报告,https://www.adidas.com,,
2022,Lululemon,40.0,%,30.0,%,30.0,%,60.0,%,10.5,%,Lululemon财务报表,https://www.lululemon.com,,
2023,Zara,28.5,%,50.5,%,21.0,%,65.0,%,9.0,%,Inditex全球报告,https://www.inditex.com,,
2023,Forever 21,20.0,%,60.0,%,20.0,%,50.0,%,10.0,%,Forever 21官方公告,https://www.forever21.com,,
2022,H&M,30.0,%,40.0,%,30.0,%,45.0,%,12.5,%,H&M年度报告,https://hmgroup.com/investors/,,
2022,Nike,50.0,%,30.0,%,20.0,%,55.0,%,15.0,%,Nike官方报告,https://www.nike.com,,
2023,Puma,33.0,%,47.0,%,20.0,%,62.0,%,12.0,%,Puma财务报告,https://about.puma.com,,
2021,Lululemon,42.5,%,32.5,%,25.0,%,57.0,%,11.5,%,Lululemon官网,https://www.lululemon.com,,
2022,Vans,38.0,%,42.0,%,20.0,%,50.0,%,9.0,%,Vans年度报表,https://www.vans.com,,
2023,The North Face,45.0,%,35.0,%,20.0,%,75.0,%,14.0,%,The North Face财务报告,https://www.thenorthface.com,,
2022,Chanel,100.0,%,0.0,%,0.0,%,50.0,%,20.0,%,Chanel官方,https://www.chanel.com,,
2023,ASOS,10.0,%,60.0,%,30.0,%,40.0,%,5.0,%,ASOS财务报告,https://www.asos.com,,
2022,Mango,20.0,%,60.0,%,20.0,%,48.0,%,8.0,%,Mango年报,https://shop.mango.com,,
2021,Bershka,30.0,%,50.0,%,20.0,%,45.0,%,10.0,%,Bershka年度报告,https://www.bershka.com,,
2022,J.Lindeberg,40.0,%,40.0,%,20.0,%,55.0,%,6.5,%,J.Lindeberg官网,https://www.jlindeberg.com,,
2023,Reebok,25.0,%,45.0,%,30.0,%,50.0,%,10.0,%,Reebok财务报告,https://www.reebok.com,,
2023,Zara,30.0,%,50.0,%,20.0,%,40.0,%,12.5,%,Inditex财务报告,https://www.inditex.com,,
2022,Adidas,28.0,%,45.0,%,27.0,%,62.0,%,8.0,%,Adidas年度报告,https://www.adidas.com,,
2023,PUMA,32.0,%,38.0,%,30.0,%,50.0,%,20.0,%,PUMA官网,https://www.puma.com,,
2021,Van Heusen,20.0,%,60.0,%,20.0,%,30.0,%,5.0,%,PVH年度报告,https://www.pvh.com,,
2023,Lululemon,40.0,%,30.0,%,30.0,%,55.0,%,15.0,%,Lululemon财报,https://www.lululemon.com,,
2022,H&M,35.0,%,40.0,%,25.0,%,70.0,%,10.0,%,H&M财务报告,https://www.hm.com,,
2023,Levi's,45.0,%,25.0,%,30.0,%,48.0,%,7.0,%,Levi Strauss年度报告,https://www.levistrauss.com,,
2022,AEO Inc.,36.0,%,50.0,%,14.0,%,45.0,%,9.0,%,AEO财务资料,https://www.aeo-inc.com,,
2021,Abercrombie & Fitch,27.0,%,58.0,%,15.0,%,23.0,%,6.5,%,Abercrombie年度报告,https://www.abercrombie.com,,
