日期,剧名,播放平台,所属单位,播放次数,单位,播放时长,单位.1,是否网剧,采集来源,来源链接,采集时间,备注
2024-03-01,情感的琴弦,腾讯视频、优酷,华东影业,19.57,亿次,950,分钟,是,影视产业网,https://filmindustry.cn/,,
2023-08-20,水月镜花,爱奇艺,流星影视,31.0,亿次,1250,分钟,是,娱乐观察家,https://www.entobserver.com/,,
2023-06-05,孤独的城市,优酷、腾讯视频,梦幻影业,17.8,亿次,800,分钟,是,新媒体导演,https://www.newmediaproducer.com/,,
2024-01-10,光影追踪,优酷、爱奇艺,北京光影文化传媒,14.78,亿次,950,分钟,是,影视数据中心,https://www.yingshidata.com/,,
2023-12-05,终极战役,腾讯视频、优酷,华谊兄弟传媒,20.12,亿次,1120,分钟,是,影视关怀平台,https://www.yingxinfo.com/,,
2024-03-05,星际穿越,爱奇艺,流媒体影业,30.25,亿次,1500,分钟,是,在线影视网,https://www.zxys.com/,,
2024-04-12,时空旅者,优酷、搜狐视频,幻影娱乐集团,45.47,亿次,1050,分钟,是,视频内容分析平台,https://www.videoanalysis.com/,,
2024-06-15,异界探险,腾讯视频,天梦影视科技,22.86,亿次,870,分钟,是,影视市场观察,https://www.filmobservation.com/,,
2023-11-01,未来之城,优酷、爱奇艺,未来影视,18.76,亿次,1200,分钟,是,影视行业动态,https://www.ghy.com/,,
2024-01-20,水下世界,爱奇艺、腾讯视频,海洋文化影视,15.33,亿次,800,分钟,是,娱乐数据网,https://www.entdata.net/,,
2024-05-22,虚构边界,搜狐视频、优酷,创世影业,33.45,亿次,1090,分钟,是,新媒体影评,https://www.nmym.com/,,
2023-08-27,灵魂交错,腾讯视频、爱奇艺,不朽娱乐,26.35,亿次,720,分钟,是,影视数据追踪,https://www.ysdata.com/,,
2024-03-15,数字梦境,优酷,数字影视科技,40.79,亿次,1350,分钟,是,Entertainment Daily,https://www.entdaily.com/,,
2023-09-21,复仇者联盟,优酷、搜狐视频,超神影视,5.99,亿次,660,分钟,是,影视资源平台,https://www.yzzy.com/,,
2024-02-10,梦幻岛屿,腾讯视频、爱奇艺,梦幻影视制作,29.12,亿次,890,分钟,是,光影视网,https://www.guangyin.com/,,
2024-08-01,机器人联盟,优酷,未来科技电影公司,34.89,亿次,770,分钟,是,全球影视观察,https://www.qgy.com/,,
2024-06-30,野外求生,爱奇艺、搜狐视频,生存现实传媒,21.5,亿次,940,分钟,是,影视动态新闻,https://www.yxnews.com/,,
2024-07-18,超越极限,腾讯视频,极限运动影业,38.2,亿次,1100,分钟,是,影片观察机构,https://www.ygobservation.com/,,
2024-01-30,大时代,优酷、爱奇艺,辉煌电影公司,15.95,亿次,1240,分钟,是,影视综述,https://www.yingshizongshu.com/,,
2024-02-25,无尽幻想,爱奇艺,幻想影业,10.45,亿次,600,分钟,是,文化娱乐网,https://www.wenhuanet.com/,,
2024-08-15,城市探秘,搜狐视频、腾讯视频,城市影业,29.76,亿次,1060,分钟,是,影视数据平台,https://www.yingshidatacenter.com/,,
2024-01-15,星际探险,爱奇艺、优酷,星际视界传媒,30.2,亿次,1500,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-04-05,神秘的旅行,腾讯视频,腾讯公司,18.75,亿次,1100,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-12-22,未来城市,优酷、爱奇艺,亚太影视,12.9,亿次,800,分钟,是,娱乐市场分析,https://www.entmarket.com/,,
2024-06-01,魔法之夜,爱奇艺、腾讯视频,魔法娱乐有限公司,26.5,亿次,1360,分钟,是,新媒体影视,https://www.newmediafilm.com/,,
2024-03-05,江湖传说,优酷,龙影影业,20.3,亿次,1250,分钟,是,电影数据网,https://www.moviedata.com/,,
2023-10-31,都市情缘,腾讯视频,华视传媒,22.14,亿次,1400,分钟,是,影视趋势研究,https://www.filmtrends.com/,,
2023-08-15,无尽的爱,优酷、爱奇艺,唯美影视,29.5,亿次,1600,分钟,是,电影票房网,https://www.boxoffice.com/,,
2023-09-05,时间旅行者,爱奇艺,智星影视,17.8,亿次,950,分钟,是,娱乐周刊,https://www.entweekly.com/,,
2024-02-10,心灵咖啡,腾讯视频、优酷,心灵传媒,23.1,亿次,1300,分钟,是,数字影视研究,https://www.digitalfilm.com/,,
2023-11-05,梦中的家,优酷、爱奇艺,家园影院,15.75,亿次,1150,分钟,是,新电影资讯,https://www.newmovieinfo.com/,,
2024-05-25,异星探秘,爱奇艺,未来视影,33.2,亿次,1750,分钟,是,影评网,https://www.moviecritic.com/,,
2024-08-18,爱情公寓,腾讯视频,嘉禾娱乐,41.4,亿次,1800,分钟,是,创业观察,https://www.innovationjournal.com/,,
2024-04-20,信仰的力量,优酷、爱奇艺,信仰时代,28.97,亿次,1675,分钟,是,影视观察者,https://www.filmobserver.com/,,
2024-03-15,绽放人生,腾讯视频,美好时光传媒,24.9,亿次,1400,分钟,是,影院新闻,https://www.cinemanews.com/,,
2023-07-20,青春无悔,爱奇艺、优酷,青春影业,36.6,亿次,1550,分钟,是,影视时潮,https://www.filmtrends.com/,,
2023-05-05,神秘的音乐,腾讯视频、优酷,音韵影视,21.0,亿次,920,分钟,是,新音乐数据,https://www.newmusicdata.com/,,
2023-04-12,岁月留痕,爱奇艺,时光影业,27.8,亿次,1350,分钟,是,文化观察,https://www.culturalobserver.com/,,
2024-08-15,星际穿越者,优酷、爱奇艺,北京星云娱乐有限公司,15.7,是,亿次,1050,分钟,https://www.chinavideo.com/,中国影视数据统计,,
2024-01-10,传奇的遗产,腾讯视频,完美世界影视,40.3,是,亿次,1600,分钟,https://www.xjmovie.com/,新晋影视网,,
2024-06-01,最后的探险,爱奇艺、优酷,中影集团,12.5,是,亿次,980,分钟,https://www.movieweekly.com/,影视日报,,
2024-04-29,那些年我们一起追的梦,腾讯视频,爱奇艺公司,30.8,是,亿次,1500,分钟,https://www.ysobserving.com/,影视观察,,
2023-12-25,逆时光的爱恋,优酷,北京红色影视,22.1,是,亿次,1120,分钟,https://www.movieinfo.com/,影视情报网,,
2024-03-05,光影之间,爱奇艺、腾讯视频,杭州盛世文化,18.45,是,亿次,940,分钟,https://lmtw.com/,影视数据平台灯塔,,
2023-09-14,未来的归属,优酷、腾讯视频,华策影视,34.2,是,亿次,1750,分钟,https://www.iqiyi.com/,互联网影视平台,,
2024-02-05,时光隧道,爱奇艺,东方明珠文化公司,29.6,是,亿次,1230,分钟,https://www.filminfo.com/,影视资讯中心,,
2023-10-10,平行世界,优酷、爱奇艺,南方新媒体,17.3,是,亿次,720,分钟,https://yule.sohu.com/,搜狐娱乐,,
2024-01-28,无尽的爱,腾讯视频,北京灵动文化传媒,55.0,是,亿次,2100,分钟,https://www.newmediaaudio.com/,新媒体影音,,
2024-09-01,追寻自由,爱奇艺,时光影视,31.2,是,亿次,1400,分钟,https://www.yingshidata.com/,影视数据报告,,
2024-05-20,热血青春,腾讯视频、优酷,奇迹娱乐,25.6,是,亿次,1200,分钟,https://www.chinatvdata.com/,中国影视报告,,
2023-11-22,命运交响曲,优酷,黑马影音,19.8,是,亿次,1030,分钟,https://www.yingping.com/,影评天下,,
2023-07-30,光明的未来,爱奇艺、央8,时尚传媒公司,35.2,是,亿次,1800,分钟,https://www.chinavideo.com/,中国影视数据,,
2024-04-14,深渊的诺言,腾讯视频,光明传媒,44.0,是,亿次,1500,分钟,https://www.ysobserving.com/,影视观察,,
2023-08-21,极限挑战,优酷,紫禁文化,20.2,是,亿次,960,分钟,https://www.movieweekly.com/,影视圈,,
2023-10-18,真实的影像,爱奇艺、腾讯视频,浩瀚影视,38.5,是,亿次,1470,分钟,https://www.filminfo.com/,影视资讯中心,,
2024-06-15,异星探险,爱奇艺、B站,华策影视,30.67,亿次,850,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-01-22,城市的光,腾讯视频,东阳美拉传媒有限公司,22.51,亿次,780,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-12-10,迷失的时空,优酷、Netflix,乐视影视,15.34,亿次,1180,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-05-05,爱的追逐,爱奇艺,完美世界影视,27.81,亿次,1300,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-03-15,绝地反击,B站、优酷,深圳腾讯科技有限公司,38.45,亿次,1100,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-11-08,未来的密码,腾讯视频,北京微鲸科技有限公司,19.09,亿次,760,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-02-14,破浪而出,爱奇艺、优酷,霍尔果斯小马奔腾影业,34.88,亿次,1500,分钟,是,腾讯影视数据,https://v.qq.com/,,
2023-10-10,无尽的旅程,哔哩哔哩、爱奇艺,北京创影数字科技有限公司,44.29,亿次,1250,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-04-12,决战高地,优酷、视频号,阿里影业,50.16,亿次,880,分钟,是,豆瓣,https://movie.douban.com/,,
2023-09-29,梦回唐朝,爱奇艺、腾讯视频,东阳美拉传媒有限公司,37.77,亿次,1130,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-06-01,黑暗中的光,B站、优酷,北京微鲸科技有限公司,12.6,亿次,640,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-08-01,重返地球,腾讯视频、爱奇艺,完美世界影视,29.42,亿次,950,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2024-09-10,虚拟现实,优酷,乐视影视,33.36,亿次,1120,分钟,是,腾讯影视数据,https://v.qq.com/,,
2024-12-25,最后的梦想,B站、优酷,阿里影业,21.9,亿次,740,分钟,是,豆瓣,https://movie.douban.com/,,
2023-07-20,平行空间,爱奇艺,华策影视,41.5,亿次,1210,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2023-04-22,光明纪元,腾讯视频、爱奇艺,东阳美拉传媒有限公司,24.99,亿次,1100,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2023-02-14,超越界限,优酷、B站,乐视影视,27.06,亿次,890,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2023-08-30,暗影之心,爱奇艺,完美世界影视,14.84,亿次,660,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-08-05,灵魂摆渡,爱奇艺、优酷,北京铭宣影业,30.25,亿次,1450,分钟,是,新视听,https://www.xinshiting.com/,,
2024-06-10,歌唱家,腾讯视频、爱奇艺,华视传媒,18.7,亿次,780,分钟,是,影视网,https://www.yingshi.com/,,
2024-01-12,未来的选择,优酷,未来影视,40.15,亿次,2000,分钟,是,全国影视数据库,https://www.cndata.com/,,
2024-03-05,奇幻之旅,爱奇艺,北京华纳兄弟,29.99,亿次,1250,分钟,是,电影票务网,https://www.dypw.com/,,
2024-09-07,遇见你,腾讯视频、优酷,光线传媒,24.88,亿次,950,分钟,是,影视报告,https://www.yingshibao.com/,,
2024-02-14,越野人生,优酷、腾讯视频,银汉影视,33.5,亿次,1150,分钟,是,新媒体影响,https://www.nmw.com/,,
2023-12-01,失落的时代,爱奇艺,梦想影视,15.77,亿次,880,分钟,是,数字电视时代,https://www.dszs.com/,,
2023-11-19,青春岁月,腾讯视频,时代影视,21.1,亿次,1000,分钟,是,影视产业链,https://www.yingshichanyelian.com/,,
2024-04-20,天之骄子,优酷,天之骄子影业,48.3,亿次,1300,分钟,是,新媒体观察,https://www.nmg.com/,,
2024-05-22,魔法学院,爱奇艺、央8,奇迹影视,39.59,亿次,900,分钟,是,腾讯影视数据,https://v.qq.com/,,
2023-08-24,星空下的约定,优酷,北京环宇文化,27.22,亿次,1230,分钟,是,影视热评,https://www.yingshihot.com/,,
2023-09-12,全职高手,腾讯视频、爱奇艺,乐视影视,45.97,亿次,1580,分钟,是,数字文化,https://www.digitalculture.com/,,
2024-10-15,逆流而上,优酷、爱奇艺,新星影视,50.34,亿次,1125,分钟,是,影视新视野,https://www.yingshixinyey.com/,,
2024-05-04,隐秘的角落,腾讯视频、优酷,福星影业,15.86,亿次,600,分钟,是,影视观察,https://www.yingshiguanchai.com/,,
2024-06-20,我们在一起,优酷、爱奇艺,北京幻影影视,36.77,亿次,1500,分钟,是,网络影视报告,https://www.wangluoyingshi.com/,,
2024-07-15,心灵深处,腾讯视频,数字之光影业,41.29,亿次,1100,分钟,是,影视大数据,https://www.yingshidata.com/,,
2024-06-30,时光的旅者,爱奇艺、优酷,时代传媒,25.11,亿次,920,分钟,是,影视发展研究,https://www.yingshidashi.com/,,
2024-01-10,未来的边界,爱奇艺、腾讯视频,北京世纪华娱文化有限公司,40.5,亿次,1500,分钟,是,影视数据中心,https://www.yingshi-data.com/,,
2024-04-25,战疫先锋,优酷,华视传媒,48.7,亿次,1300,分钟,是,新媒体影业,https://www.newmediafilms.com/,,
2024-02-15,隐秘的角落,腾讯视频,北京正午阳光影视有限公司,29.6,亿次,840,分钟,是,影视广角,https://www.yingshi.com/,,
2024-06-30,全能战士,爱奇艺、优酷,超时空影业,55.3,亿次,1650,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-12-01,亲爱的，热爱的,腾讯视频,华策影视,34.2,亿次,1200,分钟,是,中国影视周刊,https://www.chinayingshi.com/,,
2023-08-10,爱情公寓5,优酷,正午阳光影视,25.8,亿次,960,分钟,是,影视新视角,https://www.newvision.com/,,
2024-03-05,咖啡的味道,爱奇艺、腾讯视频,娱视传媒,31.7,亿次,1450,分钟,是,网络影视数据,https://www.wangluoyingshi.com/,,
2024-05-22,时光机,优酷、爱奇艺,上海青创文化传媒有限公司,38.4,亿次,1100,分钟,是,影视资讯网,https://www.yingshizixun.com/,,
2023-07-15,天使的归宿,腾讯视频,阳光新媒体,45.5,亿次,980,分钟,是,影视搜索平台,https://www.yingshish.search/,,
2024-09-11,黑暗之光,爱奇艺,北京意光影业,26.1,亿次,660,分钟,是,影视数据台,https://www.yingshidatahub.com/,,
2023-04-20,逆风而行,优酷、腾讯视频,旷野影视,33.7,亿次,1250,分钟,是,影视市场分析,https://www.yingshimarket.com/,,
2023-03-15,灵魂摆渡,腾讯视频,陌陌影视,20.2,亿次,1020,分钟,是,视频娱乐网,https://www.videoent.com/,,
2024-06-18,信号,优酷、爱奇艺,优视科技,17.8,亿次,1125,分钟,是,新媒体渠道,https://www.newmediachannel.com/,,
2023-10-20,巨人之路,爱奇艺,盛夏光年文化,24.3,亿次,840,分钟,是,网络影视分析,https://www.networkfilm.com/,,
2024-08-15,破碎的镜子,优酷、腾讯视频,鏡子影業,28.9,亿次,1440,分钟,是,影视观察者,https://www.filmobserver.com/,,
2023-11-28,记忆的味道,爱奇艺,映滴娱乐,30.4,亿次,1120,分钟,是,影视评论网,https://www.filmreview.com/,,
2024-12-01,城市候鸟,腾讯视频、爱奇艺,晨光传媒,35.0,亿次,1350,分钟,是,新媒体周报,https://www.newmediaweekly.com/,,
2023-06-30,最后的电台,优酷、央8,闪耀文化,21.1,亿次,780,分钟,是,数字娱乐观察,https://www.digitalobservation.com/,,
2024-01-05,未来感知,优酷、爱奇艺,新视界传媒,15.36,亿次,720,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-02-14,人类学院,腾讯视频,完美世界影视,20.5,亿次,1080,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-04-10,奇迹之地,爱奇艺、优酷,飞鲸影视,30.45,亿次,1500,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-06-15,人造世界,腾讯视频、爱奇艺,多维影业,28.76,亿次,960,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-03-15,禁忌的爱,优酷、央8,华夏影视,17.12,亿次,850,分钟,是,豆瓣,https://movie.douban.com/,,
2023-12-01,梦游者,优酷,大地影视,25.7,亿次,920,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2023-11-25,荣耀与梦想,腾讯视频,梦想工场,18.94,亿次,1400,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
2024-08-22,心灵之窗,爱奇艺、腾讯视频,晨星影业,32.15,亿次,1100,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-09-30,回归之路,优酷,时光影视,24.9,亿次,1350,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-10-01,末日启示,腾讯视频、优酷,时光艺术,40.25,亿次,1450,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-10-15,空中的城堡,爱奇艺、防骗天眼,未来影业,14.78,亿次,800,分钟,是,豆瓣,https://movie.douban.com/,,
2024-01-20,踏梦而行,优酷、腾讯视频,云端影视,29.84,亿次,1300,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-02-20,逆流而上,爱奇艺,宏图影业,23.67,亿次,870,分钟,是,腾讯影视数据,https://v.qq.com/,,
2023-12-30,火中的星辰,优酷、爱奇艺,新视界影视,39.1,亿次,1160,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2024-05-01,追光者,腾讯视频,东华影视,31.44,亿次,1250,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-05-20,永恒的轮回,优酷,青云影视,18.65,亿次,940,分钟,是,电视发展报告,https://www.televisionreport.com/,,
2023-09-14,无尽旅途,爱奇艺、腾讯视频,幻梦影视,22.32,亿次,1020,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2024-08-01,风云际会,优酷、爱奇艺,华视生态传媒有限公司,15.75,亿次,720,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2023-12-05,轮回之旅,腾讯视频、爱奇艺,腾讯公司,28.43,亿次,1350,分钟,是,新媒体影视,https://www.newmediaaudio.com/,,
2024-04-15,夜色撩人,优酷、腾讯视频,小马奔腾影业,7.92,亿次,500,分钟,是,搜狐娱乐,https://yule.sohu.com/,,
2024-06-20,梦中的美丽,爱奇艺,美好生活影视,36.78,亿次,1800,分钟,是,影视周刊,https://www.yingshiweekly.com/,,
2024-09-10,寻找太阳,腾讯视频、优酷,光明传媒,20.61,亿次,1100,分钟,是,网络影视数据,https://www.iqiyi.com/,,
2023-10-12,科技时代,优酷,创新影业,12.27,亿次,850,分钟,是,影视信息资源网,https://www.ysxx.com/,,
2023-11-30,记忆的碎片,腾讯视频、央8,优酷信息技术（北京）有限公司,34.12,亿次,1450,分钟,是,豆瓣,https://movie.douban.com/,,
2024-02-10,青春无畏,爱奇艺,众业影视,18.85,亿次,960,分钟,是,影视数据报告,https://www.yingshidata.com/,,
2023-09-25,爱情公寓,优酷、腾讯视频,欢乐影业,42.27,亿次,1220,分钟,是,网络影视平台,https://v.qq.com/,,
2024-01-01,未来的记忆,爱奇艺,数字星空影视,30.45,亿次,1500,分钟,是,影视数据平台灯塔,https://lmtw.com/,,
2024-05-05,勇者无畏,中央八套、优酷,八月传媒,37.89,亿次,1900,分钟,是,新媒体影音,https://www.newmediaaudio.com/,,
2023-12-15,最后的旅程,腾讯视频,天籁影视,29.54,亿次,1350,分钟,是,互联网影视平台,https://www.iqiyi.com/,,
