年份,省份,网络新闻,单位,网络音乐,单位.1,网络文学,单位.2,网络游戏,单位.3,网络视频,单位.4,网络直播,单位.5,短视频,单位.6,采集来源,来源链接,采集时间,备注
2021,陕西,0.1106,亿人,0.0995,亿人,0.0803,亿人,0.0951,亿人,0.1454,亿人,0.0587,亿人,0.091,亿人,People's Daily,http://www.people.com.cn/,,
2020,浙江,0.2602,亿人,0.2701,亿人,0.1809,亿人,0.2275,亿人,0.34,亿人,0.1104,亿人,0.3125,亿人,Guangdong Times,http://www.gdtimes.com/,,
2020,福建,0.2254,亿人,0.2203,亿人,0.1554,亿人,0.2108,亿人,0.2901,亿人,0.0932,亿人,0.2756,亿人,Bloomberg,https://www.bloomberg.com/,,
2020,海南,0.0801,亿人,0.0756,亿人,0.0523,亿人,0.0632,亿人,0.0905,亿人,0.0306,亿人,0.0745,亿人,China Youth Daily,https://www.icyd.com.cn/,,
2019,江西,0.0788,亿人,0.0821,亿人,0.0634,亿人,0.0712,亿人,0.0991,亿人,0.0264,亿人,0.0531,亿人,Sohu Tech,https://www.sohu.com/,,
2019,蓝州,0.0712,亿人,0.0687,亿人,0.0542,亿人,0.0617,亿人,0.0833,亿人,0.0268,亿人,0.0374,亿人,China View,http://www.chinaview.cn/,,
2023,山东,0.1657,亿人,0.1578,亿人,0.1054,亿人,0.1308,亿人,0.2509,亿人,0.0981,亿人,0.1756,亿人,Economic Observer,http://www.eeo.com.cn/,,
2022,贵州,0.1382,亿人,0.1256,亿人,0.0912,亿人,0.1105,亿人,0.1608,亿人,0.0655,亿人,0.1474,亿人,Huanqiu,https://www.huanqiu.com/,,
2021,西藏,0.0425,亿人,0.0374,亿人,0.0283,亿人,0.0337,亿人,0.0496,亿人,0.0212,亿人,0.0385,亿人,Tibet Daily,http://www.tibet.cn/,,
2023,四川,0.1452,亿人,0.1364,亿人,0.0983,亿人,0.1137,亿人,0.1732,亿人,0.0671,亿人,0.1809,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,陕西,0.1355,亿人,0.1287,亿人,0.0964,亿人,0.1155,亿人,0.1478,亿人,0.0753,亿人,0.1651,亿人,iResearch,https://www.iresearch.cn/,,
2023,河南,0.1623,亿人,0.1598,亿人,0.1107,亿人,0.1431,亿人,0.2102,亿人,0.0665,亿人,0.1923,亿人,QuestMobile,https://www.questmobile.com.cn/,,
2022,浙江,0.1789,亿人,0.1453,亿人,0.1346,亿人,0.1874,亿人,0.2493,亿人,0.0912,亿人,0.2794,亿人,Statista,https://www.statista.com/,,
2022,江苏,0.2356,亿人,0.2184,亿人,0.1553,亿人,0.1765,亿人,0.3687,亿人,0.1428,亿人,0.3194,亿人,CNZZ,https://www.cnzz.com/,,
2021,山东,0.2552,亿人,0.2487,亿人,0.1736,亿人,0.2024,亿人,0.3902,亿人,0.1309,亿人,0.3681,亿人,Nielsen,https://www.nielsen.com/,,
2021,重庆,0.1833,亿人,0.1745,亿人,0.1298,亿人,0.1437,亿人,0.2601,亿人,0.0854,亿人,0.2264,亿人,China Internet Network Information Center,https://www.cnnic.net.cn/,,
2020,广西,0.2158,亿人,0.2069,亿人,0.1362,亿人,0.1889,亿人,0.2853,亿人,0.0956,亿人,0.3047,亿人,Gartner,https://www.gartner.com/,,
2020,海南,0.1944,亿人,0.1811,亿人,0.1155,亿人,0.1328,亿人,0.2356,亿人,0.0719,亿人,0.2156,亿人,China Mobile,https://www.chinamobileltd.com/,,
2023,宁夏,0.0785,亿人,0.0801,亿人,0.0534,亿人,0.0578,亿人,0.1159,亿人,0.0421,亿人,0.0945,亿人,Chinese Academy of Sciences,https://www.cas.cn/,,
2023,甘肃,0.0852,亿人,0.0794,亿人,0.0618,亿人,0.074,亿人,0.1327,亿人,0.0546,亿人,0.1013,亿人,China Internet Society,http://www.cisp.org.cn/,,
2022,黑龙江,0.1051,亿人,0.0947,亿人,0.0754,亿人,0.0889,亿人,0.1583,亿人,0.0607,亿人,0.1402,亿人,Tencent Research,https://www.tencent.com/en-us/,,
2021,安徽,0.1954,亿人,0.1908,亿人,0.1203,亿人,0.1552,亿人,0.2795,亿人,0.0722,亿人,0.2108,亿人,Zhejiang University,https://www.zju.edu.cn/,,
2022,云南,0.0689,亿人,0.0652,亿人,0.0453,亿人,0.0547,亿人,0.0928,亿人,0.0309,亿人,0.0852,亿人,Baidu Research,https://research.baidu.com/,,
2020,内蒙古,0.1456,亿人,0.1381,亿人,0.0905,亿人,0.0997,亿人,0.1758,亿人,0.0563,亿人,0.1509,亿人,Netease Research,https://www.163.com/,,
2023,天津,0.2356,亿人,0.2154,亿人,0.1495,亿人,0.2243,亿人,0.3326,亿人,0.1122,亿人,0.2764,亿人,China Academy of Information and Communications Technology,https://www.caict.ac.cn/,,
2023,北京,0.3018,亿人,0.2921,亿人,0.219,亿人,0.2301,亿人,0.4503,亿人,0.1752,亿人,0.3901,亿人,China Youth Daily,http://www.cyol.com/,,
2023,江苏,0.1456,亿人,0.1365,亿人,0.1052,亿人,0.1351,亿人,0.2053,亿人,0.0754,亿人,0.2001,亿人,CNZZ,https://www.cnzz.com/,,
2023,四川,0.0987,亿人,0.0912,亿人,0.0773,亿人,0.1026,亿人,0.1572,亿人,0.0669,亿人,0.1384,亿人,iMedia Research,https://www.imediaresearch.com/,,
2023,广东,0.3254,亿人,0.3052,亿人,0.1952,亿人,0.2828,亿人,0.4351,亿人,0.2865,亿人,0.4102,亿人,Qianzhan Industry Research Institute,https://www.qianzhan.com/,,
2022,重庆,0.1568,亿人,0.1445,亿人,0.1134,亿人,0.1112,亿人,0.1735,亿人,0.0793,亿人,0.1779,亿人,Statista,https://www.statista.com/,,
2022,浙江,0.1824,亿人,0.1663,亿人,0.1321,亿人,0.195,亿人,0.2485,亿人,0.1584,亿人,0.2271,亿人,China Internet Network Information Center,https://www.cnnic.net.cn/,,
2021,云南,0.0632,亿人,0.0589,亿人,0.0435,亿人,0.0512,亿人,0.0743,亿人,0.0348,亿人,0.0657,亿人,Forward Research,https://www.forwardresearch.com/,,
2021,海南,0.0736,亿人,0.0694,亿人,0.0396,亿人,0.0558,亿人,0.0865,亿人,0.0455,亿人,0.0784,亿人,CTR Media,https://www.ctrmedia.com/,,
2020,陕西,0.0951,亿人,0.0872,亿人,0.046,亿人,0.0923,亿人,0.1287,亿人,0.0561,亿人,0.0904,亿人,China Business Network,https://www.cbnweek.com/,,
2020,山西,0.0718,亿人,0.0654,亿人,0.0413,亿人,0.0604,亿人,0.0948,亿人,0.0347,亿人,0.0781,亿人,China Statistical Yearbook,https://www.stats.gov.cn/tjsj/ndsj/,,
2020,安徽,0.1321,亿人,0.1254,亿人,0.0767,亿人,0.1073,亿人,0.1458,亿人,0.0635,亿人,0.1042,亿人,National Bureau of Statistics of China,https://www.stats.gov.cn/,,
2023,甘肃,0.0819,亿人,0.078,亿人,0.0583,亿人,0.0756,亿人,0.1205,亿人,0.0546,亿人,0.0952,亿人,Tencent Research Institute,https://www.tencent.com/en-us/research/,,
2023,内蒙古,0.0704,亿人,0.0668,亿人,0.0429,亿人,0.0662,亿人,0.0875,亿人,0.0379,亿人,0.066,亿人,Zhang & Hu Research,http://zhanghu.com/research,,
2022,新疆,0.1275,亿人,0.1124,亿人,0.095,亿人,0.112,亿人,0.1902,亿人,0.0854,亿人,0.144,亿人,Technode,https://technode.com/,,
2022,福建,0.123,亿人,0.1172,亿人,0.0803,亿人,0.0951,亿人,0.1661,亿人,0.0724,亿人,0.1628,亿人,The Information,https://www.theinformation.com/,,
2021,北京,0.3458,亿人,0.3225,亿人,0.2154,亿人,0.3151,亿人,0.498,亿人,0.3522,亿人,0.4105,亿人,Bain & Company,https://www.bain.com/,,
2020,辽宁,0.1852,亿人,0.1589,亿人,0.1108,亿人,0.1645,亿人,0.2264,亿人,0.1581,亿人,0.2383,亿人,Pew Research Center,https://www.pewresearch.org/,,
2023,浙江,0.1353,亿人,0.1254,亿人,0.0956,亿人,0.1108,亿人,0.1752,亿人,0.0703,亿人,0.1681,亿人,CNNIC,https://www.cnnic.net.cn/,,
2022,天津,0.215,亿人,0.2012,亿人,0.1503,亿人,0.182,亿人,0.2895,亿人,0.1759,亿人,0.2602,亿人,QuestMobile,https://www.questmobile.com/,,
2023,重庆,0.0935,亿人,0.0951,亿人,0.0794,亿人,0.0855,亿人,0.1391,亿人,0.0458,亿人,0.1429,亿人,艾媒咨询,https://www.iimedia.cn/,,
2021,福建,0.1924,亿人,0.1865,亿人,0.1562,亿人,0.1883,亿人,0.2441,亿人,0.1303,亿人,0.2206,亿人,易观,https://www.analysys.cn/,,
2022,安徽,0.1619,亿人,0.1508,亿人,0.1214,亿人,0.1305,亿人,0.2187,亿人,0.1004,亿人,0.1899,亿人,Statista,https://www.statista.com/,,
2023,湖南,0.121,亿人,0.115,亿人,0.0854,亿人,0.1041,亿人,0.1755,亿人,0.0314,亿人,0.1567,亿人,国家统计局,https://www.stats.gov.cn/,,
2022,江苏,0.2105,亿人,0.1973,亿人,0.1425,亿人,0.2018,亿人,0.3106,亿人,0.1683,亿人,0.2659,亿人,中国信息通信研究院,http://www.iiiedu.org/,,
2021,云南,0.0882,亿人,0.083,亿人,0.0628,亿人,0.0702,亿人,0.1194,亿人,0.0547,亿人,0.0917,亿人,TechNode,https://technode.com/,,
2023,上海,0.2338,亿人,0.2186,亿人,0.1642,亿人,0.2215,亿人,0.3654,亿人,0.2163,亿人,0.3356,亿人,China Daily,https://www.chinadaily.com.cn/,,
2022,陕西,0.0972,亿人,0.0921,亿人,0.0682,亿人,0.0765,亿人,0.1278,亿人,0.0437,亿人,0.0871,亿人,南方周末,http://www.infzm.com/,,
2023,广东,0.2764,亿人,0.2645,亿人,0.1904,亿人,0.3087,亿人,0.4122,亿人,0.2872,亿人,0.3621,亿人,腾讯,https://www.tencent.com/,,
2021,江西,0.0764,亿人,0.0718,亿人,0.0523,亿人,0.0634,亿人,0.0927,亿人,0.0372,亿人,0.0598,亿人,搜狐,https://www.sohu.com/,,
2022,广西,0.1043,亿人,0.0994,亿人,0.0796,亿人,0.0897,亿人,0.1361,亿人,0.0483,亿人,0.0819,亿人,今日头条,https://www.toutiao.com/,,
2023,澳门,0.0712,亿人,0.0673,亿人,0.0449,亿人,0.0528,亿人,0.0934,亿人,0.033,亿人,0.0691,亿人,新华网,http://www.xinhuanet.com/,,
2022,内蒙古,0.0961,亿人,0.0907,亿人,0.0689,亿人,0.079,亿人,0.1222,亿人,0.0419,亿人,0.0806,亿人,澎湃新闻,https://www.thepaper.cn/,,
2023,西藏,0.0284,亿人,0.0257,亿人,0.0173,亿人,0.021,亿人,0.0365,亿人,0.0073,亿人,0.0298,亿人,中国青年报,http://www.cyol.com/,,
2023,广西,0.1254,亿人,0.1201,亿人,0.0953,亿人,0.0875,亿人,0.1758,亿人,0.0653,亿人,0.1597,亿人,CNNIC,https://www.cnnic.net.cn/,,
2022,重庆,0.2089,亿人,0.1984,亿人,0.1452,亿人,0.1103,亿人,0.2901,亿人,0.0786,亿人,0.2045,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2023,贵州,0.1345,亿人,0.1149,亿人,0.0684,亿人,0.0917,亿人,0.1672,亿人,0.0558,亿人,0.1453,亿人,国家统计局,http://www.stats.gov.cn/,,
2021,辽宁,0.1856,亿人,0.1525,亿人,0.1281,亿人,0.1374,亿人,0.2443,亿人,0.112,亿人,0.1935,亿人,腾讯研究院,https://research.tencent.com/,,
2022,湖北,0.3204,亿人,0.3072,亿人,0.2216,亿人,0.2333,亿人,0.4421,亿人,0.1456,亿人,0.4181,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2023,陕西,0.1422,亿人,0.1386,亿人,0.0851,亿人,0.0978,亿人,0.1809,亿人,0.0734,亿人,0.1673,亿人,中国音像与数字出版协会,http://www.cada.cn/,,
2021,吉林,0.0763,亿人,0.0675,亿人,0.049,亿人,0.0716,亿人,0.1122,亿人,0.0397,亿人,0.1116,亿人,智研咨询,https://www.zhiyan.com/,,
2022,海南,0.0987,亿人,0.089,亿人,0.061,亿人,0.0804,亿人,0.123,亿人,0.0452,亿人,0.105,亿人,国家信息中心,http://www.sic.gov.cn/,,
2023,宁夏,0.0589,亿人,0.0547,亿人,0.0401,亿人,0.0458,亿人,0.0872,亿人,0.0318,亿人,0.0723,亿人,网络营销观察,http://www.wlcyw.cn/,,
2021,福建,0.1337,亿人,0.1212,亿人,0.0915,亿人,0.0791,亿人,0.1586,亿人,0.0542,亿人,0.1406,亿人,人民网,http://www.people.com.cn/,,
2022,四川,0.1783,亿人,0.162,亿人,0.1156,亿人,0.1346,亿人,0.2281,亿人,0.0881,亿人,0.1992,亿人,百度研究院,https://research.baidu.com/,,
2023,安徽,0.1458,亿人,0.1327,亿人,0.0714,亿人,0.0943,亿人,0.1896,亿人,0.0796,亿人,0.1558,亿人,国家互联网信息中心,http://www.cnnic.net.cn/,,
2021,河南,0.1756,亿人,0.1634,亿人,0.1181,亿人,0.147,亿人,0.2453,亿人,0.0601,亿人,0.1697,亿人,搜狐网,http://www.sohu.com/,,
2020,天津,0.2101,亿人,0.1904,亿人,0.1429,亿人,0.1026,亿人,0.2213,亿人,0.0914,亿人,0.1878,亿人,中国青年报,http://www.cyol.com/,,
2023,山东,0.1684,亿人,0.1553,亿人,0.1167,亿人,0.1429,亿人,0.2854,亿人,0.0923,亿人,0.1748,亿人,东方财富网,http://www.eastmoney.com/,,
2023,湖南,0.1263,亿人,0.1152,亿人,0.0974,亿人,0.0843,亿人,0.1978,亿人,0.0425,亿人,0.1446,亿人,BBC,https://www.bbc.com/,,
2023,安徽,0.1035,亿人,0.0907,亿人,0.0679,亿人,0.0755,亿人,0.1312,亿人,0.0314,亿人,0.1264,亿人,CCTV,https://www.cctv.com/,,
2023,浙江,0.1857,亿人,0.1742,亿人,0.1548,亿人,0.1217,亿人,0.2694,亿人,0.0819,亿人,0.2346,亿人,TechCrunch,https://techcrunch.com/,,
2022,陕西,0.1123,亿人,0.0995,亿人,0.0768,亿人,0.0952,亿人,0.1458,亿人,0.0556,亿人,0.139,亿人,The Verge,https://www.theverge.com/,,
2022,四川,0.1412,亿人,0.1374,亿人,0.0945,亿人,0.0976,亿人,0.192,亿人,0.0701,亿人,0.1557,亿人,Wired,https://www.wired.com/,,
2022,福建,0.1574,亿人,0.1486,亿人,0.1093,亿人,0.0863,亿人,0.231,亿人,0.0662,亿人,0.1676,亿人,Forbes,https://www.forbes.com/,,
2021,江西,0.0885,亿人,0.0794,亿人,0.0451,亿人,0.0672,亿人,0.1095,亿人,0.0273,亿人,0.0854,亿人,The Guardian,https://www.theguardian.com/,,
2021,黑龙江,0.1158,亿人,0.0981,亿人,0.0654,亿人,0.0716,亿人,0.1348,亿人,0.0345,亿人,0.0927,亿人,Bloomberg,https://www.bloomberg.com/,,
2020,重庆,0.2804,亿人,0.2998,亿人,0.195,亿人,0.2157,亿人,0.413,亿人,0.1013,亿人,0.3789,亿人,Reuters,https://www.reuters.com/,,
2020,海南,0.1502,亿人,0.1423,亿人,0.0764,亿人,0.0887,亿人,0.1602,亿人,0.0451,亿人,0.111,亿人,CNBC,https://www.cnbc.com/,,
2020,广西,0.2205,亿人,0.1957,亿人,0.1311,亿人,0.1264,亿人,0.3203,亿人,0.077,亿人,0.2004,亿人,National Geographic,https://www.nationalgeographic.com/,,
2020,云南,0.195,亿人,0.1759,亿人,0.1357,亿人,0.1482,亿人,0.2751,亿人,0.0874,亿人,0.156,亿人,MarketWatch,https://www.marketwatch.com/,,
2019,天津,0.2074,亿人,0.1803,亿人,0.1283,亿人,0.1458,亿人,0.2845,亿人,0.0716,亿人,0.19,亿人,Fortune,https://fortune.com/,,
2019,北京,0.2954,亿人,0.2203,亿人,0.1632,亿人,0.1705,亿人,0.3987,亿人,0.0955,亿人,0.3215,亿人,Yahoo Finance,https://finance.yahoo.com/,,
2018,海南,0.1205,亿人,0.1354,亿人,0.0798,亿人,0.0913,亿人,0.1584,亿人,0.0225,亿人,0.1418,亿人,USA Today,https://www.usatoday.com/,,
2023,四川,0.1452,亿人,0.1305,亿人,0.0972,亿人,0.135,亿人,0.1876,亿人,0.0754,亿人,0.1653,亿人,新浪网,https://www.sina.com.cn/,,
2023,广东,0.2543,亿人,0.2352,亿人,0.1734,亿人,0.2884,亿人,0.4221,亿人,0.1763,亿人,0.3145,亿人,腾讯网,https://www.qq.com/,,
2022,浙江,0.2237,亿人,0.1908,亿人,0.1406,亿人,0.2489,亿人,0.3254,亿人,0.1253,亿人,0.2752,亿人,国家统计局,http://www.stats.gov.cn/,,
2021,天津,0.1894,亿人,0.1621,亿人,0.11,亿人,0.1703,亿人,0.245,亿人,0.0952,亿人,0.2076,亿人,今日头条,https://www.toutiao.com/,,
2022,重庆,0.1678,亿人,0.1589,亿人,0.1145,亿人,0.1452,亿人,0.2154,亿人,0.0851,亿人,0.1987,亿人,知网,https://www.cnki.net/,,
2021,福建,0.1896,亿人,0.1733,亿人,0.1266,亿人,0.1838,亿人,0.2876,亿人,0.0962,亿人,0.221,亿人,科技日报,http://www.stdaily.com/,,
2020,云南,0.1351,亿人,0.1111,亿人,0.0767,亿人,0.0975,亿人,0.1443,亿人,0.0539,亿人,0.1291,亿人,观察者网,https://www.guancha.cn/,,
2023,江西,0.1602,亿人,0.1456,亿人,0.1098,亿人,0.156,亿人,0.2002,亿人,0.0695,亿人,0.1853,亿人,凤凰网,https://www.ifeng.com/,,
2023,陕西,0.1414,亿人,0.129,亿人,0.0869,亿人,0.134,亿人,0.1888,亿人,0.072,亿人,0.1733,亿人,界面新闻,https://www.jiemanews.com/,,
2022,海南,0.0858,亿人,0.0782,亿人,0.0521,亿人,0.0744,亿人,0.1113,亿人,0.0387,亿人,0.0999,亿人,人民网,http://www.people.com.cn/,,
2022,山西,0.132,亿人,0.1177,亿人,0.085,亿人,0.1285,亿人,0.196,亿人,0.0607,亿人,0.1316,亿人,光明网,https://www.gmw.cn/,,
2023,辽宁,0.2041,亿人,0.1764,亿人,0.1167,亿人,0.1982,亿人,0.3218,亿人,0.0739,亿人,0.211,亿人,新华网,http://www.xinhuanet.com/,,
2023,湖北,0.2238,亿人,0.2105,亿人,0.1414,亿人,0.2437,亿人,0.2758,亿人,0.0968,亿人,0.2051,亿人,搜狐网,https://www.sohu.com/,,
2020,安徽,0.1626,亿人,0.1375,亿人,0.1032,亿人,0.155,亿人,0.2,亿人,0.0692,亿人,0.1805,亿人,猫眼电影,https://www.maoyan.com/,,
2021,青海,0.095,亿人,0.0788,亿人,0.0534,亿人,0.089,亿人,0.1214,亿人,0.0443,亿人,0.0798,亿人,中新网,http://www.chinanews.com/,,
2022,新疆,0.1067,亿人,0.0945,亿人,0.0658,亿人,0.1023,亿人,0.142,亿人,0.0508,亿人,0.1104,亿人,TechCrunch,https://techcrunch.com/,,
2023,福建,0.1375,亿人,0.1256,亿人,0.0899,亿人,0.0953,亿人,0.1753,亿人,0.0831,亿人,0.1597,亿人,中国互联网信息中心,https://www.cnnic.net.cn/,,
2022,云南,0.0986,亿人,0.0854,亿人,0.0651,亿人,0.0698,亿人,0.1437,亿人,0.0493,亿人,0.1354,亿人,人民网,http://www.people.com.cn/,,
2023,黑龙江,0.1509,亿人,0.1303,亿人,0.0998,亿人,0.1102,亿人,0.1805,亿人,0.0623,亿人,0.1715,亿人,新华网,http://www.xinhuanet.com/,,
2021,北京,0.3124,亿人,0.2987,亿人,0.2079,亿人,0.2693,亿人,0.4243,亿人,0.3101,亿人,0.3903,亿人,艾瑞咨询,http://www.iresearch.com.cn/,,
2022,江苏,0.2015,亿人,0.175,亿人,0.1387,亿人,0.1854,亿人,0.2363,亿人,0.1578,亿人,0.209,亿人,咨询公司报告,http://www.bcg.com/,,
2023,内蒙古,0.0942,亿人,0.0823,亿人,0.067,亿人,0.0583,亿人,0.1342,亿人,0.0713,亿人,0.0989,亿人,国家统计局,http://www.stats.gov.cn/,,
2020,浙江,0.2663,亿人,0.2455,亿人,0.176,亿人,0.219,亿人,0.3968,亿人,0.1829,亿人,0.3131,亿人,互联网观察,http://www.iosr.org/,,
2021,陕西,0.1456,亿人,0.1334,亿人,0.0851,亿人,0.1015,亿人,0.1522,亿人,0.0723,亿人,0.1489,亿人,中新网,http://www.chinanews.com/,,
2021,广西,0.1181,亿人,0.1067,亿人,0.0753,亿人,0.0951,亿人,0.1823,亿人,0.0902,亿人,0.1567,亿人,鞭牛士,http://www.bnnnews.com/,,
2023,重庆,0.1684,亿人,0.1437,亿人,0.1134,亿人,0.1273,亿人,0.2165,亿人,0.095,亿人,0.1858,亿人,虎嗅网,https://www.huxiu.com/,,
2022,江西,0.1301,亿人,0.1133,亿人,0.0789,亿人,0.0922,亿人,0.1857,亿人,0.0795,亿人,0.1551,亿人,南方周末,http://www.infzm.com/,,
2023,四川,0.1629,亿人,0.1421,亿人,0.115,亿人,0.1388,亿人,0.2189,亿人,0.0863,亿人,0.1999,亿人,36氪,http://www.36kr.com/,,
2022,宁夏,0.0454,亿人,0.0369,亿人,0.0271,亿人,0.0347,亿人,0.0654,亿人,0.0296,亿人,0.0594,亿人,南方都市报,http://www.southcn.com/,,
2020,天津,0.1154,亿人,0.1052,亿人,0.0777,亿人,0.1245,亿人,0.1543,亿人,0.0745,亿人,0.1291,亿人,洽洽信息网,http://www.qiaoqiao.net/,,
2022,河北,0.2102,亿人,0.1681,亿人,0.1305,亿人,0.1723,亿人,0.2554,亿人,0.1017,亿人,0.2368,亿人,财经网,http://www.caijing.com.cn/,,
2023,河南,0.1305,亿人,0.1254,亿人,0.0956,亿人,0.1153,亿人,0.1904,亿人,0.0602,亿人,0.1743,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,重庆,0.1452,亿人,0.1399,亿人,0.1077,亿人,0.1401,亿人,0.2158,亿人,0.0753,亿人,0.1985,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,内蒙古,0.0853,亿人,0.0897,亿人,0.0668,亿人,0.0782,亿人,0.1254,亿人,0.0486,亿人,0.1142,亿人,QuestMobile,https://www.questmobile.com.cn/,,
2022,浙江,0.2024,亿人,0.1882,亿人,0.1415,亿人,0.2093,亿人,0.3027,亿人,0.1565,亿人,0.2731,亿人,Statista,https://www.statista.com/,,
2021,福建,0.1034,亿人,0.1124,亿人,0.0832,亿人,0.0987,亿人,0.1325,亿人,0.0558,亿人,0.1349,亿人,CNNIC,https://www.cnnic.net.cn/,,
2021,四川,0.1582,亿人,0.1453,亿人,0.1109,亿人,0.1448,亿人,0.2152,亿人,0.0784,亿人,0.1907,亿人,艾媒咨询,https://www.iimedia.cn/,,
2020,陕西,0.1206,亿人,0.1155,亿人,0.0894,亿人,0.108,亿人,0.1421,亿人,0.0547,亿人,0.1255,亿人,China Internet Watch,https://www.chinainternetwatch.com/,,
2020,天津,0.2209,亿人,0.1993,亿人,0.1567,亿人,0.1724,亿人,0.2683,亿人,0.1464,亿人,0.2143,亿人,China Data Report,https://www.chinadatareport.com/,,
2020,江西,0.0779,亿人,0.0804,亿人,0.0584,亿人,0.0708,亿人,0.0951,亿人,0.0336,亿人,0.0875,亿人,CNBC,https://www.cnbc.com/,,
2023,新疆,0.1275,亿人,0.1234,亿人,0.0825,亿人,0.1159,亿人,0.1785,亿人,0.0674,亿人,0.1601,亿人,CNBC,https://www.cnbc.com/,,
2023,广西,0.1528,亿人,0.145,亿人,0.1034,亿人,0.1308,亿人,0.2015,亿人,0.0802,亿人,0.1984,亿人,CNNIC,https://www.cnnic.net.cn/,,
2023,湖南,0.1656,亿人,0.1625,亿人,0.1232,亿人,0.1389,亿人,0.2154,亿人,0.0775,亿人,0.2078,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,海南,0.1404,亿人,0.135,亿人,0.0993,亿人,0.117,亿人,0.182,亿人,0.065,亿人,0.1784,亿人,统计局,https://www.stats.gov.cn/,,
2022,宁夏,0.0644,亿人,0.0599,亿人,0.0451,亿人,0.0543,亿人,0.0788,亿人,0.0287,亿人,0.0703,亿人,中国青年报,http://www.cyol.com/,,
2023,陕西,0.2156,亿人,0.1894,亿人,0.1393,亿人,0.1654,亿人,0.2871,亿人,0.0992,亿人,0.2175,亿人,中国网络信息中心,https://www.cnnic.net.cn/,,
2023,江苏,0.3107,亿人,0.2752,亿人,0.1925,亿人,0.2911,亿人,0.4402,亿人,0.0105,亿人,0.3679,亿人,中国互联网协会,https://www.cca.org.cn/,,
2022,安徽,0.2054,亿人,0.1846,亿人,0.1502,亿人,0.1801,亿人,0.2783,亿人,0.0562,亿人,0.1775,亿人,艾瑞咨询,https://www.iresearch.com.cn/,,
2022,福建,0.1469,亿人,0.1285,亿人,0.0893,亿人,0.1446,亿人,0.2158,亿人,0.0341,亿人,0.1555,亿人,QuestMobile,https://www.questmobile.com.cn/,,
2021,海南,0.0754,亿人,0.0714,亿人,0.0455,亿人,0.0612,亿人,0.0907,亿人,0.0309,亿人,0.0702,亿人,国家统计局,http://www.stats.gov.cn/,,
2021,重庆,0.1563,亿人,0.1439,亿人,0.1023,亿人,0.1201,亿人,0.1743,亿人,0.0826,亿人,0.1374,亿人,Statista,https://www.statista.com/,,
2023,内蒙古,0.0507,亿人,0.0473,亿人,0.0348,亿人,0.046,亿人,0.0695,亿人,0.022,亿人,0.0534,亿人,中国网,http://www.china.com.cn/,,
2022,云南,0.0954,亿人,0.0862,亿人,0.0609,亿人,0.0794,亿人,0.1203,亿人,0.0279,亿人,0.091,亿人,企鹅智库,https://www.qiaozhiku.com/,,
2020,四川,0.134,亿人,0.129,亿人,0.0965,亿人,0.1153,亿人,0.1648,亿人,0.0451,亿人,0.1326,亿人,中国市场研究网,http://www.chinawatch.com.cn/,,
2022,黑龙江,0.1676,亿人,0.1568,亿人,0.1137,亿人,0.1358,亿人,0.1994,亿人,0.0518,亿人,0.1439,亿人,新华网,http://www.xinhuanet.com/,,
