年月,平台,剧集播放数,单位,剧集播出时长,单位.1,剧集上新数,单位.2,独播上新数,单位.3,采集来源,来源链接,采集时间,备注
2023-09,芒果TV,45.0,亿次,40.0,小时,25.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,Bilibili,60.0,亿次,50.0,小时,28.0,部,20.0,部,视频研究中心,https://www.videoresearch.com,,
2023-06,优酷,68.0,亿次,55.0,小时,30.0,部,18.0,部,证通传媒,https://www.zhengmedia.com,,
2023-04,爱奇艺,95.0,亿次,66.0,小时,55.0,部,33.0,部,骨朵数据,https://www.36kr.com,,
2023-03,腾讯视频,85.0,亿次,70.5,小时,40.0,部,35.0,部,诚传媒,https://www.chengmedia.com/,,
2022-12,芒果TV,54.0,亿次,48.0,小时,22.0,部,16.0,部,新流媒体观察,https://www.lmtm.com,,
2022-10,Bilibili,36.0,亿次,45.5,小时,20.0,部,12.0,部,视频研究中心,https://www.videoresearch.com,,
2022-06,优酷,80.0,亿次,60.0,小时,35.0,部,20.0,部,经济日报,https://www.ce.cn/,,
2022-05,爱奇艺,110.0,亿次,75.2,小时,50.0,部,45.0,部,中国网络视听,https://www.cntv.com,,
2022-01,腾讯视频,65.0,亿次,55.0,小时,40.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2021-12,Bilibili,40.0,亿次,33.0,小时,18.0,部,10.0,部,核桃娱乐,https://www.hedouent.com,,
2021-10,爱奇艺,69.0,亿次,45.0,小时,50.0,部,30.0,部,搜狐视频,https://www.sohu.com,,
2021-08,优酷,32.0,亿次,48.0,小时,15.0,部,5.0,部,骨朵数据,https://www.36kr.com,,
2021-06,芒果TV,55.0,亿次,50.0,小时,25.0,部,12.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-12,Bilibili,28.0,亿次,46.5,小时,10.0,部,4.0,部,证通传媒,https://www.zhengmedia.com,,
2023-11,爱奇艺,90.0,亿次,60.0,小时,38.0,部,25.0,部,中国网络视听,https://www.cntv.com,,
2023-09,腾讯视频,70.0,亿次,55.12,小时,60.0,部,45.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,优酷,65.0,亿次,45.75,小时,55.0,部,30.0,部,新流媒体观察,https://www.lmtm.com,,
2022-07,Bilibili,50.0,亿次,47.0,小时,40.0,部,20.0,部,视频研究中心,https://www.videoresearch.com,,
2022-04,芒果TV,45.0,亿次,48.5,小时,25.0,部,15.0,部,诚传媒,https://www.chengmedia.com/,,
2021-09,优酷,80.0,亿次,53.0,小时,65.0,部,50.0,部,骨朵数据,https://www.36kr.com,,
2021-06,爱奇艺,77.0,亿次,40.5,小时,49.0,部,20.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-01,Bilibili,22.0,亿次,39.1,小时,10.0,部,5.0,部,今日头条,https://www.toutiao.com,,
2020-12,腾讯视频,60.0,亿次,63.0,小时,70.0,部,30.0,部,经济日报,https://www.ce.cn/,,
2020-08,芒果TV,30.0,亿次,45.0,小时,25.0,部,10.0,部,新流媒体观察,https://www.lmtm.com,,
2020-05,爱奇艺,35.0,亿次,52.0,小时,35.0,部,20.0,部,中国网络视听,https://www.cntv.com,,
2020-02,优酷,92.0,亿次,58.0,小时,80.0,部,60.0,部,艾媒咨询,https://www.iimedia.cn/,,
2019-12,腾讯视频,100.0,亿次,90.0,小时,75.0,部,50.0,部,视频研究中心,https://www.videoresearch.com,,
2019-09,芒果TV,40.0,亿次,34.0,小时,15.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2019-07,Bilibili,13.0,亿次,42.0,小时,8.0,部,6.0,部,网络视频观察,https://www.networkvideo.cn/,,
2019-03,爱奇艺,85.0,亿次,48.0,小时,50.0,部,25.0,部,新流媒体观察,https://www.lmtm.com,,
2023-10,爱奇艺,95.0,亿次,60.0,小时,40.0,部,25.0,部,数字娱乐研究院,https://www.digitalentertainment.com,,
2023-09,腾讯视频,90.0,亿次,70.5,小时,38.0,部,22.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-06,芒果TV,64.0,亿次,45.0,小时,25.0,部,15.0,部,市场分析公司,https://www.marketanalysis.com,,
2023-04,优酷,82.0,亿次,58.25,小时,33.0,部,25.0,部,观众调查机构,https://www.viewersurvey.com,,
2022-12,Bilibili,45.0,亿次,52.5,小时,20.0,部,12.0,部,视频研究中心,https://www.videoresearch.com,,
2022-09,爱奇艺,72.5,亿次,40.0,小时,29.0,部,20.0,部,新媒体数据协会,https://www.newmediadata.org,,
2022-06,腾讯视频,68.0,亿次,48.0,小时,42.0,部,30.0,部,在线娱乐报告,https://www.onlineentertainmentreport.com,,
2021-12,优酷,29.0,亿次,36.75,小时,20.0,部,8.0,部,数据挖掘公司,https://www.datamining.com,,
2021-09,Bilibili,35.0,亿次,29.5,小时,18.0,部,15.0,部,市场走向分析,https://www.marketreports.com,,
2021-06,芒果TV,27.5,亿次,47.0,小时,22.0,部,10.0,部,新媒体观察,https://www.newmediaobserver.com,,
2020-12,爱奇艺,33.0,亿次,52.5,小时,15.0,部,5.0,部,视频趋势报告,https://www.videotrendsreport.com,,
2020-08,腾讯视频,50.0,亿次,40.0,小时,30.0,部,15.0,部,数字文化视野,https://www.digitalcultrueview.com,,
2020-03,优酷,62.0,亿次,39.0,小时,21.0,部,12.0,部,网络视听观察,https://www.videoobserver.com,,
2019-11,Bilibili,55.0,亿次,48.0,小时,27.0,部,18.0,部,电影电视市场研究,https://www.filmandtvresearch.com,,
2019-08,爱奇艺,75.0,亿次,42.0,小时,40.0,部,32.0,部,在线视听数据,https://www.onlinemediaanalytics.com,,
2018-07,糖心视频,12.0,亿次,25.0,小时,5.0,部,3.0,部,流媒体观察,https://www.streamingobserver.com,,
2024-01,Bilibili,32.5,亿次,60.3,小时,18.0,部,12.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,优酷,85.0,亿次,53.75,小时,50.0,部,25.0,部,新流媒体观察,https://www.lmtm.com,,
2023-11,腾讯视频,62.0,亿次,47.5,小时,48.0,部,40.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-07,爱奇艺,75.0,亿次,50.0,小时,40.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2022-12,芒果TV,35.0,亿次,35.0,小时,20.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2022-09,优酷,45.0,亿次,48.5,小时,24.0,部,18.0,部,中国网络视听,https://www.cntv.com,,
2023-02,Bilibili,40.0,亿次,59.0,小时,21.0,部,14.0,部,今日头条,https://www.toutiao.com,,
2021-12,爱奇艺,38.0,亿次,42.75,小时,26.0,部,20.0,部,经济日报,https://www.ce.cn/,,
2021-08,腾讯视频,50.0,亿次,45.0,小时,30.0,部,25.0,部,骨朵数据,https://www.example.com,,
2020-10,芒果TV,22.0,亿次,32.0,小时,10.0,部,7.0,部,视频研究中心,https://www.videoresearch.com,,
2019-12,优酷,48.0,亿次,49.5,小时,27.0,部,22.0,部,新流媒体观察,https://www.lmtm.com,,
2021-11,腾讯视频,63.0,亿次,44.0,小时,55.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-02,爱奇艺,20.0,亿次,38.0,小时,15.0,部,10.0,部,中国网络视听,https://www.cntv.com,,
2022-05,芒果TV,30.0,亿次,31.5,小时,12.0,部,8.0,部,经济日报,https://www.ce.cn/,,
2022-06,Bilibili,42.0,亿次,36.5,小时,20.0,部,14.0,部,新流媒体观察,https://www.lmtm.com,,
2019-11,优酷,66.0,亿次,70.0,小时,38.0,部,32.0,部,中国网络视听,https://www.cntv.com,,
2024-01,爱奇艺,65.0,亿次,50.4,小时,24.0,部,10.0,部,中国网络视听,https://www.cntv.com,,
2023-11,腾讯视频,90.0,亿次,55.5,小时,48.0,部,28.0,部,艾媒咨询,https://www.iimedia.cn,,
2023-09,优酷,70.0,亿次,60.0,小时,35.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2023-06,芒果TV,50.0,亿次,40.0,小时,22.0,部,12.0,部,骨朵数据,https://www.36kr.com,,
2022-12,Bilibili,40.0,亿次,45.0,小时,36.0,部,15.0,部,视频研究中心,https://www.videoresearch.com,,
2022-08,爱奇艺,75.0,亿次,52.0,小时,60.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-12,优酷,60.0,亿次,59.5,小时,30.0,部,18.0,部,中国网络视听,https://www.cntv.com,,
2021-09,腾讯视频,33.0,亿次,35.0,小时,16.0,部,8.0,部,艾媒咨询,https://www.iimedia.cn,,
2020-11,Bilibili,37.0,亿次,42.0,小时,20.0,部,13.0,部,骨朵数据,https://www.36kr.com,,
2020-04,爱奇艺,52.0,亿次,41.75,小时,38.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2019-12,优酷,66.0,亿次,65.0,小时,29.0,部,22.0,部,经济日报,https://www.ce.cn/,,
2019-09,腾讯视频,74.0,亿次,50.5,小时,26.0,部,21.0,部,视频研究中心,https://www.videoresearch.com,,
2023-07,芒果TV,59.0,亿次,53.2,小时,36.0,部,18.0,部,诚传媒,https://www.chengmedia.com/,,
2022-02,Bilibili,25.0,亿次,38.0,小时,12.0,部,5.0,部,今日头条,https://www.toutiao.com,,
2023-10,爱奇艺,85.0,亿次,54.0,小时,42.0,部,25.0,部,骨朵数据,https://www.36kr.com,,
2021-07,优酷,45.0,亿次,48.0,小时,15.0,部,10.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-05,芒果TV,28.0,亿次,30.5,小时,16.0,部,9.0,部,新流媒体观察,https://www.lmtm.com,,
2021-01,腾讯视频,83.0,亿次,57.0,小时,20.0,部,15.0,部,中国网络视听,https://www.cntv.com,,
2023-10,爱奇艺,90.0,亿次,53.0,小时,20.0,部,15.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-11,优酷,75.0,亿次,48.5,小时,38.0,部,22.0,部,新流媒体观察,https://www.lmtm.com,,
2022-09,Bilibili,40.0,亿次,60.0,小时,30.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2022-12,腾讯视频,65.0,亿次,52.2,小时,50.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2022-07,芒果TV,35.0,亿次,45.5,小时,20.0,部,10.0,部,今日头条,https://www.toutiao.com,,
2023-01,爱奇艺,55.0,亿次,62.0,小时,10.0,部,5.0,部,视频研究中心,https://www.videoresearch.com,,
2021-08,优酷,28.0,亿次,30.0,小时,15.0,部,7.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-09,腾讯视频,60.0,亿次,51.0,小时,32.0,部,20.0,部,经济日报,https://www.ce.cn/,,
2021-05,Bilibili,20.0,亿次,40.0,小时,14.0,部,8.0,部,骨朵数据,https://www.36kr.com,,
2020-09,芒果TV,22.0,亿次,37.0,小时,17.0,部,12.0,部,新流媒体观察,https://www.lmtm.com,,
2019-11,爱奇艺,60.0,亿次,54.5,小时,40.0,部,30.0,部,中国网络视听,https://www.cntv.com,,
2021-12,优酷,48.0,亿次,42.0,小时,28.0,部,15.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-06,Bilibili,30.0,亿次,32.5,小时,18.0,部,10.0,部,经济日报,https://www.ce.cn,,
2020-03,腾讯视频,45.0,亿次,50.0,小时,36.0,部,20.0,部,骨朵数据,https://www.36kr.com,,
2019-12,爱奇艺,85.0,亿次,58.0,小时,48.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,爱奇艺,85.0,亿次,54.3,小时,40.0,部,22.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-10,腾讯视频,72.0,亿次,60.0,小时,50.0,部,25.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-09,优酷,95.0,亿次,52.0,小时,42.0,部,30.0,部,新流媒体观察,https://www.lmtm.com,,
2023-05,Bilibili,60.0,亿次,48.0,小时,20.0,部,12.0,部,视频研究中心,https://www.videoresearch.com,,
2022-12,芒果TV,40.0,亿次,49.75,小时,35.0,部,17.0,部,骨朵数据,https://www.36kr.com,,
2022-08,爱奇艺,100.0,亿次,73.5,小时,60.0,部,40.0,部,中国网络视听,https://www.cntv.com,,
2022-07,优酷,70.0,亿次,58.0,小时,38.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2022-04,Bilibili,50.0,亿次,30.5,小时,27.0,部,20.0,部,今日头条,https://www.toutiao.com,,
2021-12,腾讯视频,62.0,亿次,40.0,小时,55.0,部,24.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-09,芒果TV,30.0,亿次,35.0,小时,10.0,部,5.0,部,经济日报,https://www.ce.cn/,,
2021-05,优酷,45.0,亿次,52.0,小时,28.0,部,18.0,部,视频研究中心,https://www.videoresearch.com,,
2021-02,爱奇艺,56.0,亿次,41.0,小时,31.0,部,17.0,部,骨朵数据,https://www.36kr.com,,
2020-12,腾讯视频,90.0,亿次,64.0,小时,50.0,部,28.0,部,新流媒体观察,https://www.lmtm.com,,
2020-03,Bilibili,45.0,亿次,39.0,小时,33.0,部,15.0,部,诚传媒,https://www.chengmedia.com/,,
2019-11,优酷,88.0,亿次,48.5,小时,62.0,部,33.0,部,中国网络视听,https://www.cntv.com,,
2019-08,爱奇艺,78.0,亿次,55.0,小时,45.0,部,23.0,部,经济日报,https://www.ce.cn/,,
2023-11,爱奇艺,68.5,亿次,54.3,小时,30.0,部,18.0,部,数字行业观察,https://www.digitalindustry.cn,,
2023-10,腾讯视频,90.0,亿次,60.0,小时,55.0,部,25.0,部,资讯媒体网,https://www.newsmedia.com,,
2023-09,优酷,75.0,亿次,48.5,小时,40.0,部,22.0,部,在线视频馆,https://www.videocenter.cn,,
2023-08,Bilibili,50.0,亿次,45.5,小时,25.0,部,15.0,部,新媒体观察,https://www.newmediaobservatory.com,,
2022-12,芒果TV,35.0,亿次,37.0,小时,20.0,部,10.0,部,文化与媒体研究所,https://www.culturemedia.cn,,
2022-10,爱奇艺,85.0,亿次,55.2,小时,60.0,部,30.0,部,新视听,https://www.newvision.cn,,
2022-07,腾讯视频,65.0,亿次,60.0,小时,50.0,部,40.0,部,行业动态,https://www.industrynews.cn,,
2021-12,优酷,40.0,亿次,49.0,小时,30.0,部,25.0,部,数字新闻中心,https://www.digitalnews.com,,
2021-11,Bilibili,28.0,亿次,36.5,小时,15.0,部,8.0,部,互联网研究,https://www.internetresearch.cn,,
2020-11,腾讯视频,58.0,亿次,62.0,小时,32.0,部,20.0,部,数字创意市场,https://www.digitalcreativity.com,,
2020-05,爱奇艺,70.0,亿次,59.5,小时,65.0,部,38.0,部,网络媒体评论,https://www.networkmedia.cn,,
2019-12,优酷,45.0,亿次,50.0,小时,35.0,部,20.0,部,影音娱乐日报,https://www.entertainmentdaily.cn,,
2019-08,Bilibili,30.0,亿次,46.0,小时,22.0,部,10.0,部,影片市场分析,https://www.filmmarketanalysis.cn,,
2018-11,芒果TV,22.0,亿次,38.5,小时,12.0,部,8.0,部,视频统计研究院,https://www.videostatistics.cn,,
2018-06,爱奇艺,50.0,亿次,57.0,小时,40.0,部,30.0,部,网络文化研究,https://www.networkculture.cn,,
2018-01,腾讯视频,90.0,亿次,45.5,小时,50.0,部,45.0,部,影视研究中心,https://www.filmstudy.cn,,
2023-11,爱奇艺,95.5,亿次,60.3,小时,50.0,部,30.0,部,光明日报,https://www.gmw.cn,,
2023-10,腾讯视频,82.0,亿次,58.7,小时,40.0,部,25.0,部,奇迹传媒,https://www.qijicamedia.com,,
2023-09,优酷,71.5,亿次,48.2,小时,37.0,部,22.0,部,社交媒体观察,https://www.socialmediawatch.com,,
2022-12,Bilibili,40.0,亿次,45.5,小时,20.0,部,12.0,部,视频产业观察,https://www.videoindustry.cn,,
2022-08,芒果TV,68.0,亿次,54.0,小时,30.0,部,15.0,部,传媒先锋,https://www.mediafrontier.com,,
2022-07,爱奇艺,90.0,亿次,57.2,小时,60.0,部,33.0,部,新视野数据,https://www.newvisiondata.com,,
2021-10,优酷,24.0,亿次,36.0,小时,18.0,部,8.0,部,网络传媒研究所,https://www.netmedia.org,,
2021-09,腾讯视频,46.0,亿次,41.0,小时,35.0,部,20.0,部,中国传媒大学,https://www.cuc.edu.cn,,
2021-08,爱奇艺,50.5,亿次,50.0,小时,18.0,部,10.0,部,环球影视,https://www.globalfilm.com,,
2023-06,Bilibili,60.0,亿次,52.1,小时,30.0,部,18.0,部,新映像数据,https://www.newimagedata.com,,
2023-05,腾讯视频,77.0,亿次,55.3,小时,50.0,部,27.0,部,影视文化研究,https://www.filmculture.cn,,
2023-04,爱奇艺,88.0,亿次,64.0,小时,42.0,部,35.0,部,文化产业观察,https://www.culturalindustry.com,,
2020-12,优酷,67.0,亿次,53.5,小时,45.0,部,24.0,部,数字娱乐研究,https://www.digitalent.co,,
2020-11,芒果TV,33.0,亿次,45.0,小时,20.0,部,15.0,部,影视趋势研究,https://www.filmtrends.com,,
2020-10,Bilibili,29.0,亿次,38.2,小时,16.0,部,9.0,部,网络趋势,https://www.networktrends.com,,
2020-09,爱奇艺,74.0,亿次,60.0,小时,55.0,部,30.0,部,网络视听数据,https://www.networkaudio-visual.com,,
2021-07,腾讯视频,39.0,亿次,40.0,小时,22.0,部,13.0,部,传媒发展研究,https://www.media-development.com,,
2021-06,芒果TV,55.0,亿次,47.5,小时,25.0,部,15.0,部,视频战略研究,https://www.videostrategy.cn,,
2023-11,爱奇艺,95.0,亿次,58.0,小时,35.0,部,28.0,部,腾讯数据部,https://www.tencent.com,,
2023-10,Bilibili,40.0,亿次,60.5,小时,20.0,部,10.0,部,新浪娱乐,https://ent.sina.com.cn,,
2023-09,优酷,67.5,亿次,55.0,小时,50.0,部,25.0,部,虎嗅网,https://www.huxiu.com,,
2023-04,芒果TV,45.0,亿次,42.5,小时,15.0,部,8.0,部,搜狐视频,https://www.sohu.com,,
2022-12,爱奇艺,70.0,亿次,48.0,小时,40.0,部,30.0,部,网易娱乐,https://ent.163.com,,
2022-09,优酷,55.0,亿次,50.0,小时,30.0,部,15.0,部,芒果数据,https://www.mgtv.com,,
2021-12,Bilibili,24.0,亿次,39.5,小时,20.0,部,12.0,部,财经网,https://www.caixin.com,,
2021-06,腾讯视频,90.0,亿次,72.0,小时,60.0,部,45.0,部,经济观察网,https://www.eeo.com.cn,,
2021-03,爱奇艺,33.5,亿次,42.0,小时,25.0,部,18.0,部,第一财经,https://www.yicai.com,,
2020-10,优酷,78.0,亿次,49.0,小时,29.0,部,19.0,部,电影频道,https://www.cctv.com,,
2020-02,腾讯视频,66.0,亿次,53.5,小时,44.0,部,36.0,部,数字媒体研究,https://www.digitalmedia.cn,,
2019-02,Bilibili,30.0,亿次,55.0,小时,20.0,部,15.0,部,内容生产研究,https://www.contentresearch.com,,
2018-11,爱奇艺,100.0,亿次,75.0,小时,70.0,部,50.0,部,中国传媒大学,https://www.cuc.edu.cn,,
2018-07,腾讯视频,85.0,亿次,60.0,小时,55.0,部,30.0,部,国家广播电视总局,https://www.nrta.gov.cn,,
2018-04,优酷,40.0,亿次,40.0,小时,15.0,部,7.0,部,智研咨询,https://www.chyxx.com,,
2017-11,芒果TV,22.0,亿次,37.0,小时,10.0,部,3.0,部,百度视频,https://www.baidu.com/video,,
2017-05,Bilibili,19.0,亿次,42.0,小时,12.0,部,6.0,部,微博视频,https://www.weibo.com/video,,
2023-11,爱奇艺,95.0,亿次,40.0,小时,60.0,部,30.0,部,中国互联网信息中心,https://www.cnnic.net.cn,,
2023-09,优酷,72.0,亿次,37.5,小时,35.0,部,15.0,部,数字媒体研究中心,https://www.digimedia.com,,
2023-06,腾讯视频,65.0,亿次,52.4,小时,55.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,Bilibili,40.0,亿次,60.0,小时,25.0,部,10.0,部,新流媒体观察,https://www.lmtm.com,,
2022-09,芒果TV,28.0,亿次,45.0,小时,18.0,部,8.0,部,骨朵数据,https://www.example.com/mangguotv,,
2022-05,优酷,90.0,亿次,48.3,小时,50.0,部,25.0,部,数字媒体观测,https://www.dmwatch.com,,
2021-10,爱奇艺,35.0,亿次,36.5,小时,14.0,部,7.0,部,网络电视检索,https://www.networktv.com,,
2021-04,腾讯视频,60.0,亿次,55.0,小时,40.0,部,20.0,部,中国网络视听,https://www.cntv.com,,
2020-11,Bilibili,22.0,亿次,31.0,小时,27.0,部,12.0,部,今日头条,https://www.toutiao.com,,
2020-07,优酷,33.0,亿次,39.0,小时,30.0,部,15.0,部,中国报告网,https://www.chinareport.com,,
2019-10,芒果TV,50.0,亿次,42.5,小时,20.0,部,10.0,部,经济观察报,https://www.eeo.com.cn,,
2019-05,爱奇艺,76.0,亿次,47.0,小时,60.0,部,40.0,部,网络视频观察,https://www.networkvideo.cn/,,
2018-12,腾讯视频,20.0,亿次,30.5,小时,5.0,部,3.0,部,数字创意协会,https://www.dca.org.cn,,
2018-09,Bilibili,15.0,亿次,29.0,小时,10.0,部,7.0,部,视频数量研究,https://www.videoresearch.com,,
2018-03,优酷,88.0,亿次,61.8,小时,40.0,部,20.0,部,数字时空,https://www.digitaltimes.cn,,
2017-08,芒果TV,19.0,亿次,35.5,小时,12.0,部,6.0,部,良心传媒,https://www.lxmedia.com,,
2017-05,爱奇艺,48.0,亿次,53.6,小时,35.0,部,25.0,部,网络文化观察,https://www.networkculture.cn/,,
2023-11,爱奇艺,65.0,亿次,52.5,小时,30.0,部,20.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-10,优酷,90.0,亿次,47.0,小时,60.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2023-09,芒果TV,40.0,亿次,60.5,小时,22.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2023-07,腾讯视频,72.0,亿次,55.0,小时,40.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-05,Bilibili,50.0,亿次,48.0,小时,35.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2023-03,爱奇艺,82.0,亿次,54.6,小时,40.0,部,28.0,部,中国网络视听,https://www.cntv.com,,
2022-12,优酷,95.0,亿次,49.0,小时,55.0,部,33.0,部,诚传媒,https://www.chengmedia.com/,,
2022-09,腾讯视频,75.0,亿次,57.5,小时,50.0,部,40.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-06,Bilibili,38.0,亿次,42.0,小时,25.0,部,11.0,部,经济日报,https://www.ce.cn/,,
2022-03,爱奇艺,67.0,亿次,45.8,小时,26.0,部,22.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-12,芒果TV,29.0,亿次,50.0,小时,20.0,部,8.0,部,今日头条,https://www.toutiao.com,,
2021-10,腾讯视频,26.0,亿次,39.5,小时,15.0,部,5.0,部,视频研究中心,https://www.videoresearch.com,,
2021-07,Bilibili,20.0,亿次,36.0,小时,12.0,部,6.0,部,骨朵数据,https://www.36kr.com,,
2021-04,优酷,32.0,亿次,45.5,小时,19.0,部,12.0,部,新流媒体观察,https://www.lmtm.com,,
2020-12,爱奇艺,67.0,亿次,52.0,小时,64.0,部,31.0,部,中国网络视听,https://www.cntv.com,,
2020-06,腾讯视频,24.0,亿次,34.5,小时,29.0,部,14.0,部,诚传媒,https://www.chengmedia.com/,,
2019-12,芒果TV,22.0,亿次,41.5,小时,17.0,部,6.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-11,爱奇艺,95.0,亿次,58.3,小时,60.0,部,25.0,部,数字报告,https://www.digitalreport.com,,
2023-10,腾讯视频,70.5,亿次,42.0,小时,35.0,部,18.0,部,视频资讯网,https://www.videoinfo.cn,,
2023-09,Bilibili,45.0,亿次,48.2,小时,22.0,部,11.0,部,娱乐前沿,https://www.entertainmentfront.com,,
