登记号（字符型）,育种技术名称（字符型）,育种技术类型（字符型）,试验状态（字符型）,试验分期（字符型）,试验分类（字符型）,申办者单位（字符型）,试验机构（字符型）,登记日期（日期型）,试验开始时间（日期型）,试验终止时间（日期型）,最新状态日期（日期型）,规范企业名称（字符型）,申报类型（字符型）,规范企业名称（字符型）.1,采集来源,来源链接,采集时间,备注,,,
MF778092,高营养价值玉米育种技术,标准育种,正在进行,第一阶段,初步试验,黑龙江省农科院,黑龙江大学,2023-11-05,2023-11-20,2024-11-20,2024-10-01,黑龙江种业科技公司,新品种审定申请,黑龙江种业科技公司,黑龙江省农业农村厅,https://www.hljnc.gov.cn/,2024/9/30,,,,
MF996253,抗虫花生育种技术,转基因育种,已完成,第三阶段,区域试验,陕西省农科院,西北农林科技大学,2023-05-15,2023-06-01,2024-06-01,2024-05-15,陕西良种科技有限公司,新品种审定申请,陕西良种科技有限公司,陕西省农业农村厅,https://www.sxnc.gov.cn/,2024/9/30,,,,
MF635142,低碳排放的水稻育种技术,转基因育种,正在进行,第一阶段,大田试验,福建省农科院,福建农林大学,2023-12-01,2023-12-15,2024-12-15,2024-11-01,福建绿色发展公司,新品种审定申请,福建绿色发展公司,福建省农业农村厅,https://www.fjnc.gov.cn/,2024/9/30,,,,
MF030481,抗寒小麦育种技术,常规育种,已完成,第二阶段,区域试验,吉林省农科院,吉林农业大学,2023-06-20,2023-07-01,2024-07-01,2024-06-15,吉林良种技术公司,新品种审定申请,吉林良种技术公司,吉林省农业农村厅,https://www.jlnc.gov.cn/,2024/9/30,,,,
MF035562,多抗豆类育种技术,常规育种,正在进行,第一阶段,初步试验,新疆省农科院,新疆农业大学,2023-09-15,2023-09-30,2024-09-30,2024-08-01,新疆种业科技公司,新品种审定申请,新疆种业科技公司,新疆维吾尔自治区农业厅,https://www.xjagri.gov.cn/,2024/9/30,,,,
MF778092,酒精耐受大豆育种技术,转基因育种,已完成,第三阶段,大田试验,四川省农科院,四川农业大学,2023-04-20,2023-05-05,2024-05-05,2024-04-01,四川高科种业有限公司,新品种审定申请,四川高科种业有限公司,四川省农业农村厅,https://www.scagri.gov.cn/,2024/9/30,,,,
MF996253,高效生物肥料玉米育种技术,常规育种,正在进行,第一阶段,初步试验,山西省农科院,山西农业大学,2023-11-20,2023-12-01,2024-12-01,2024-11-15,山西生物科技有限公司,新品种审定申请,山西生物科技有限公司,山西省农业农村厅,https://www.sxnc.gov.cn/,2024/9/30,,,,
MF030490,耐盐水稻育种技术,常规育种,正在进行,第一阶段,初步试验,福建省农业科学院,福建农林大学,2023-10-12,2023-11-01,2024-11-01,2024-10-01,福建省良种科技有限公司,新品种审定申请,福建省良种科技有限公司,福建省农业农村厅,https://www.fjagri.gov.cn,2024/9/30,,,,
MF737405,抗逆生菜育种技术,转基因育种,已完成,第二阶段,区域试验,浙江省农科院,浙江农业大学,2023-09-15,2023-10-01,2024-10-01,2024-09-01,浙江良种科技有限公司,新品种审定申请,浙江良种科技有限公司,浙江省农业农村厅,https://www.zjagri.gov.cn,2024/9/30,,,,
MF035586,高糖甜瓜育种技术,常规育种,正在进行,第一阶段,大田试验,江苏省农科院,东南大学,2023-08-30,2023-09-15,2024-09-15,2024-08-01,江苏省农业科技有限公司,新品种审定申请,江苏省农业科技有限公司,南京农业大学,https://www.njau.edu.cn,2024/9/30,,,,
MF779985,黄麻优质育种技术,转基因育种,正在进行,第三阶段,区域试验,广西省农科院,广西大学,2023-06-05,2023-06-15,2024-06-15,2024-05-01,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西省农业农村厅,https://www.gxagri.gov.cn,2024/9/30,,,,
MF658312,抗病葱育种技术,常规育种,已完成,第二阶段,大田试验,北京农学院,北京农业大学,2023-10-01,2023-10-15,2024-10-15,2024-09-10,北京良种科技有限公司,新品种审定申请,北京良种科技有限公司,北京市农业农村厅,https://www.bjagri.gov.cn,2024/9/30,,,,
MF996253,高效栽培豆育种技术,常规育种,正在进行,第一阶段,初步试验,辽宁省农科院,沈阳农业大学,2023-05-22,2023-06-10,2024-06-10,2024-05-15,辽宁良种科技有限公司,新品种审定申请,辽宁良种科技有限公司,辽宁省农业农村厅,https://www.lnagri.gov.cn,2024/9/30,,,,
MF996253,抗寒草莓育种技术,转基因育种,正在进行,第三阶段,区域试验,吉林省农科院,吉林农业大学,2023-07-15,2023-08-01,2024-08-01,2024-07-01,吉林良种科技有限公司,新品种审定申请,吉林良种科技有限公司,吉林省农业农村厅,https://www.jlagri.gov.cn,2024/9/30,,,,
MF996253,高油脂向日葵育种技术,常规育种,已完成,第二阶段,大田试验,陕西省农科院,西北农林科技大学,2023-06-10,2023-06-20,2024-06-20,2024-05-25,陕西良种科技有限公司,新品种审定申请,陕西良种科技有限公司,陕西省农业农村厅,https://www.shaanxiagri.gov.cn,2024/9/30,,,,
MF996253,香甜红薯育种技术,常规育种,正在进行,第一阶段,初步试验,四川省农科院,四川农业大学,2023-08-20,2023-09-05,2024-09-05,2024-08-01,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.scagri.gov.cn,2024/9/30,,,,
MF779985,抗盐水稻育种技术,常规育种,正在进行,第一阶段,初步试验,天津市农业科学院,天津科技大学,2023-08-10,2023-09-01,2024-09-01,2024-08-01,天津良种生物科技有限公司,新品种审定申请,天津良种生物科技有限公司,天津市农业农村厅,http://www.tjny.gov.cn,2024/9/30,,,,
MF779985,高抗逆转基因花生育种技术,转基因育种,已完成,第二阶段,区域试验,吉林省农业科学院,吉林农业大学,2023-09-15,2023-10-15,2024-10-15,2024-09-10,吉林佳禾生物科技有限责任公司,新品种审定申请,吉林佳禾生物科技有限责任公司,吉林省农业农村厅,http://www.jlny.gov.cn,2024/9/30,,,,
MF778092,抗病菌红豆育种技术,常规育种,正在进行,第一阶段,初步试验,上海市农业科学院,华东师范大学,2023-07-20,2023-08-01,2024-08-01,2024-07-01,上海美农生物科技有限公司,新品种审定申请,上海美农生物科技有限公司,上海市农业农村厅,http://www.shny.gov.cn,2024/9/30,,,,
MF778092,抗霜冻大麦育种技术,转基因育种,已完成,第二阶段,区域试验,四川省农科院,四川农业大学,2023-10-05,2023-11-01,2024-11-01,2024-10-01,四川绿田生物科技有限公司,新品种审定申请,四川绿田生物科技有限公司,四川省农业农村厅,http://www.scny.gov.cn,2024/9/30,,,,
MF778092,超级耐旱牧草育种技术,常规育种,正在进行,第一阶段,初步试验,广西省农科院,广西大学,2023-06-15,2023-07-01,2024-07-01,2024-06-01,广西种业科技集团有限公司,新品种审定申请,广西种业科技集团有限公司,广西省农业农村厅,http://www.gxny.gov.cn,2024/9/30,,,,
MF778092,高产性豆类育种技术,常规育种,已完成,第三阶段,大田试验,云南省农科院,云南农业大学,2023-04-01,2023-05-01,2024-05-01,2024-04-01,云南丰禾生物科技公司,新品种审定申请,云南丰禾生物科技公司,云南省农业农村厅,http://www.ynny.gov.cn,2024/9/30,,,,
MF737405,高抗虫红薯育种技术,常规育种,正在进行,第一阶段,初步试验,陕西省农科院,西北农林科技大学,2023-11-01,2023-12-01,2024-12-01,2024-11-01,陕西丰收科技股份有限公司,新品种审定申请,陕西丰收科技股份有限公司,陕西省农业农村厅,http://www.sxny.gov.cn,2024/9/30,,,,
MF737405,改良荔枝育种技术,常规育种,已完成,第二阶段,区域试验,福建省农科院,福建农林大学,2023-04-15,2023-05-15,2024-05-15,2024-04-10,福建省优质农产品有限公司,新品种审定申请,福建省优质农产品有限公司,福建省农业农村厅,http://www.fjny.gov.cn,2024/9/30,,,,
MF658312,抗旱西瓜育种技术,转基因育种,正在进行,第三阶段,大田试验,陕西省农业科学院,西北农林科技大学,2023-12-01,2024-01-01,2025-01-01,2024-12-01,陕西富农生物科技有限责任公司,新品种审定申请,陕西富农生物科技有限责任公司,陕西省农业农村厅,http://www.sxny.gov.cn,2024/9/30,,,,
MF658312,耐盐水稻育种技术,常规育种,正在进行,第一阶段,初步试验,广东省农业科学院,广东海洋大学,2023-10-10,2023-11-01,2024-11-01,2024-10-01,广州农科生物科技有限公司,新品种审定申请,广州农科生物科技有限公司,广东省农业农村厅,https://www.gd.gov.cn/,2024/9/30,,,,
MF635142,抗逆性番茄育种技术,转基因育种,已完成,第二阶段,区域试验,湖南省农科院,湖南农业大学,2023-08-15,2023-09-01,2024-09-01,2024-08-01,湖南良种科技有限公司,新品种审定申请,湖南良种科技有限公司,湖南省农业农村厅,https://www.hunan.gov.cn/,2024/9/30,,,,
MF030481,高油脂大豆育种技术,常规育种,正在进行,第三阶段,大田试验,江苏省农科院,南京农业大学,2023-06-30,2023-07-01,2024-07-01,2024-06-01,江苏丰田生物科技有限公司,新品种审定申请,江苏丰田生物科技有限公司,江苏省农业农村厅,https://www.jiangsu.gov.cn/,2024/9/30,,,,
MF035562,抗黄萎病玉米育种技术,转基因育种,已完成,第一阶段,初步试验,黑龙江省农科院,黑龙江农业大学,2023-05-11,2023-06-01,2024-06-01,2024-05-01,黑龙江禾丰生物科技有限公司,新品种审定申请,黑龙江禾丰生物科技有限公司,黑龙江省农业农村厅,https://www.hlj.gov.cn/,2024/9/30,,,,
MF778092,低温忍耐甘蔗育种技术,常规育种,正在进行,第二阶段,区域试验,海南省农科院,海南热带农业大学,2023-09-30,2023-10-15,2024-10-15,2024-09-15,海南生物农科技有限公司,新品种审定申请,海南生物农科技有限公司,海南省农业农村厅,https://www.hainan.gov.cn/,2024/9/30,,,,
MF996253,耐低光照青菜育种技术,转基因育种,已完成,第三阶段,大田试验,浙江省农业科学院,浙江大学,2023-04-07,2023-05-01,2024-05-01,2024-04-01,浙江欣禾生物科技有限公司,新品种审定申请,浙江欣禾生物科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/,2024/9/30,,,,
MF635142,双抗玉米育种技术,转基因育种,正在进行,第一阶段,初步试验,四川省农科院,西南财经大学,2023-11-01,2023-11-15,2024-11-15,2024-10-15,四川现代农业科技公司,新品种审定申请,四川现代农业科技公司,四川省农业农村厅,https://www.sc.gov.cn/,2024/9/30,,,,
MF030481,新型生态栽培技术,常规育种,已完成,第二阶段,区域试验,广西农科院,广西大学,2023-05-25,2023-06-15,2024-06-15,2024-05-15,广西优种生物科技有限公司,新品种审定申请,广西优种生物科技有限公司,广西壮族自治区农业农村厅,https://www.gxzf.gov.cn/,2024/9/30,,,,
MF035562,抗重金属水稻育种技术,转基因育种,正在进行,第三阶段,大田试验,云南省农科院,云南农业大学,2023-02-20,2023-03-01,2024-03-01,2024-02-01,云南生物农科技有限公司,新品种审定申请,云南生物农科技有限公司,云南省农业农村厅,https://www.yn.gov.cn/,2024/9/30,,,,
MF778092,抗寒小麦育种技术,常规育种,正在进行,第一阶段,初步试验,黑龙江省农科院,黑龙江农业大学,2023-02-20,2023-03-01,2024-03-01,2024-02-01,黑龙江良种科技有限公司,新品种审定申请,黑龙江良种科技有限公司,黑龙江省农业农村厅,https://www.hlj.gov.cn/,2024/9/30,,,,
MF996253,早熟苹果育种技术,现代育种,已完成,第二阶段,区域试验,陕西省农科院,西北农林科技大学,2023-04-08,2023-05-01,2024-05-01,2024-04-15,陕西佳果科技有限公司,新品种审定申请,陕西佳果科技有限公司,陕西省农业农村厅,https://www.snagri.gov.cn/,2024/9/30,,,,
MF030490,抗稻瘟病水稻育种技术,转基因育种,正在进行,第三阶段,大田试验,湖南省农科院,湖南农业大学,2023-06-15,2023-07-01,2024-07-01,2024-06-10,湖南禾田科技有限公司,新品种审定申请,湖南禾田科技有限公司,湖南省农业农村厅,https://www.hunan.gov.cn/,2024/9/30,,,,
MF737405,高品质葡萄育种技术,常规育种,已完成,第二阶段,区域试验,云南省农科院,云南农业大学,2023-08-01,2023-09-01,2024-09-01,2024-08-15,云南果域科技有限公司,新品种审定申请,云南果域科技有限公司,云南省农业农村厅,https://www.yn.gov.cn/,2024/9/30,,,,
MF035586,优质大豆育种技术,常规育种,正在进行,第一阶段,初步试验,吉林省农科院,吉林农业大学,2023-09-10,2023-10-01,2024-10-01,2024-09-01,吉林良种科技有限公司,新品种审定申请,吉林良种科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/,2024/9/30,,,,
MF779985,抗旱高粱育种技术,转基因育种,正在进行,第三阶段,大田试验,新疆省农科院,新疆农业大学,2023-10-15,2023-11-01,2024-11-01,2024-10-15,新疆良种科技有限公司,新品种审定申请,新疆良种科技有限公司,新疆省农业农村厅,https://www.xj.gov.cn/,2024/9/30,,,,
MF658312,优质甘蔗育种技术,常规育种,已完成,第二阶段,区域试验,海南省农科院,海南农业大学,2023-11-05,2023-12-01,2024-12-01,2024-11-20,海南农丰科技有限公司,新品种审定申请,海南农丰科技有限公司,海南省农业农村厅,https://www.hainan.gov.cn/,2024/9/30,,,,
MF030481,丰产豆类育种技术,转基因育种,正在进行,第一阶段,初步试验,四川省农科院,四川农业大学,2023-12-01,2023-12-10,2024-12-10,2024-11-30,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/,2024/9/30,,,,
MF035562,抗涝番茄育种技术,常规育种,已完成,第二阶段,区域试验,浙江省农科院,浙江农业大学,2023-11-20,2023-12-01,2024-12-01,2024-11-15,浙江优种科技有限公司,新品种审定申请,浙江优种科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/,2024/9/30,,,,
MF778092,抗盐水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,福建省农科院,福州大学,2023-09-01,2023-09-15,2024-09-15,2024-08-01,福建良种科技有限公司,新品种审定申请,福建良种科技有限公司,福建省农业农村厅,https://www.fjny.gov.cn/,2024/9/30,,,,
MF996253,高抗逆性花生育种技术,常规育种,已完成,第二阶段,区域试验,四川省农科院,四川农业大学,2023-02-14,2023-03-01,2024-03-01,2024-02-20,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.scny.gov.cn/,2024/9/30,,,,
MF635142,高效利用水资源的小麦育种技术,常规育种,正在进行,第三阶段,大田试验,陕西省农科院,陕西农业大学,2023-10-10,2023-11-01,2024-11-01,2024-10-01,陕西良种科技有限公司,新品种审定申请,陕西良种科技有限公司,陕西省农业农村厅,https://www.snny.gov.cn/,2024/9/30,,,,
MF030481,抗逆性甘蔗育种技术,转基因育种,已完成,第二阶段,区域试验,广西农科院,广西大学,2023-04-12,2023-04-20,2024-04-20,2024-03-15,广西良种科技有限公司,新品种审定申请,广西良种科技有限公司,广西省农业农村厅,https://www.gxny.gov.cn/,2024/9/30,,,,
MF035562,气候适应性强的腊肠宝宝育种技术,常规育种,正在进行,第一阶段,初步试验,云南省农科院,云南农业大学,2023-06-18,2023-07-01,2024-07-01,2024-06-01,云南良种科技有限公司,新品种审定申请,云南良种科技有限公司,云南省农业农村厅,https://www.ynny.gov.cn/,2024/9/30,,,,
MF778092,耐旱红薯育种技术,常规育种,已完成,第三阶段,大田试验,海南省农科院,海南大学,2023-07-22,2023-08-15,2024-08-15,2024-07-10,海南良种科技有限公司,新品种审定申请,海南良种科技有限公司,海南省农业农村厅,https://www.hi.gov.cn/,2024/9/30,,,,
