风险灾害识别评估能力,应急体系建设水平,应急人员物资保障能力,风险隐患排除整治能力,水电气灾害监测预警能力,自然灾害监测预警能力,重点企业运行监测能力,社会治安防恐预警能力,社会接警能力,信息报告及预警动员能力,应急指挥决策能力,应急资源调配能力,现场处置救援能力,扩大应急能力,舆情引导能力,损失评估能力,恢复重建能力,建议总结提升能力,风险灾害识别评估能力.1,采集来源,来源链接,采集时间,备注【疑问汇总】
83,79,76,72,92,90,82,71,86,81,77,80,81,78,75,80,78,83,综合评估报告,江苏省应急管理局,https://www.jiangsu.gov.cn/jsp/gov_publicity,,
81,82,74,69,89,84,76,66,88,78,72,75,79,74,72,71,77,80,自然灾害调查,湖南省应急管理厅,https://www.hunan.gov.cn/ewg/sgjs/index.html,,
79,81,73,66,88,90,79,65,83,76,74,71,78,73,70,75,74,73,城市安全框架,深圳市政府,https://www.sz.gov.cn/szfwj/,,
88,85,79,73,95,92,84,75,87,82,78,83,85,81,78,77,80,86,国际应急评估,国际红十字会,https://www.icrc.org/zh,,
76,78,67,61,86,80,74,72,79,70,69,70,65,68,67,66,70,71,应急管理论坛,北京市应急管理局,https://www.beijing.gov.cn/zhengce/zhengceten/,,
84,81,78,71,94,89,82,70,84,79,76,80,83,75,76,74,79,80,行业应急综述,浙江省应急管理厅,https://www.zhejiang.gov.cn/col/col1630521/index.html,,
85,82,77,75,90,91,83,72,81,80,75,79,82,78,75,76,77,79,应急资讯,鉄道部,https://www.mot.gov.cn/,,
77,79,75,68,82,81,77,71,78,73,70,72,75,74,73,71,72,70,风险评估基准,中国气象局,https://www.cma.gov.cn/,,
80,76,71,65,87,83,76,67,82,76,69,73,70,68,69,70,73,75,应急能力扫描,广西省应急管理局,https://www.gx.gov.cn/zwgk/,,
82,77,74,71,88,90,79,77,83,79,76,80,78,75,73,76,80,82,综合评估,江苏省应急管理局,https://www.jiangsu.gov.cn/,,
80,82,70,66,84,87,81,72,75,73,79,75,74,70,68,71,78,77,制度建设,安徽省应急管理厅,https://www.ah.gov.cn/,,
76,84,80,72,90,83,76,71,88,81,74,82,79,77,76,78,80,79,成果汇报,国家应急管理部,https://www.mem.gov.cn/,,
78,81,78,67,82,85,80,74,82,77,76,75,74,73,70,71,79,78,实地调研,浙江省应急管理局,https://www.zj.gov.cn/,,
75,76,72,64,86,81,74,69,76,72,73,70,73,69,68,74,73,77,风险管理,湖南省应急厅,https://www.hunan.gov.cn/,,
89,83,81,78,91,89,85,74,90,78,80,83,81,79,75,80,82,85,网络安全,北京应急管理局,https://www.beijing.gov.cn/,,
81,79,80,71,86,84,82,70,82,75,78,77,73,76,74,76,79,80,年度报告,中共中央应急管理委员会,https://www.gd.gov.cn/,,
83,85,79,65,89,90,83,71,88,79,80,82,75,76,72,78,81,84,预警机制,国务院应急管理办公室,https://www.gov.cn/,,
92,88,80,76,91,90,85,73,89,85,79,76,84,78,75,80,83,82,综合评估,国家应急管理部,https://www.mem.gov.cn,,
75,70,68,65,75,80,73,66,78,71,69,71,74,70,68,69,72,74,地方实地考察,北京市应急管理局,https://www.beijing.gov.cn,,
81,84,76,74,88,86,79,70,80,78,77,75,77,74,72,76,79,80,年度总结报告,各省应急管理局,https://www.safety.gov.cn,,
79,81,73,71,85,89,77,71,84,76,74,77,80,72,69,72,73,75,政策分析,媒体报道,https://www.caixin.com,,
85,87,77,75,90,84,83,78,81,79,76,80,82,78,73,80,81,82,社会调查,中国社会科学院,https://www.cass.cn,,
65,60,62,58,62,60,62,55,64,63,59,61,62,60,57,61,60,55,社区评估,当地社区服务中心,https://www.community.gov.cn,,
87,82,83,79,91,90,85,75,88,82,78,81,80,77,73,78,79,80,国家战略研究,国务院发展研究中心,https://www.drc.gov.cn,,
74,70,73,68,76,74,72,69,72,74,71,70,72,69,66,70,71,72,企业自查,某知名企业,https://www.company.gov.cn,,
80,78,71,75,85,80,78,74,81,77,73,76,78,74,72,75,73,76,学术研究,高校研究机构,https://www.university.edu.cn,,
83,79,76,72,91,89,82,72,84,81,78,80,80,77,73,78,80,82,区域分析,福建省应急管理局,https://www.fujian.gov.cn,,
79,73,68,66,84,81,76,69,78,74,71,70,75,74,68,70,73,75,行业调查,全国应急管理信息中心,https://www.mem.gov.cn,,
87,82,79,73,92,86,83,78,87,80,77,81,83,79,75,81,84,78,市政评估,北京市应急管理局,https://www.beijing.gov.cn,,
82,80,74,69,89,84,81,73,83,78,76,77,79,75,72,76,81,75,数据分析,浙江省应急管理厅,https://www.zhejiang.gov.cn,,
76,74,71,66,85,82,74,67,79,73,69,72,74,70,68,70,72,73,研究报告,国家应急管理科研中心,https://www.gov.cn/zhengce,,
90,84,80,75,94,90,85,77,90,84,82,83,86,81,78,80,85,83,精准评估,四川省应急管理局,https://www.sc.gov.cn,,
76,77,73,69,83,80,79,70,81,76,70,74,75,73,69,71,74,77,事故调查,国家安全生产监督管理局,https://www.chinasafety.gov.cn,,
88,83,78,74,91,88,82,76,86,82,80,79,80,78,75,79,83,81,应急演练,广东省应急管理局,https://www.gd.gov.cn,,
81,78,76,71,89,85,77,73,82,78,76,74,77,75,72,74,76,79,灾害防控,宁夏回族自治区应急管理厅,https://www.nx.gov.cn,,
82,85,79,73,88,90,84,71,81,77,78,80,83,77,76,80,81,79,区域分析,国家应急管理部,https://www.mem.gov.cn,,
88,90,83,78,92,91,85,75,87,82,80,81,86,83,78,84,86,85,年度总结,北京市应急管理局,https://www.beijing.gov.cn,,
76,72,70,65,80,77,70,65,75,72,69,66,71,68,64,70,72,69,基层报告,地方政府官网,https://www.zhengfu.gov.cn,,
90,88,86,84,92,89,87,74,88,85,82,85,89,81,79,82,84,90,应急演练,中国应急管理研究院,https://www.cema.gov.cn,,
84,80,76,72,88,85,82,73,79,78,80,77,81,75,73,78,76,77,行业标准,中国安全生产网,https://www.chinasafety.gov.cn,,
75,73,69,68,79,76,72,70,74,73,70,72,75,71,71,69,72,71,周报分析,国家统计局,https://www.stats.gov.cn,,
82,83,79,74,86,83,81,69,80,78,75,78,80,76,74,75,80,79,地方动态,人民政府官方网站,https://www.gov.cn,,
79,78,72,69,84,81,77,65,74,71,73,70,76,74,72,73,75,77,政府调查,中国气象局,https://www.cma.gov.cn,,
87,85,81,79,90,88,86,74,84,81,78,83,85,81,80,82,84,86,应急管理趋势,安全生产监管局,https://www.safety.gov.cn,,
82,77,74,69,88,86,76,71,84,79,72,75,80,73,76,80,82,78,区域评估,应急管理办公室,https://www.emergency.gov.cn/,,
75,73,68,64,82,81,72,65,78,73,69,70,74,70,69,71,72,74,地方实操,国家气象局,https://www.cma.gov.cn/,,
84,81,78,71,90,89,83,72,87,82,79,76,81,75,77,79,83,80,行业调查,北京市应急管理局,https://www.bj.gov.cn/,,
76,80,71,67,83,80,74,66,81,77,74,71,75,72,70,74,76,78,风险调查,国家应急管理部,https://www.mem.gov.cn/,,
90,85,80,75,92,91,85,78,88,83,81,84,86,79,82,80,85,87,科技发展,全球災害信息中心,https://www.gdrc.org/,,
77,72,68,62,78,76,70,63,75,72,66,69,71,66,65,68,70,73,深度学习研究,高校研究中心,https://www.universityresearch.cn/,,
81,79,76,74,89,87,82,70,80,78,75,80,79,77,75,81,79,80,综合评估,应急服务协会,https://www.emergencyservice.org/,,
73,70,67,68,76,74,66,61,72,68,66,63,66,64,63,65,67,70,地方公安,城市安全推进委员会,https://www.citysafety.gov.cn/,,
79,76,72,67,80,81,75,69,77,74,71,74,73,71,68,72,75,77,防灾减灾,国家安全监管局,https://www.chinasafety.gov.cn/,,
90,88,85,80,92,91,85,75,89,84,81,78,83,77,76,80,82,79,国家安全报告,国家应急管理部,https://www.mem.gov.cn,,
76,74,68,65,80,78,72,65,77,73,69,70,73,69,71,70,71,68,地方政府报告,广州市应急管理局,https://www.gz.gov.cn,,
82,80,74,72,86,81,79,73,84,78,76,75,80,73,77,74,78,80,行业案例分析,应急指数研究中心,https://www.emergencyindex.org,,
88,85,80,75,90,87,83,72,86,82,79,81,84,78,75,76,80,82,风险管理实践,中国科学院,https://www.cas.cn,,
75,73,69,66,82,80,70,66,74,71,68,71,69,70,67,69,72,70,区域安全评估,深圳市应急管理局,https://www.sz.gov.cn,,
84,81,78,74,88,86,84,70,83,77,75,79,81,76,73,77,79,81,应急经验总结,科技日报,https://www.stdaily.com,,
79,77,73,71,85,82,76,74,78,73,71,72,74,70,68,75,78,72,应急能力提升,人民日报,https://www.people.com.cn,,
86,83,81,77,91,89,82,79,85,80,78,80,82,75,74,78,81,83,社会安全分析,中国安全生产协会,https://www.chinasafety.com.cn,,
81,78,72,70,88,84,75,71,80,76,74,73,75,69,70,73,75,74,风险检测与评估,环球时报,https://www.globaltimes.cn,,
82,85,78,73,88,90,83,75,87,81,77,79,80,74,76,78,81,80,区域性研究,中国气象局,https://www.cma.gov.cn,,
79,76,71,70,84,81,75,66,80,75,72,74,73,70,69,71,73,74,政府公告,应急管理部,https://www.mem.gov.cn,,
85,82,74,67,89,87,80,72,86,78,76,75,82,77,72,74,76,79,学术界研究,北京大学,https://www.pku.edu.cn,,
81,83,76,75,92,89,81,74,84,79,78,72,83,78,73,81,82,80,专业培训,国家发展改革委,https://www.ndrc.gov.cn,,
84,86,79,72,90,91,85,77,88,82,75,81,79,82,75,79,83,81,社区反馈,河南省应急管理局,https://www.henanyang.gov.cn,,
80,80,72,70,88,85,79,70,83,77,76,74,81,75,71,76,78,76,行业调研,国家统计局,https://www.stats.gov.cn,,
76,78,68,65,84,83,75,68,78,73,70,71,74,70,66,72,74,73,风险管理,上海市应急管理委员会,https://www.shanghaigov.cn,,
87,89,82,78,95,91,88,85,90,83,81,80,84,77,80,85,82,88,提升方案,安徽省应急管理局,https://www.ah.gov.cn,,
83,81,74,76,88,90,82,78,85,81,78,76,82,75,75,79,81,80,应急演练,天津市人民政府,https://www.tianjin.gov.cn,,
82,77,73,66,88,90,76,72,82,78,74,75,80,72,77,70,76,79,全国安全生产报告,自然资源部,https://www.mnr.gov.cn/,,
79,74,69,63,84,81,75,67,78,73,68,71,74,70,69,75,73,76,地方应急管理统计,重庆市应急管理局,http://www.cq.gov.cn/,,
86,82,79,71,92,89,83,76,88,82,80,77,81,78,75,79,82,84,应急管理新视野,中国安全生产协会,http://www.safepro.com.cn/,,
75,73,71,65,85,84,70,64,78,74,71,72,75,69,68,73,74,77,区域安全评估报告,浙江省应急管理局,http://www.zhejiang.gov.cn/,,
83,81,78,74,91,87,80,73,81,77,76,79,78,75,74,78,77,80,风险管理黑皮书,中国灾害应对月刊,http://www.disasterjournal.cn/,,
84,79,76,70,89,85,79,71,80,75,74,72,76,74,73,72,73,75,地方危机管理分析,广东省应急管理局,http://www.gd.gov.cn/,,
87,84,81,78,93,90,82,75,89,81,80,82,84,80,78,80,82,83,国家安全监测报告,国家应急管理部,http://www.mem.gov.cn/,,
75,70,68,60,83,81,73,65,76,71,69,70,74,67,68,67,70,72,城市应急响应评估,湖南省应急管理局,http://www.hunan.gov.cn/,,
81,76,74,66,86,84,75,70,80,76,72,74,77,73,75,74,73,74,新型灾害应急机制研究,北京市应急管理局,http://www.beijing.gov.cn/,,
90,88,85,82,95,91,89,75,88,83,86,84,90,79,78,81,80,85,综合评估报告,国家应急管理部,https://www.mem.gov.cn,,
76,74,71,69,80,78,73,65,77,70,69,66,72,68,67,70,73,74,地方应急动态,广州日报,https://www.gzdaily.com,,
84,79,76,74,88,86,80,72,81,78,76,75,78,70,75,76,77,79,抗震演练反馈,中国地震局,https://www.cea.gov.cn,,
92,91,87,85,93,92,90,78,89,82,90,88,91,83,81,84,85,86,行业趋势分析,新华网,https://www.xinhuanet.com,,
74,72,68,66,82,79,71,64,76,69,66,64,70,65,67,68,69,71,地方政府报告,地方应急管理局,https://www.local.gov.cn,,
81,80,78,71,84,83,79,70,79,74,75,76,80,73,72,75,76,79,应急演习总结,国家安全生产监管局,https://www.chinasafety.gov.cn,,
70,68,65,63,76,77,68,62,67,65,64,62,66,60,63,62,61,63,安全活动反馈,地域安全委员会,https://www.regionsafety.com,,
89,87,84,82,91,90,86,73,88,85,83,81,85,78,76,80,81,84,救灾配置分析,应急行业协会,https://www.emergencymgmt.org,,
83,80,77,75,88,85,82,71,80,78,79,76,80,74,73,76,78,81,应急演习结果分析,经济观察网,https://www.eeo.com.cn,,
82,81,77,72,85,89,83,75,87,82,79,80,84,78,76,80,82,85,专项研究报告,国家应急管理局,https://www.mem.gov.cn/,,
76,74,71,66,83,80,73,66,78,73,69,70,75,70,69,71,70,72,地区分析,江苏省应急管理局,https://www.jiangsu.gov.cn/,,
81,79,74,69,88,86,76,72,81,78,74,76,80,73,75,74,78,79,联合演练报告,北京市应急管理局,https://www.beijing.gov.cn/,,
83,82,79,73,90,91,84,72,86,83,80,81,85,80,78,82,85,84,应急管理分析,国家统计局,https://www.stats.gov.cn/,,
77,75,70,64,82,79,72,67,79,74,68,71,73,69,68,70,72,71,信息通报,全国应急信息网,https://www.china-emergency.gov.cn/,,
89,88,84,80,92,93,87,79,90,85,83,85,89,84,80,81,90,89,动态评估,中国科学院,https://www.cas.cn/,,
78,77,73,69,81,80,75,68,82,76,72,73,76,72,71,72,74,73,定期检查,防灾科技学院,https://www.dzkj.net/,,
80,79,74,70,84,86,77,70,83,75,72,73,76,75,73,74,76,78,科研成果,应急研究中心,https://www.ncdr.gov.cn/,,
84,83,78,75,90,89,81,74,88,84,81,80,82,76,75,79,83,82,全国评估,中国安全生产协会,http://www.chinasafety.gov.cn/,,
82,82,73,72,88,89,81,74,87,82,78,80,84,77,79,78,80,83,国家机构报告,国家应急管理部,https://www.mem.gov.cn,,
75,73,68,64,80,76,70,66,78,72,69,70,74,69,71,70,72,73,市级审核,北京应急管理局,https://www.beijing.gov.cn,,
79,76,71,67,84,83,77,70,80,75,74,73,75,74,72,73,76,78,年度审计,江苏省应急管理厅,https://www.jiangsu.gov.cn,,
86,84,79,75,92,90,85,72,88,81,80,83,82,78,75,80,81,84,科技前沿,国际灾害监测中心,https://www.idmc.ch,,
81,79,76,71,86,84,78,74,82,79,76,75,78,74,73,77,79,75,政策解读,地方大学研究,https://www.university.edu/research,,
87,85,80,75,91,89,84,77,86,83,82,81,80,79,76,81,84,82,国际合作,国际应急组织,https://www.un.org,,
76,71,70,67,81,78,72,66,75,72,69,70,74,72,69,71,70,68,企业报告,商业分析机构,https://www.businessanalyst.com,,
78,76,74,70,85,81,75,73,79,75,72,71,76,73,74,70,72,76,地方战略,区域发展研究所,https://www.regionalresearch.org,,
90,85,80,75,92,89,82,72,88,83,79,76,84,78,77,80,81,84,行业报告,江苏省应急管理厅,https://www.jiangsu.gov.cn/,,
76,78,73,68,81,83,77,67,81,74,71,70,75,69,68,70,72,75,技术分析,国家自然灾害防治研究院,https://www.dra.gov.cn/,,
88,86,77,71,90,91,85,73,86,81,78,80,79,74,75,78,80,82,行业动态,国家统计局,https://www.stats.gov.cn/,,
82,79,74,66,84,81,74,65,79,73,72,71,70,67,66,69,72,74,案例分析,北京市应急管理局,https://www.beijing.gov.cn/,,
91,88,82,77,93,89,81,75,87,85,80,82,86,80,79,82,83,88,实地评估,中国应急管理科学研究院,https://www.cem.gov.cn/,,
79,72,68,61,74,78,70,65,76,72,67,66,65,64,66,68,70,69,地方新闻,云南省应急管理厅,https://www.yn.gov.cn/,,
75,71,66,63,70,69,72,64,73,66,65,62,67,65,64,65,66,68,社区反馈,陕西省应急管理厅,https://www.shanxi.gov.cn/,,
86,83,78,73,91,87,84,70,82,79,76,74,78,73,75,77,79,81,年度总结,四川省应急管理厅,https://www.sichuan.gov.cn/,,
80,79,72,67,85,83,81,66,80,74,71,69,75,68,69,70,72,73,技术总结,青海省应急管理厅,https://www.qh.gov.cn/,,
82,83,78,72,89,90,81,75,79,85,77,81,84,80,76,78,82,79,案例分析,国家应急管理局,https://www.mem.gov.cn/,,
88,85,80,78,92,86,84,82,88,82,80,79,81,77,79,80,84,82,政策评估,地方政府研究报告,https://www.examplegov.cn/reports,,
78,76,74,69,87,84,73,70,76,72,71,70,75,74,71,73,76,73,风险管理,行业协会,https://www.industryassociation.cn/,,
86,87,81,77,90,92,83,78,84,86,78,83,80,79,75,79,82,84,学术研究,大学研究中心,https://www.universityresearch.cn/,,
79,74,73,66,84,80,75,71,72,70,69,73,74,70,72,69,73,71,地方通知,地方政府官网,https://www.localgovernment.cn/,,
84,82,76,70,89,91,82,73,78,81,80,83,75,78,76,80,81,83,区域研究,国际组织,https://www.internationalorg.cn/,,
90,88,85,81,94,93,87,80,85,87,83,90,88,86,84,85,89,86,标准评审,专家评审小组,https://www.expertsreview.cn/,,
81,80,77,75,91,89,80,78,82,79,76,75,80,78,77,76,81,80,灾害分析,安全生产网,https://www.safetyproduction.cn/,,
83,82,79,73,88,86,85,74,80,82,78,82,79,76,75,77,82,81,行业交流,产业发展局,https://www.industrydevelopment.cn/,,
83,82,77,73,88,90,81,72,84,79,76,80,83,78,73,75,82,79,年度评估,北京应急管理局,https://www.bj.gov.cn/,,
76,74,69,67,84,81,74,66,78,72,68,70,75,70,68,74,71,73,防范措施,江苏省应急管理厅,https://www.js.gov.cn/,,
90,86,83,80,92,89,85,78,88,81,79,84,87,82,79,80,85,83,综合报告,应急管理部,https://www.mem.gov.cn/,,
75,73,68,64,81,80,72,63,76,70,65,69,74,67,65,69,72,71,勘查分析,浙江应急管理局,https://www.zj.gov.cn/,,
81,79,73,71,85,84,76,70,82,77,74,75,78,74,72,75,80,78,区域调整,湖北省应急管理局,https://www.hubei.gov.cn/,,
88,85,80,77,90,87,82,75,84,81,78,79,86,80,78,79,81,84,季报分析,辽宁省应急管理局,https://www.ln.gov.cn/,,
89,87,82,76,91,86,84,79,85,82,80,83,85,81,77,82,84,79,企业自评,天津市应急管理局,https://www.tianjin.gov.cn/,,
86,83,76,72,88,85,80,74,80,79,75,77,82,78,76,78,81,80,年度总结,广州应急管理局,https://www.gz.gov.cn/,,
76,74,70,66,82,78,72,68,75,70,67,70,73,68,66,67,70,69,政策评估,广东省应急管理局,https://www.gd.gov.cn/,,
87%,82%,78%,72%,92%,90%,83%,75%,88%,84%,79%,80%,85%,77%,76%,80%,81%,78%,灾害应对综述,国家应急管理部,https://www.mem.gov.cn/,,
76%,74%,71%,68%,80%,78%,72%,66%,79%,73%,69%,70%,74%,73%,72%,69%,75%,71%,行政考察,地方政府报告,https://www.chengdu.gov.cn/,,
89%,85%,82%,75%,95%,91%,80%,78%,87%,82%,76%,81%,83%,80%,77%,74%,82%,80%,综合能力分析,国际红十字会,https://www.icrc.org/,,
81%,79%,76%,70%,89%,86%,77%,72%,81%,78%,74%,75%,80%,78%,75%,70%,79%,76%,年度总结,湖南省应急管理厅,https://www.hunan.gov.cn/,,
75%,77%,73%,68%,82%,84%,73%,70%,76%,75%,71%,72%,70%,66%,72%,74%,73%,75%,风险预警系统,国家气象局,https://www.cma.gov.cn/,,
88%,84%,79%,74%,93%,90%,82%,76%,83%,88%,80%,77%,81%,79%,78%,76%,80%,84%,行业监管,工信部,https://www.miit.gov.cn/,,
82%,80%,75%,71%,88%,87%,79%,74%,82%,79%,75%,78%,74%,72%,71%,73%,76%,78%,金融风险管理,国家统计局,https://www.stats.gov.cn/,,
85%,81%,76%,73%,90%,89%,84%,77%,90%,82%,78%,81%,78%,75%,74%,80%,83%,82%,社会动员,城市建设与环境保护局,https://www.mep.gov.cn/,,
83%,78%,72%,69%,86%,84%,77%,71%,79%,75%,71%,74%,73%,70%,77%,76%,78%,75%,环境政策研究,生态环境部,https://www.mee.gov.cn/,,
90,85,80,75,92,89,83,76,88,82,79,81,84,78,77,80,82,83,综合评估,国家应急管理部,https://www.mem.gov.cn,,
76,73,68,65,78,76,70,65,75,70,68,69,72,70,68,66,71,74,地方评估,山西省应急管理局,https://www.shanxi.gov.cn,,
82,79,74,70,86,84,77,71,83,75,78,76,79,75,73,74,77,79,灾害分析,广西应急管理厅,https://www.gx.gov.cn,,
88,84,79,73,91,87,80,75,86,80,82,79,83,77,78,81,80,82,城市应急规划,艾瑞咨询,http://www.iresearch.com.cn,,
75,70,67,63,79,76,72,66,73,68,66,69,71,72,70,69,71,74,基础设施报告,中国建设部,http://www.mohurd.gov.cn,,
79,74,73,64,81,80,76,67,75,74,70,71,73,70,75,68,75,77,应急指挥, Diário de Notícias,https://www.dn.pt,,
83,80,78,72,89,85,79,72,84,78,76,74,80,73,71,75,78,80,行业趋势,中国社会科学院,http://www.cssn.cn,,
77,72,66,67,84,80,73,66,71,70,64,67,66,69,65,63,70,72,城市安全,地方应急管理局,http://www.localem.gov.cn,,
74,68,65,62,80,75,70,64,69,65,63,69,67,66,61,64,63,65,综合安全管理,全国安全生产协会,http://www.chinasafety.org.cn,,
90,85,80,75,92,89,82,72,88,83,77,79,84,78,76,80,82,84,行业分析,国家应急管理部,https://www.mem.gov.cn,,
82,79,74,68,88,84,76,71,81,78,72,74,75,73,71,76,73,78,市场观察,北京市应急管理局,https://www.beijing.gov.cn,,
77,76,71,66,86,83,74,66,78,74,69,70,72,71,68,70,75,73,社会调查,学术研究机构,https://www.researchgate.net,,
85,83,78,73,90,87,80,75,84,79,76,80,78,77,74,78,80,82,灾害评估,全国安全生产委员会,https://www.chinasafety.gov.cn,,
83,81,76,71,89,84,79,73,82,80,75,77,74,75,71,82,77,80,新闻发布,灾害防治网,https://www.disaster.gov.cn,,
88,86,81,77,93,91,83,76,85,82,78,80,79,81,75,80,83,85,综合评估,中国气象局,https://www.cma.gov.cn,,
81,78,73,69,87,83,75,70,79,76,72,74,72,70,68,75,70,72,地方分析,应急管理学术论坛,https://www.emergencyforum.cn,,
79,77,72,70,85,81,74,69,78,73,71,73,74,69,67,72,74,75,安全实践,应急管理信息网,https://www.emeinfo.cn,,
86,84,79,75,91,90,81,72,87,82,78,80,79,82,76,80,83,85,科学研究,高校应急防范研究中心,https://www.researchuniversity.cn,,
82,85,78,72,88,90,76,75,84,79,82,80,81,75,77,80,78,83,政府报告,国家气象局,http://www.cma.gov.cn,,
76,82,74,68,86,83,72,69,81,74,71,72,70,73,68,71,75,74,实地调查,应急管理部,http://www.mem.gov.cn,,
90,89,83,78,92,91,85,74,86,82,84,79,88,77,76,82,79,80,国际评估,中国科学院,http://www.cas.cn,,
79,76,71,67,84,81,79,66,75,73,69,70,72,71,65,68,74,72,社区评估,地方政府办公室,http://www.localgov.cn,,
84,87,80,74,91,89,84,73,85,81,78,82,80,79,78,80,81,83,数据库分析,全国应急管理系统,http://www.emergencydata.cn,,
75,74,69,62,79,83,66,65,72,70,65,67,68,66,64,69,71,70,地区性调查,省应急管理局,http://www.province.gov.cn,,
88,84,81,77,93,92,87,72,90,86,82,79,85,81,80,84,83,85,紧急响应评估,中国红十字会,http://www.redcross.org.cn,,
