受理号,合成生物技术名称,合成生物技术类型,注册分类,申请类型,承办日期,企业名称,联合申报企业名称,办理状态,状态开始时间,审评结论,规范企业名称,技术构成,企业名称(CDE),试验登记号,适用领域,规范企业名称.1,注册版本,采集来源,来源链接,采集时间,备注
83201400ZT6F47345H/2024-00148,生物打印技术在组织工程中的应用,生物工程,医疗技术,初审,2023-09-12,杭州生物技术开发有限公司,浙江大学,审核中,2023-09-13,待审,杭州生物技术开发有限公司,3D生物打印技术,杭州生物技术开发有限公司,T20230809,医疗、再生医学,杭州生物技术开发有限公司,V1.0,浙江省科技厅,https://www.zj.gov.cn,2024-09-23,
41926700JW1B57904L/2024-00378,微生物发酵技术用于食品生产,发酵工程,食品技术,初审,2023-09-24,上海食品科技公司,上海交通大学,审核中,2023-09-25,待审,上海食品科技公司,发酵菌种优化,上海食品科技公司,T20230810,食品、饮料,上海食品科技公司,V1.0,国家食品药品监督管理局,https://www.nmpa.gov.cn,2024-09-23,
29023400PE8C83629R/2024-00419,细胞免疫疗法新技术,细胞治疗,新药研发,初审,2023-09-30,武汉生物技术研究所,华中科技大学,审核中,2023-10-01,待审,武汉生物技术研究所,CAR-T细胞技术,武汉生物技术研究所,T20230811,医疗、肿瘤,武汉生物技术研究所,V1.0,湖北省科学技术厅,https://www.hubei.gov.cn,2024-09-23,
57300800XM7D26581S/2024-00097,基因 therapy 的创新研究,基因治疗,新药研发,初审,2023-10-05,西安基因科技公司,西安交通大学,审核中,2023-10-06,待审,西安基因科技公司,基因编辑与传递,西安基因科技公司,T20230812,医疗、遗传病,西安基因科技公司,V1.0,陕西省科技厅,https://www.shaanxi.gov.cn,2024-09-23,
10564300QN4E38976M/2024-00209,可持续生物燃料生产技术,生物燃料,新技术,初审,2023-09-05,深圳新能源科技有限公司,深圳大学生物工程研究所,审核中,2023-09-06,待审,深圳新能源科技有限公司,微生物发酵技术,深圳新能源科技有限公司,T20230805,能源、环保,深圳新能源科技有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
78451200VB2G12984T/2024-00501,合成生物抗体平台技术,生物制药,新药研发,初审,2023-09-07,哈尔滨生物制药有限公司,哈尔滨工业大学,审核中,2023-09-08,待审,哈尔滨生物制药有限公司,重组抗体表达,哈尔滨生物制药有限公司,T20230806,医疗、免疫,哈尔滨生物制药有限公司,V1.0,黑龙江省科学技术厅,https://www.hlj.gov.cn/,2024-09-23,
33581000HF5J39842K/2024-00012,合成生物塑料技术,环保材料,新技术,初审,2023-09-10,天津环保科技公司,天津大学环保研究中心,审核中,2023-09-11,待审,天津环保科技公司,基因工程菌,天津环保科技公司,T20230807,塑料替代,天津环保科技公司,V1.0,天津市科学技术局,https://www.tianjin.gov.cn/,2024-09-23,
91642700KL2N87435Z/2024-00327,利用合成生物技术提升作物抗病性,植物基因改良,新技术,初审,2023-09-12,南京农业科技有限公司,南京农业大学,审核中,2023-09-13,待审,南京农业科技有限公司,基因插入与表达,南京农业科技有限公司,T20230808,农业,南京农业科技有限公司,V1.0,江苏省农业厅,https://www.jiangsu.gov.cn/,2024-09-23,
48230500MU9P15378X/2024-00175,用于水处理的合成微生物技术,环境治理,环境保护,初审,2023-09-15,武汉水务科技集团,武汉大学环境科学研究所,审核中,2023-09-16,待审,武汉水务科技集团,微生物降解技术,武汉水务科技集团,T20230809,水处理,武汉水务科技集团,V1.0,湖北省科技厅,https://www.hubei.gov.cn/,2024-09-23,
11440301MB2D27883P/2024-00061,生物医用材料的合成技术,生物材料,新技术,初审,2023-09-17,杭州生物材料有限公司,浙江大学材料科学与工程学院,审核中,2023-09-18,待审,杭州生物材料有限公司,生物相容性聚合物,杭州生物材料有限公司,T20230810,医疗、材料,杭州生物材料有限公司,V1.0,浙江省科技厅,https://www.zj.gov.cn/,2024-09-23,
11440302MB2D27884P/2024-00062,合成生物驱虫剂开发技术,生物保护,农业技术,初审,2023-09-20,济南生物农业公司,山东农业大学,审核中,2023-09-21,待审,济南生物农业公司,基因编辑诱导,济南生物农业公司,T20230811,农业,济南生物农业公司,V1.0,山东省科技厅,https://www.shandong.gov.cn/,2024-09-23,
11440303MB2D27885P/2024-00063,合成生物培养基开发技术,营养科技,新技术,初审,2023-09-25,长春营养科技有限公司,吉林大学食品科学与工程学院,审核中,2023-09-26,待审,长春营养科技有限公司,优化培养基成分,长春营养科技有限公司,T20230812,营养食品,长春营养科技有限公司,V1.0,吉林省科技厅,https://www.jl.gov.cn/,2024-09-23,
11440304MB2D27886P/2024-00064,合成生物柴油生产技术,生物燃料,可再生能源,初审,2023-09-15,深圳清洁能源公司,深圳绿色科技有限公司,审核中,2023-09-16,待审,深圳清洁能源公司,微生物发酵技术,深圳清洁能源公司,T20230805,能源、交通,深圳清洁能源公司,V1.0,中国生物技术发展中心,http://www.china-bio.gov.cn,2024-09-23,
11440305MB2D27887P/2024-00065,植物基因组编辑技术,基因编辑,新技术,初审,2023-09-20,杭州农业科技公司,杭州基因改良研究所,审核中,2023-09-21,待审,杭州农业科技公司,CRISPR/CASE技术,杭州农业科技公司,T20230806,农业、食品安全,杭州农业科技公司,V1.0,浙江省农业厅,http://www.zjny.gov.cn,2024-09-23,
11440306MB2D27888P/2024-00066,人造肉制造技术,生物合成,新技术,初审,2023-09-25,南京人造肉科技有限公司,南京生物科技学院,审核中,2023-09-26,待审,南京人造肉科技有限公司,植物蛋白合成,南京人造肉科技有限公司,T20230807,食品、健康,南京人造肉科技有限公司,V1.0,中国食品科学技术学会,http://www.cifst.org.cn,2024-09-23,
11440307MB2D27889P/2024-00067,基于合成生物学的疫苗研发技术,疫苗开发,生物医药,初审,2023-09-30,厦门医药科技有限公司,厦门大学生物医学研究所,审核中,2023-10-01,待审,厦门医药科技有限公司,合成生物技术应用,厦门医药科技有限公司,T20230808,医疗、公共卫生,厦门医药科技有限公司,V1.0,福建省卫生健康委员会,http://www.fjwst.gov.cn,2024-09-23,
11440308MB2D27890P/2024-00068,微生物催化剂生产技术,催化工程,新技术,初审,2023-10-05,武汉生物科技公司,武汉大学化学与分子科学学院,审核中,2023-10-06,待审,武汉生物科技公司,微生物筛选与优化,武汉生物科技公司,T20230809,化工、材料,武汉生物科技公司,V1.0,湖北省科技厅,http://www.hbstd.gov.cn,2024-09-23,
11440309MB2D27891P/2024-00069,合成生物农作物保护技术,农业科技,植物保护,初审,2023-10-10,西安农业科技公司,西北农林科技大学,审核中,2023-10-11,待审,西安农业科技公司,合成生物学应用于农药,西安农业科技公司,T20230810,农业、食品安全,西安农业科技公司,V1.0,陕西省农业厅,http://www.sxagri.gov.cn,2024-09-23,
11440310MB2D27892P/2024-00070,合成生物诊断技术,分子生物学,医疗器械,初审,2023-10-15,沈阳精准医疗公司,沈阳医学院,审核中,2023-10-16,待审,沈阳精准医疗公司,分子检测技术,沈阳精准医疗公司,T20230811,医疗、诊断,沈阳精准医疗公司,V1.0,辽宁省卫生健康委员会,http://www.lnhealth.gov.cn,2024-09-23,
20120301MB3D18473P/2024-00071,基因合成与分析技术,基因合成,新技术,初审,2023-10-20,天津基因科技有限公司,天津大学生物工程系,审核中,2023-10-21,待审,天津基因科技有限公司,基因组学技术,天津基因科技有限公司,T20230812,医疗、科研,天津基因科技有限公司,V1.0,天津市科技局,http://www.tjkj.gov.cn,2024-09-23,
30510200MB4D78242P/2024-00082,基因组筛选与优化技术,基因组编辑,农业技术,初审,2023-09-10,南京农业生物科技有限公司,南京农业大学,审核中,2023-09-11,待审,南京农业生物科技有限公司,群体选择基因组分析,南京农业生物科技有限公司,T20230805,农业、食品安全,南京农业生物科技有限公司,V1.0,江苏省科技厅,https://jst.jiangsu.gov.cn/,2024-09-23,
40250600MB2D91919P/2024-00045,合成生物塑料生产工艺,生物材料,环保技术,初审,2023-09-12,青岛环保科技有限公司,青岛大学,审核中,2023-09-13,待审,青岛环保科技有限公司,细菌合成法,青岛环保科技有限公司,T20230806,环境保护、材料科学,青岛环保科技有限公司,V1.0,山东省科技局,https://www.sdstc.gov.cn/,2024-09-23,
21040300MB5D27634P/2024-00093,生物制药小分子合成方法,生物制药,新药研究,初审,2023-09-15,武汉生物工程研究所,武汉科技大学,审核中,2023-09-16,待审,武汉生物工程研究所,小分子靶向合成,武汉生物工程研究所,T20230807,生物制药、癌症治疗,武汉生物工程研究所,V1.0,湖北省科学技术厅,http://www.hbsti.gov.cn/,2024-09-23,
10360500MB6D51840P/2024-00054,合成细胞功能增强技术,细胞工程,生物技术,初审,2023-09-18,深圳前沿生物科技有限公司,中国科学院深圳先进技术研究院,审核中,2023-09-19,待审,深圳前沿生物科技有限公司,合成细胞信号通路,深圳前沿生物科技有限公司,T20230808,生物科技、制药,深圳前沿生物科技有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
40780200MB3D12389P/2024-00037,生物染料生产中微生物基因工程,微生物工程,环境友好技术,初审,2023-09-20,哈尔滨生物科技公司,东北农业大学,审核中,2023-09-21,待审,哈尔滨生物科技公司,微生物筛选与应用,哈尔滨生物科技公司,T20230809,环保、纺织,哈尔滨生物科技公司,V1.0,黑龙江省科技厅,http://www.hljsti.gov.cn/,2024-09-23,
51020400MB1D48716P/2024-00080,疫苗临床试验相关合成生物技术,疫苗开发,公共卫生,初审,2023-09-25,成都生物制药有限公司,四川大学,审核中,2023-09-26,待审,成都生物制药有限公司,疫苗合成与临床试验,成都生物制药有限公司,T20230810,医疗、公共卫生,成都生物制药有限公司,V1.0,四川省科学技术厅,https://www.sc.gov.cn/,2024-09-23,
60930200MB5D67821P/2024-00065,新型合成生物制剂技术,代谢工程,新材料研发,初审,2023-09-28,杭州生物应用公司,杭州电子科技大学,审核中,2023-09-29,待审,杭州生物应用公司,合成生物合成方法,杭州生物应用公司,T20230811,材料科学、制药,杭州生物应用公司,V1.0,浙江省科技厅,https://www.zj.gov.cn/,2024-09-23,
80310100MB4D79203P/2024-00048,纳米生物技术在疾病诊断中的应用,诊断技术,医疗技术,初审,2023-09-30,西安生物医学工程公司,西安交通大学,审核中,2023-10-01,待审,西安生物医学工程公司,纳米颗粒合成与应用,西安生物医学工程公司,T20230812,医疗、诊断,西安生物医学工程公司,V1.0,陕西省科技厅,http://www.shaanxi.gov.cn/,2024-09-23,
90520800MB2D34578P/2024-00059,植物基因组编辑提高农作物抗逆性的技术,基因编辑,农业技术,初审,2023-09-05,杭州农科生物科技公司,浙江大学农业科学研究院,审核中,2023-09-06,待审,杭州农科生物科技公司,CRISPR-Cas9基因编辑,杭州农科生物科技公司,T20230805,农业,杭州农科生物科技公司,V1.0,中国农业科学院,http://www.caas.cn,2024-09-23,
32451213MB4D38975Q/2024-00061,合成生物学驱动的可生物降解塑料技术,环保技术,新材料,初审,2023-09-07,深圳绿色科技有限公司,深圳大学材料科学与工程学院,审核中,2023-09-08,待审,深圳绿色科技有限公司,微生物与聚合物合成,深圳绿色科技有限公司,T20230806,环保材料,深圳绿色科技有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn,2024-09-23,
75632140MB1D45982R/2024-00062,基于细胞工厂的合成生物燃料技术,生物能源,可再生能源,初审,2023-09-10,上海能源科技有限公司,华东理工大学能源与动力工程学院,审核中,2023-09-11,待审,上海能源科技有限公司,基因改造微生物,上海能源科技有限公司,T20230807,能源,上海能源科技有限公司,V1.0,中国国家能源局,http://www.nea.gov.cn,2024-09-23,
19470320MB9D23954T/2024-00063,微生物合成疫苗的工程化技术,生物制药,疫苗研发,初审,2023-09-12,武汉生物制药有限公司,华中科技大学生命科学与技术学院,审核中,2023-09-13,待审,武汉生物制药有限公司,重组蛋白合成,武汉生物制药有限公司,T20230808,制药,武汉生物制药有限公司,V1.0,武汉市科技局,https://www.wuhan.gov.cn,2024-09-23,
48239028MB3D12678U/2024-00064,自适应饲料添加剂的合成生物技术,动物营养,农业技术,初审,2023-09-15,南昌动物科学研究所,江西农业大学,审核中,2023-09-16,待审,南昌动物科学研究所,微生物发酵技术,南昌动物科学研究所,T20230809,农业,南昌动物科学研究所,V1.0,中国农林科技网,http://www.caf.ac.cn,2024-09-23,
21567094MB5D84712W/2024-00065,用于能源转化的合成代谢路径技术,合成生物学,能源技术,初审,2023-09-18,天津生物制药有限公司,清华大学生物技术研究所,审核中,2023-09-19,待审,天津生物制药有限公司,代谢途径重构,天津生物制药有限公司,T20230810,能源,天津生物制药有限公司,V1.0,天津市科学技术局,http://www.tianjin.gov.cn,2024-09-23,
87465231MB2D65897X/2024-00066,微生物在废水处理中的应用合成生物技术,环境工程,城市环境,初审,2023-09-20,厦门环境科技有限公司,厦门大学环境与生态学院,审核中,2023-09-21,待审,厦门环境科技有限公司,污水处理微生物群体,厦门环境科技有限公司,T20230811,环境保护,厦门环境科技有限公司,V1.0,厦门市科技局,http://www.xm.gov.cn,2024-09-23,
69354019MB7D14736Y/2024-00067,智能生物传感器开发技术,生物传感器,新技术,初审,2023-09-25,郑州生物探测技术有限公司,河南科技大学生物工程学院,审核中,2023-09-26,待审,郑州生物探测技术有限公司,纳米生物材料,郑州生物探测技术有限公司,T20230812,医疗、环境,郑州生物探测技术有限公司,V1.0,河南省科技厅,http://www.hn.gov.cn,2024-09-23,
12894357MB8D57932Z/2024-00068,多肽药物的合成与纯化技术,多肽药物,新药研发,初审,2023-09-05,深圳生物医药公司,深圳科技研究院,审核中,2023-09-06,待审,深圳生物医药公司,多肽合成与分离,深圳生物医药公司,T20230805,医疗、制药,深圳生物医药公司,V1.0,深圳市科学技术局,https://www.sz.gov.cn,2024-09-23,
50567238MB0D29845K/2024-00069,抗体工程与优化技术,抗体工程,新疫苗开发,初审,2023-09-05,杭州生物科技有限公司,杭州医药研究所,审核中,2023-09-06,待审,杭州生物科技有限公司,抗体筛选与优化,杭州生物科技有限公司,T20230806,医疗、疫苗,杭州生物科技有限公司,V1.0,浙江省科技厅,https://www.zj.gov.cn,2024-09-23,
81724369MB4D36507L/2024-00070,合成生物塑料生产技术,生物材料,环境技术,初审,2023-09-05,广州绿色科技公司,广州环境研究所,审核中,2023-09-06,待审,广州绿色科技公司,生物塑料合成,广州绿色科技公司,T20230807,环境保护、材料科学,广州绿色科技公司,V1.0,广州市科学技术局,https://www.gz.gov.cn,2024-09-23,
